,trade_go,buy_from_shop,sell_to_shop,mail_come,invite,join,revival,fight,friend_num,login_count,play_time,max_level,playtime_per_day,abyss,sit_count,exp_get_amout,money_get_count,teleport_count,killed_by_pc,killed_by_npc,reborn_count,login_total_day,sit_count_perday,login_total_day,item_get_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,sit_count/play_time,killed_by_pc/play_time,killed_by_npc/play_time,total-party_time/play_time,teleport_count/play_time,play_time/login_count,exp_get_amount/play_time,playtime_per_day/login_total_day,max_level/login_count,reborn_count/login_count,sit_count/max_level,play_time/question_count,class
640,1,1,0,0,5,0,0,0,0,5,15678,0,3919.5,0,0,0,1,4,0,0,0,4,0,4,24.75,0.25,0,1,930,0,0,0,0.059318791,0.000255135,3135.6,0,979.875,0,0,0,0,0
641,0,60,408,0,0,0,0,0,0,20,1112461,50,79461.5,0,16148,1011696838,17159,121,73,7,66,14,1153.428571,14,2825.357143,1225.642857,0,8.642857143,0,0,6.56E-05,6.29E-06,0,0.000108768,55623.05,909.4222971,5675.821429,2.5,3.3,322.96,123606.7778,0
642,27,63,590,0,0,0,0,0,0,25,225757,29,56439.25,0,364,28634930,369,76,23,26,41,4,91,4,6454.5,92.25,0,19,0,0,0.000101879,0.000115168,0,0.000336645,9030.28,126.8396107,14109.8125,1.16,1.64,12.55172414,32251,1
643,2,30,72,13,19,2,0,1,5,8,36576,18,12192,0,6,2265825,195,32,0,2,2,3,2,3,2116.333333,65,0,10.66666667,54,0,0,5.47E-05,0.001476378,0.000874891,4572,61.94840879,4064,2.25,0.25,0.333333333,1306.285714,0
644,0,2,25,11,0,2,0,0,12,15,19794,0,4948.5,0,23,7027309,48,12,0,0,0,4,5.75,4,14.25,12,0,3,0,0,0,0,0,0.000606244,1319.6,355.0221784,1237.125,0,0,0,19794,0
645,5,27,281,7,2,33,7,0,0,98,184020,46,14155.38462,0,98,359184846,2208,287,30,68,76,13,7.538461538,13,321.9230769,169.8461538,0.384615385,22.07692308,5266,0,0.000163026,0.000369525,0.028616455,0.001559613,1877.755102,1951.879394,1088.87574,0.469387755,0.775510204,2.130434783,1142.981366,0
646,8,63,384,18,4,64,0,17,17,62,273964,36,21074.15385,0,430,86767237,281,239,25,92,89,13,33.07692308,13,3012.846154,21.61538462,0.076923077,18.38461538,13892,0,9.13E-05,0.000335811,0.050707392,0.000872377,4418.774194,316.7103598,1621.088758,0.580645161,1.435483871,11.94444444,3113.227273,0
647,0,0,0,0,0,0,0,0,0,1910,284161,0,18944.06667,0,0,0,223,3,0,0,0,15,0,15,0,14.86666667,0,0.2,0,0,0,0,0,1.06E-05,148.7753927,0,1262.937778,0,0,0,0,0
648,8,74,274,128,3,10,0,0,1,52,158277,34,17586.33333,0,233,24912406,615,97,5,10,12,9,25.88888889,9,6307.777778,68.33333333,0,10.77777778,4764,0,3.16E-05,6.32E-05,0.03009913,0.00061285,3043.788462,157.397512,1954.037037,0.653846154,0.230769231,6.852941176,543.9072165,0
649,16,49,60,0,0,34,2,0,0,26,510312,37,51031.2,0,171,153692926,3668,163,3,183,166,10,17.1,10,44.2,366.8,0,16.3,2755,0,5.88E-06,0.000358604,0.005398658,0.000319412,19627.38462,301.1744305,5103.12,1.423076923,6.384615385,4.621621622,56701.33333,0
650,2,41,208,33,49,38,0,6,7,75,259261,35,19943.15385,0,94,66064852,572,607,50,30,470,13,7.230769231,13,2642.846154,44,0,46.69230769,46428,0,0.000192856,0.000115714,0.179078226,0.00234127,3456.813333,254.8198611,1534.088758,0.466666667,6.266666667,2.685714286,2729.063158,0
651,25,73,292,14,77,12,3,40,20,103,276333,43,21256.38462,0,245,215967739,1989,337,70,43,76,13,18.84615385,13,14834.53846,153,1.384615385,25.92307692,15480,0,0.000253318,0.000155609,0.056019368,0.001219543,2682.84466,781.5488523,1635.106509,0.417475728,0.737864078,5.697674419,6280.295455,0
652,0,93,140,4,3,21,1,0,10,39,178765,0,14897.08333,0,29,249905406,2459,195,7,7,9,12,2.416666667,12,7576.833333,204.9166667,0,16.25,1764,0,3.92E-05,3.92E-05,0.009867703,0.001090818,4583.717949,1397.95489,1241.423611,0,0.230769231,0,1441.653226,0
653,9,16,26,8,18,12,0,0,30,36,114972,0,14371.5,0,99,78481587,866,126,76,12,44,8,12.375,8,3552.75,108.25,0.25,15.75,3878,0,0.000661031,0.000104373,0.033729952,0.001095919,3193.666667,682.6147845,1796.4375,0,1.222222222,0,12774.66667,0
654,0,25,292,0,0,0,0,0,0,19,1107822,50,73854.8,0,4116,1157834075,36,82,0,44,43,15,274.4,15,4324.333333,2.4,0,5.466666667,0,0,0,3.97E-05,0,7.40E-05,58306.42105,1045.144504,4923.653333,2.631578947,2.263157895,82.32,886.9671737,0
655,1,5,13,9,1,12,2,0,1,19,98199,0,10911,0,96,57470506,412,55,1,29,25,9,10.66666667,9,204.5555556,45.77777778,0,6.111111111,2589,0,1.02E-05,0.000295319,0.026364831,0.000560087,5168.368421,585.2453284,1212.333333,0,1.315789474,0,0,0
656,1,47,149,0,0,2,0,0,0,19,61683,21,10280.5,0,214,5535264,422,73,0,7,7,6,35.66666667,6,2226.833333,70.33333333,0,12.16666667,0,0,0,0.000113483,0,0.00118347,3246.473684,89.73726959,1713.416667,1.105263158,0.368421053,10.19047619,387.9433962,0
657,0,16,36,4,5,10,0,1,0,15,53695,10,17898.33333,0,66,21910938,601,59,3,21,23,3,22,3,196,200.3333333,0,19.66666667,6291,0,5.59E-05,0.000391098,0.117161747,0.001098799,3579.666667,408.0629109,5966.11111,0.666666667,1.533333333,6.6,1013.113208,0
658,3,33,47,99,6,14,3,4,0,39,141218,0,14121.8,0,95,123014703,1003,182,77,12,62,10,9.5,10,874.3,100.3,0.1,18.2,24395,0,0.000545256,8.50E-05,0.1727471,0.001288788,3620.974359,871.0978983,1412.18,0,1.58974359,0,9414.533333,0
659,0,15,69,20,0,2,0,0,2,8,24888,30,24888,0,12,12507845,199,36,2,1,2,1,12,1,957,199,0,36,0,0,8.04E-05,4.02E-05,0,0.00144648,3111,502.5652925,24888,3.75,0.25,0.4,355.5428571,0
660,104,37,518,2,0,0,0,0,0,11,423039,36,84607.8,0,1099,103951782,356,74,5,30,43,5,219.8,5,4309,71.2,0,14.8,0,0,1.18E-05,7.09E-05,0,0.000174925,38458.09091,245.726238,16921.56,3.272727273,3.909090909,30.52777778,211519.5,0
661,9,16,56,7,10,20,0,0,61,22,64369,0,8046.125,0,50,135397155,1288,202,29,19,29,8,6.25,8,375.625,161,0,25.25,34,0,0.000450527,0.000295173,0.000528205,0.003138157,2925.863636,2103.452827,1005.765625,0,1.318181818,0,2682.041667,0
662,0,22,158,2,0,3,0,0,3,9,77239,26,12873.16667,0,245,7277425,149,91,14,8,22,6,40.83333333,6,192.3333333,24.83333333,0.333333333,15.16666667,1009,0,0.000181256,0.000103575,0.013063349,0.001178161,8582.111111,94.21956525,2145.527778,2.888888889,2.444444444,9.423076923,1355.070175,0
663,0,15,39,4,0,3,0,0,0,14,24593,11,4918.6,0,43,570226,162,25,0,3,2,5,8.6,5,113,32.4,0,5,818,0,0,0.000121986,0.033261497,0.001016549,1756.642857,23.18651649,983.72,0.785714286,0.142857143,3.909090909,416.8305085,0
664,0,46,291,0,39,38,0,2,2,60,241735,37,24173.5,0,325,75460942,512,188,7,44,40,10,32.5,10,348.1,51.2,0,18.8,25279,0,2.90E-05,0.000182017,0.10457319,0.000777711,4028.916667,312.1639068,2417.35,0.616666667,0.666666667,8.783783784,1918.531746,0
665,19,45,494,14,117,57,3,16,45,158,357894,41,25563.85714,0,457,477984018,4782,475,72,88,107,14,32.64285714,14,5236.785714,341.5714286,0.142857143,33.92857143,30062,0,0.000201177,0.000245883,0.083996938,0.001327209,2265.151899,1335.546329,1825.989796,0.259493671,0.67721519,11.14634146,4473.675,0
666,26,124,531,19,137,53,1,11,2,95,632581,37,42172.06667,0,380,127723625,1690,488,34,87,104,15,25.33333333,15,672.7333333,112.6666667,0.066666667,32.53333333,130076,0,5.37E-05,0.000137532,0.205627422,0.000771443,6658.747368,201.9087279,2811.471111,0.389473684,1.094736842,10.27027027,1539.126521,0
667,0,3,10,24,0,2,0,0,0,38,25543,29,1964.846154,0,17,40841159,137,12,0,3,1,13,1.307692308,13,89.46153846,10.53846154,0,0.923076923,0,0,0,0.000117449,0,0.000469796,672.1842105,1598.917864,151.1420118,0.763157895,0.026315789,0.586206897,823.9677419,0
668,4,37,169,8,115,59,0,0,20,34,276968,38,30774.22222,0,613,111740900,595,360,94,63,117,9,68.11111111,9,2993.888889,66.11111111,0.222222222,40,32092,0,0.000339389,0.000227463,0.115868981,0.001299789,8146.117647,403.4433581,3419.358024,1.117647059,3.441176471,16.13157895,6924.2,0
669,30,99,316,10,70,21,22,7,7,94,272320,44,19451.42857,0,163,228455617,2349,371,43,108,94,14,11.64285714,14,2106,167.7857143,0,26.5,7684,0,0.000157902,0.000396592,0.028216804,0.001362368,2897.021277,838.9233879,1389.387755,0.468085106,1,3.704545455,1504.530387,0
670,2,29,68,2,3,2,0,0,4,7,48907,20,6986.714286,0,115,3444408,274,47,0,7,9,7,16.42857143,7,149.1428571,39.14285714,0,6.714285714,218,0,0,0.000143129,0.00445744,0.000961008,6986.714286,70.42770973,998.1020409,2.857142857,1.285714286,5.75,873.3392857,0
671,36,89,286,64,137,34,3,8,20,39,339118,0,24222.71429,0,368,173011939,2469,750,177,34,133,14,26.28571429,14,3464,176.3571429,0,53.57142857,18994,0,0.000521942,0.00010026,0.056010002,0.00221162,8695.333333,510.1821165,1730.193878,0,3.41025641,0,1687.154229,0
672,0,30,193,8,11,33,0,0,7,13,104087,33,13010.875,0,130,31059081,461,135,22,23,37,8,16.25,8,153.125,57.625,0,16.875,14705,0,0.000211362,0.000220969,0.141276048,0.001296992,8006.692308,298.3953904,1626.359375,2.538461538,2.846153846,3.939393939,14869.57143,0
673,2,0,0,3,0,0,0,0,0,2052,195845,0,13056.33333,0,0,0,482,0,0,0,0,15,0,15,0.266666667,32.13333333,0,0,0,0,0,0,0,0,95.44103314,0,870.422222,0,0,0,0,0
674,0,51,317,3,1,4,0,1,4,25,406887,34,36989.72727,0,1816,71769406,2024,87,23,36,50,11,165.0909091,11,1677.363636,184,0,7.909090909,21734,0,5.65E-05,8.85E-05,0.053415322,0.000213819,16275.48,176.3865791,3362.702479,1.36,2,53.41176471,25430.4375,1
675,21,42,352,3,25,13,0,0,9,26,151766,26,16862.88889,0,207,14328138,1120,118,1,32,28,9,23,9,310.4444444,124.4444444,0,13.11111111,44635,0,6.59E-06,0.000210851,0.294104081,0.000777513,5837.153846,94.40940659,1873.654321,1,1.076923077,7.961538462,1167.430769,0
676,56,94,231,40,166,102,6,34,42,143,546351,40,36423.4,0,284,377348015,4108,658,82,136,155,15,18.93333333,15,1060.4,273.8666667,0.466666667,43.86666667,64187,0,0.000150087,0.000248924,0.117483083,0.001204354,3820.636364,690.6695787,2428.226667,0.27972028,1.083916084,7.1,3001.928571,0
677,54,226,146,0,1,0,0,0,0,65,943384,32,72568,0,49,61502177,78,216,32,15,43,13,3.769230769,13,10836.23077,6,0,16.61538462,0,0,3.39E-05,1.59E-05,0,0.000228963,14513.6,65.19315252,5582.153846,0.492307692,0.661538462,1.53125,4137.649123,1
678,8,89,274,13,21,40,1,10,58,110,328956,42,23496.85714,0,162,366996306,3664,365,21,39,39,14,11.57142857,14,1002.357143,261.7142857,0,26.07142857,10927,0,6.38E-05,0.000118557,0.033217208,0.001109571,2990.509091,1115.639496,1678.346939,0.381818182,0.354545455,3.857142857,1241.343396,0
679,16,95,352,31,73,90,1,37,100,442,485101,0,44100.09091,284,605,637254813,6764,563,168,107,169,11,55,11,1780.727273,614.9090909,0,51.18181818,56549,2.06E-06,0.00034632,0.000220573,0.116571601,0.001160583,1097.513575,1313.653884,4009.099174,0,0.382352941,0,1511.218069,0
680,58,64,581,25,163,102,0,35,100,258,617600,32,41173.33333,142,321,393839800,4547,627,120,85,129,15,21.4,15,1465.2,303.1333333,0.2,41.8,60739,8.10E-06,0.000194301,0.00013763,0.098346826,0.00101522,2393.79845,637.6939767,2744.888889,0.124031008,0.5,10.03125,1294.75891,0
681,0,8,923,0,0,0,0,0,0,19,1163765,0,77584.33333,0,1958,2057458197,52916,47,0,0,0,15,130.5333333,15,6881.933333,3527.733333,0,3.133333333,0,0,0,0,0,4.04E-05,61250.78947,1767.932699,5172.288889,0,0,0,616.4009534,0
682,2,226,319,25,25,59,3,7,47,85,363345,0,27949.61538,0,533,290417631,3886,650,264,79,265,13,41,13,4529,298.9230769,0.461538462,50,40735,0,0.000726582,0.000217424,0.112111079,0.001788933,4274.647059,799.2889155,2149.970414,0,3.117647059,0,789.8804348,0
683,0,76,284,8,10,5,0,0,2,39,153207,31,19150.875,0,168,48862385,518,263,53,16,126,8,21,8,14989.875,64.75,0,32.875,3492,0,0.000345937,0.000104434,0.022792692,0.001716632,3928.384615,318.9304993,2393.859375,0.794871795,3.230769231,5.419354839,526.4845361,0
684,24,90,329,49,66,36,0,5,0,202,331631,0,23687.92857,0,131,444805715,4430,351,87,37,71,14,9.357142857,14,3503.928571,316.4285714,0,25.07142857,4186,0,0.00026234,0.00011157,0.012622463,0.001058405,1641.737624,1341.266996,1691.994898,0,0.351485149,0,540.9967374,0
685,42,21,220,1,87,37,0,4,3,14,177593,38,14799.41667,0,54,97903517,677,171,1,28,26,12,4.5,12,109.6666667,56.41666667,0,14.25,5783,0,5.63E-06,0.000157664,0.03256322,0.000962876,12685.21429,551.2802701,1233.284722,2.714285714,1.857142857,1.421052632,5381.606061,0
686,0,7,104,0,0,0,0,0,0,4,43839,14,21919.5,0,89,976972,277,28,0,10,8,2,44.5,2,477.5,138.5,0,14,0,0,0,0.000228107,0,0.000638701,10959.75,22.28545359,10959.75,3.5,2,6.357142857,521.8928571,0
687,9,51,446,0,0,0,0,0,0,21,189952,30,63317.33333,0,1178,34386420,916,48,9,15,22,3,392.6666667,3,4628,305.3333333,0,16,0,0,4.74E-05,7.90E-05,0,0.000252695,9045.333333,181.026891,21105.77778,1.428571429,1.047619048,39.26666667,23744,1
688,115,3,10,2,0,1,0,0,2,32,382008,27,63668,0,101,22403261,16,146,5,101,106,6,16.83333333,6,3540.5,2.666666667,0,24.33333333,0,0,1.31E-05,0.000264392,0,0.000382191,11937.75,58.64605192,10611.33333,0.84375,3.3125,3.740740741,0,0
689,6,23,144,8,0,37,0,0,0,38,160194,0,26699,0,72,196029164,1349,278,20,107,66,6,12,6,244.6666667,224.8333333,0.166666667,46.33333333,10375,0,0.000124849,0.00066794,0.064765222,0.001735396,4215.631579,1223.698541,4449.833333,0,1.736842105,0,3814.142857,0
690,4,15,349,0,0,0,0,0,0,16,1070281,0,71352.06667,0,3983,1328436453,11431,68,0,20,19,15,265.5333333,15,3932.533333,762.0666667,0,4.533333333,0,0,0,1.87E-05,0,6.35E-05,66892.5625,1241.203434,4756.804445,0,1.1875,0,0,0
691,237,157,389,46,137,82,0,22,29,299,561783,40,37452.2,0,690,360570378,4372,719,139,93,164,15,46,15,5818.266667,291.4666667,0.266666667,47.93333333,46829,0,0.000247426,0.000165544,0.083357809,0.001279854,1878.87291,641.8321274,2496.813333,0.133779264,0.548494983,17.25,2851.690355,0
692,16,37,290,47,192,32,1,6,79,141,263166,31,17544.4,0,362,245484043,3021,348,76,128,99,15,24.13333333,15,1963.733333,201.4,0,23.2,15833,0,0.000288791,0.000486385,0.060163547,0.001322359,1866.425532,932.8106328,1169.626667,0.219858156,0.70212766,11.67741935,5060.884615,0
693,5,14,13,0,5,0,0,0,3,2,14248,13,7124,0,3,111487,71,8,0,1,2,2,1.5,2,633.5,35.5,0,4,10885,0,0,7.02E-05,0.763966873,0.000561482,7124,7.824747333,3562,6.5,1,0.230769231,3562,0
694,0,1,0,15,0,5,0,0,87,5,20884,0,6961.333333,0,4,10102906,225,18,0,0,0,3,1.333333333,3,127.3333333,75,0,6,0,0,0,0,0,0.000861904,4176.8,483.7629764,2320.444444,0,0,0,652.625,0
695,36,254,661,6,302,61,6,40,64,80,542530,35,36168.66667,0,1057,471527214,4638,539,93,133,155,15,70.46666667,15,10614.2,309.2,0.133333333,35.93333333,82212,3.69E-06,0.000171419,0.000245148,0.151534477,0.000993493,6781.625,869.1265257,2411.244445,0.4375,1.9375,30.2,20093.7037,0
696,8,4,24,2,26,11,0,5,24,18,47935,0,6847.857143,0,32,19492290,231,103,57,28,60,7,4.571428571,7,1451,33,1,14.71428571,16375,0,0.00118911,0.000584124,0.341608428,0.002148743,2663.055556,406.6400334,978.2653061,0,3.333333333,0,23967.5,0
697,3,14,67,0,0,4,0,0,0,7,39250,25,13083.33333,0,3,4784262,44,42,2,0,3,3,1,3,357,14.66666667,0,14,849,0,5.10E-05,0,0.021630573,0.001070064,5607.142857,121.8920255,4361.11111,3.571428571,0.428571429,0.12,1189.393939,0
698,9,73,73,1,6,18,1,1,0,69,138046,40,17255.75,0,322,101830062,1316,176,14,26,34,8,40.25,8,8555.125,164.5,0,22,1939,0,0.000101415,0.000188343,0.014046043,0.001274937,2000.666667,737.6531156,2156.96875,0.579710145,0.492753623,8.05,3067.688889,0
699,2,2,34,0,9,3,1,1,0,7,20199,41,5049.75,0,14,17116323,244,40,2,10,10,4,3.5,4,43.25,61,0,10,5015,0,9.90E-05,0.000495074,0.248279618,0.001980296,2885.571429,847.3846725,1262.4375,5.857142857,1.428571429,0.341463415,6733,0
700,0,13,77,0,0,1,0,0,0,2,12793,11,6396.5,0,8,354973,91,8,0,0,0,2,4,2,170,45.5,0,4,0,0,0,0,0,0.000625342,6396.5,27.74744001,3198.25,5.5,0,0.727272727,304.5952381,0
701,17,45,114,10,19,39,0,9,17,96,249863,0,16657.53333,0,187,248242415,1810,331,74,57,83,15,12.46666667,15,935.5333333,120.6666667,0.133333333,22.06666667,34343,0,0.000296162,0.000228125,0.137447321,0.001324726,2602.739583,993.5141057,1110.502222,0,0.864583333,0,6575.342105,0
702,31,87,842,51,37,110,1,16,29,180,474260,43,31617.33333,286,809,709505444,7790,728,176,83,185,15,53.93333333,15,1228.8,519.3333333,0.133333333,48.53333333,24069,2.11E-06,0.000371104,0.000175009,0.050750643,0.001535023,2634.777778,1496.026323,2107.822222,0.238888889,1.027777778,18.81395349,1115.905882,0
703,23,71,303,27,33,40,1,67,36,46,256475,7,23315.90909,349,235,384336857,4217,400,99,52,106,11,21.36363636,11,14902.81818,383.3636364,0.181818182,36.36363636,16122,0,0.000386003,0.000202749,0.062859928,0.001559606,5575.543478,1498.535362,2119.628099,0.152173913,2.304347826,33.57142857,1633.598726,0
704,2,21,74,3,11,37,2,3,0,52,352111,0,25150.78571,221,98,187572242,2271,308,22,27,33,14,7,14,3772.214286,162.2142857,0,22,39416,2.84E-06,6.25E-05,7.67E-05,0.111941973,0.000874724,6771.365385,532.707703,1796.484694,0,0.634615385,0,2608.22963,0
705,56,15,105,1,4,20,4,0,10,46,126279,48,9019.928571,0,128,153642350,1527,100,17,19,25,14,9.142857143,14,277.0714286,109.0714286,0,7.142857143,1534,0,0.000134623,0.00015046,0.012147705,0.000791897,2745.195652,1216.689632,644.2806122,1.043478261,0.543478261,2.666666667,1521.433735,0
706,4,10,75,4,27,20,1,2,11,17,88637,35,8057.909091,0,47,23233416,142,109,13,22,30,11,4.272727273,11,2308.909091,12.90909091,0,9.909090909,9951,0,0.000146666,0.000248203,0.112266886,0.001229735,5213.941176,262.1187089,732.5371901,2.058823529,1.764705882,1.342857143,8863.7,0
707,23,94,428,11,174,70,3,6,31,205,411930,31,27462,0,249,357713216,2980,593,55,112,122,15,16.6,15,4466.133333,198.6666667,0.4,39.53333333,29423,0,0.000133518,0.000271891,0.071427184,0.001439565,2009.414634,868.3835021,1830.8,0.151219512,0.595121951,8.032258065,798.3139535,0
708,24,1,37,9,5,7,0,0,30,22,31635,0,7908.75,0,32,36398320,350,34,0,2,2,4,8,4,1118.75,87.5,0,8.5,0,0,0,6.32E-05,0,0.001074759,1437.954545,1150.571203,1977.1875,0,0.090909091,0,355.4494382,0
709,25,7,255,0,0,0,0,0,0,15,1192650,0,79510,0,5221,1638411658,40,30,0,0,0,15,348.0666667,15,4982.466667,2.666666667,0,2,0,0,0,0,0,2.52E-05,79510,1373.757312,5300.666667,0,0,0,0,0
710,4,0,0,1,1,5,0,0,0,22,1073079,42,71538.6,0,0,55911688,0,1029,0,31,24,15,0,15,1211.6,0,0,68.6,1511,0,0,2.89E-05,0.001408098,0.000958923,48776.31818,52.10398116,4769.24,1.909090909,1.090909091,0,0,0
711,7,34,27,6,127,85,7,3,3,88,353321,0,23554.73333,0,348,205460982,2347,513,239,153,191,15,23.2,15,3028.733333,156.4666667,0.333333333,34.2,5270,0,0.000676439,0.000433034,0.014915615,0.001451937,4015.011364,581.5136434,1570.315555,0,2.170454545,0,2279.490323,0
712,33,0,4,21,0,0,0,0,0,27,45631,0,5070.111111,0,0,17295,21,21,0,0,0,9,0,9,14.88888889,2.333333333,0,2.333333333,0,0,0,0,0,0.000460213,1690.037037,0.37901865,563.345679,0,0,0,0,0
713,0,146,364,27,72,46,6,4,0,131,314406,50,24185.07692,0,525,372129982,3612,392,25,71,70,13,40.38461538,13,8490.307692,277.8461538,0,30.15384615,46450,0,7.95E-05,0.000225823,0.147738911,0.001246796,2400.045802,1183.596948,1860.390532,0.381679389,0.534351145,10.5,1366.982609,0
714,20,68,432,38,98,72,5,16,26,118,280453,49,20032.35714,0,890,249542382,2293,418,18,73,74,14,63.57142857,14,1557.285714,163.7857143,0,29.85714286,24433,0,6.42E-05,0.000260293,0.087119767,0.001490446,2376.720339,889.7832507,1430.882653,0.415254237,0.627118644,18.16326531,2596.787037,0
715,7,8,69,0,1,0,0,0,1,3,21618,9,10809,0,14,278517,229,17,0,1,1,2,7,2,158,114.5,0,8.5,0,0,0,4.63E-05,0,0.000786382,7206,12.88356925,5404.5,3,0.333333333,1.555555556,568.8947368,0
716,0,1,15,0,0,4,0,3,0,3,13628,0,13628,0,20,24047028,238,8,2,2,3,1,20,1,108,238,0,8,0,0,0.000146757,0.000146757,0,0.000587027,4542.666667,1764.530966,13628,0,1,0,0,0
717,0,7,29,0,10,1,0,0,0,9,22368,28,2796,0,85,7901980,219,16,0,13,10,8,10.625,8,16.125,27.375,0,2,8757,0,0,0.000581187,0.391496781,0.000715308,2485.333333,353.2716381,349.5,3.111111111,1.111111111,3.035714286,5592,0
718,0,3,60,2,0,0,0,0,0,17,100682,43,8390.166667,0,17,98385066,2251,14,0,0,0,12,1.416666667,12,154,187.5833333,0,1.166666667,0,0,0,0,0,0.000139052,5922.470588,977.1862498,699.1805556,2.529411765,0,0.395348837,1324.763158,0
719,7,109,302,13,25,17,0,0,14,47,137816,27,11484.66667,0,112,32285996,1508,178,5,36,28,12,9.333333333,12,3722.916667,125.6666667,0,14.83333333,33045,0,3.63E-05,0.000261218,0.239776223,0.001291577,2932.255319,234.2688512,957.0555558,0.574468085,0.595744681,4.148148148,635.0967742,0
720,3,12,91,13,5,20,0,0,0,41,100448,0,8370.666667,0,45,166055505,1495,141,10,14,16,12,3.75,12,573,124.5833333,0,11.75,51390,0,9.96E-05,0.000139376,0.511607996,0.001403711,2449.95122,1653.148943,697.5555556,0,0.390243902,0,1168,0
721,11,81,443,27,28,97,0,4,46,93,594151,36,39610.06667,0,227,534160347,5246,608,127,106,148,15,15.13333333,15,2585.4,349.7333333,0.133333333,40.53333333,93580,0,0.00021375,0.000178406,0.157502049,0.001023309,6388.72043,899.0313018,2640.671111,0.387096774,1.591397849,6.305555556,5035.177966,0
722,57,31,34,19,53,25,0,6,22,39,148269,0,13479,0,72,144534436,1047,135,79,17,46,11,6.545454545,11,1884.727273,95.18181818,0,12.27272727,23031,0,0.000532815,0.000114656,0.155332537,0.000910507,3801.769231,974.8122399,1225.363636,0,1.179487179,0,9266.8125,0
723,0,7,49,0,0,0,0,0,0,2,15106,12,15106,0,9,482026,103,13,0,1,3,1,9,1,288,103,0,13,0,0,0,6.62E-05,0,0.000860585,7553,31.90957236,15106,6,1.5,0.75,472.0625,0
724,18,131,155,15,2,40,2,0,40,84,255952,24,25595.2,0,35,213467809,1927,272,58,60,68,10,3.5,10,6576.5,192.7,0,27.2,36833,0,0.000226605,0.000234419,0.143905889,0.001062699,3047.047619,834.0150067,2559.52,0.285714286,0.80952381,1.458333333,841.9473684,0
725,0,5,215,0,0,0,0,0,0,22,1158687,0,77245.8,0,3229,1115615754,2183,62,0,20,18,15,215.2666667,15,4144,145.5333333,0,4.133333333,0,0,0,1.73E-05,0,5.35E-05,52667.59091,962.8275401,5149.72,0,0.818181818,0,0,0
726,6,0,0,1,0,0,0,0,0,24,29092,0,2078,0,0,0,33,0,0,0,0,14,0,14,158.7142857,2.357142857,0,0,0,0,0,0,0,0,1212.166667,0,148.4285714,0,0,0,0,0
727,1,54,470,0,0,0,0,0,0,17,311240,34,77810,0,33,72151294,1059,167,48,73,102,4,8.25,4,4057.75,264.75,0,41.75,0,3.21E-06,0.000154222,0.000234546,0,0.000536563,18308.23529,231.8188343,19452.5,2,6,0.970588235,51873.33333,1
728,37,4,2,2,3,68,89,0,4,48,1135285,0,75685.66667,0,211,1601166337,20613,318,20,232,201,15,14.06666667,15,14.46666667,1374.2,0,21.2,0,0,1.76E-05,0.000204354,0,0.000280106,23651.77083,1410.365095,5045.711111,0,4.1875,0,75685.66667,0
729,1,33,29,0,9,61,0,7,6,47,133109,35,14789.88889,0,334,51216184,369,243,34,24,44,9,37.11111111,9,660.7777778,41,0,27,3510,0,0.00025543,0.000180303,0.026369366,0.001825572,2832.106383,384.7687534,1643.320988,0.744680851,0.936170213,9.542857143,12100.81818,0
730,0,27,259,0,0,0,0,0,0,6,73567,22,36783.5,0,249,7580272,72,19,0,5,6,2,124.5,2,2785.5,36,0,9.5,0,0,0,6.80E-05,0,0.000258268,12261.16667,103.0390257,18391.75,3.666666667,1,11.31818182,12261.16667,1
731,10,11,30,7,22,7,0,0,23,35,49863,0,6232.875,0,12,55246002,587,58,7,1,6,8,1.5,8,2027.5,73.375,0.25,7.25,0,0,0.000140385,2.01E-05,0,0.001163187,1424.657143,1107.955839,779.109375,0,0.171428571,0,4533,0
732,0,68,794,4,0,0,0,0,0,34,1025371,40,68358.06667,0,6327,267095416,498,293,113,174,226,15,421.8,15,1385.266667,33.2,0,19.53333333,0,0,0.000110204,0.000169695,0,0.00028575,30157.97059,260.4866102,4557.204445,1.176470588,6.647058824,158.175,256342.75,0
733,82,69,270,24,161,22,3,4,100,263,330829,0,22055.26667,34,205,322009663,3354,264,21,42,28,15,13.66666667,15,4143,223.6,0,17.6,13626,0,6.35E-05,0.000126954,0.041187441,0.000797995,1257.904943,973.3417052,1470.351111,0,0.106463878,0,1248.411321,0
734,33,10,87,2,27,4,0,0,0,28,60884,26,15221,0,118,21760311,425,76,6,17,20,4,29.5,4,335.75,106.25,0,19,2108,0,9.85E-05,0.000279219,0.034623218,0.001248275,2174.428571,357.4060673,3805.25,0.928571429,0.714285714,4.538461538,2254.962963,0
735,4,62,306,6,4,14,0,0,4,28,132953,23,16619.125,0,331,8262577,917,93,1,23,23,8,41.375,8,4563.375,114.625,0,11.625,7790,0,7.52E-06,0.000172993,0.058592134,0.000699495,4748.321429,62.14660068,2077.390625,0.821428571,0.821428571,14.39130435,1872.577465,0
736,4,7,67,28,37,19,2,0,31,71,121652,38,12165.2,173,208,135295995,1634,167,29,37,41,10,20.8,10,152.3,163.4,0.1,16.7,2035,0,0.000238385,0.000304146,0.016728044,0.001372768,1713.408451,1112.155945,1216.52,0.535211268,0.577464789,5.473684211,4194.896552,0
