actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level
20020824,2.0,2.0,1.0,2705.0,1.3482439926062846,2.0,0.0
20020832,42.0,43.0,1.0,540858.0,8.081685026384005,42.0,49.0
20020838,189.0,186.0,1.0,496569.0,-19.15414776194245,189.0,0.0
20020847,58.0,56.0,1.0,1017319.0,8.69156380643633,58.0,42.0
20020852,26.0,25.0,1.0,60206.0,16.723897950370397,26.0,0.0
20020860,29.0,30.0,1.0,93929.0,96.95111201013532,29.0,0.0
20020864,4.0,4.0,1.0,13103.0,-1.4357017476913685,4.0,0.0
20020868,22.0,21.0,1.0,220348.0,8.000816889647286,22.0,28.0
20020873,9.0,8.0,1.0,157169.0,3.585490777443389,9.0,28.0
20020879,4.0,4.0,1.0,1005.0,0.0,4.0,0.0
20020886,74.0,75.0,1.0,160441.0,-14.33274537057236,74.0,42.0
20020887,19.0,20.0,1.0,77616.0,0.619846423417852,19.0,24.0
20020892,27.0,26.0,1.0,47967.0,-1.5658056580565807,27.0,44.0
20020894,7.0,7.0,1.0,1323.0,-3863.525321239607,7.0,0.0
20020899,2.0,2.0,1.0,948.0,0.0,2.0,0.0
20020901,1.0,1.0,1.0,272.0,356.1360294117647,1.0,0.0
20020904,1.0,1.0,1.0,2057.0,0.29363150218765194,1.0,3.0
20020906,149.0,151.0,1.0,282389.0,-26.488464494013577,149.0,38.0
20020907,19.0,19.0,1.0,105725.0,0.5571908252541972,19.0,23.0
20020912,1.0,1.0,1.0,28.0,0.0,1.0,0.0
20020917,122.0,123.0,1.0,316448.0,-477.3817404439276,122.0,4.0
20020920,54.0,54.0,1.0,165100.0,-21.240817686250757,54.0,34.0
20020921,56.0,55.0,1.0,167096.0,1.9514710106764974,56.0,22.0
20020937,159.0,159.0,1.0,430207.0,32.58847485047895,159.0,34.0
20020948,13241.0,13239.0,1.0,1080625.0,0.0,13241.0,38.0
20020955,1.0,1.0,1.0,69.0,1405.7971014492753,1.0,0.0
20020957,2.0,2.0,1.0,463.0,0.0,2.0,0.0
20020959,6.0,6.0,1.0,7035.0,0.00824449182658138,6.0,4.0
20020962,2.0,2.0,1.0,140.0,0.0,2.0,0.0
20020964,22.0,23.0,1.0,42063.0,244.98792287758837,22.0,0.0
20020965,32.0,33.0,1.0,179507.0,17.824547232141366,32.0,44.0
20020973,25.0,23.0,1.0,228631.0,-62.0865062043205,25.0,0.0
20020974,335.0,335.0,1.0,486353.0,70.65174266427883,335.0,10.0
20020976,31.0,31.0,1.0,219503.0,0.27041999425975954,31.0,23.0
20020984,42.0,42.0,1.0,328720.0,342.4506753467997,42.0,10.0
20020990,60.0,60.0,1.0,122378.0,-54.96362091225547,60.0,29.0
20020999,3.0,3.0,1.0,45549.0,0.8221256229554985,3.0,14.0
20021001,1.0,1.0,1.0,36.0,0.0,1.0,0.0
20021002,2.0,2.0,1.0,3062.0,0.025800130633572827,2.0,3.0
20021003,1.0,1.0,1.0,416.0,0.49759615384615385,1.0,3.0
20021004,61.0,61.0,1.0,372499.0,0.030110147946705898,61.0,34.0
20021005,36.0,35.0,1.0,1185982.0,0.31542805877323604,36.0,0.0
20021006,5.0,4.0,1.0,29426.0,12.492931421192143,5.0,10.0
20021014,29.0,29.0,1.0,71647.0,44.281142266947676,29.0,0.0
20021018,90.0,90.0,1.0,483668.0,7.869470380508944,90.0,47.0
20021020,99.0,100.0,1.0,290570.0,-237.38103038854666,99.0,0.0
20021026,83.0,82.0,1.0,508845.0,23.871275142725192,83.0,11.0
20021030,62.0,62.0,1.0,667751.0,14.36291072570464,62.0,42.0
20021034,90.0,90.0,1.0,210824.0,15.85097047774447,90.0,35.0
20021039,2.0,2.0,1.0,2875.0,66.51060869565218,2.0,0.0
20021042,35.0,34.0,1.0,165228.0,-14.295936524075822,35.0,43.0
20021050,3.0,3.0,1.0,14789.0,88.70951382784502,3.0,0.0
20021052,6.0,6.0,1.0,27430.0,7.567006926722566,6.0,16.0
20021054,70.0,69.0,1.0,231287.0,22.522498021938112,70.0,0.0
20021055,2.0,2.0,1.0,15590.0,0.14361770365618987,2.0,24.0
20021066,24.0,23.0,1.0,1153430.0,8.684928430854061,24.0,0.0
20021072,1.0,1.0,1.0,331.0,-993.6525679758308,1.0,0.0
20021073,5.0,5.0,1.0,541.0,77.32347504621072,5.0,0.0
20021078,265.0,266.0,1.0,630168.0,106.80893031699483,265.0,0.0
20021080,8.0,8.0,1.0,31785.0,-8.985999685386188,8.0,0.0
20021081,16.0,15.0,1.0,85561.0,2.473264688351001,16.0,24.0
20021088,16.0,14.0,1.0,1136335.0,0.004280427866782243,16.0,0.0
20021094,157.0,154.0,1.0,466360.0,141.22971952997685,157.0,48.0
20021106,1.0,1.0,1.0,40.0,0.0,1.0,0.0
20021109,1.0,1.0,1.0,401.0,41.224438902743145,1.0,0.0
20021110,3.0,3.0,1.0,17358.0,0.22548680723585668,3.0,9.0
20021111,119.0,119.0,1.0,306393.0,65.74096013942878,119.0,0.0
20021114,1.0,1.0,1.0,249.0,0.0,1.0,0.0
20021129,2.0,2.0,1.0,1025.0,17794.176585365854,2.0,0.0
20021134,4.0,5.0,1.0,35644.0,-24.32709572438559,4.0,39.0
20021136,11.0,10.0,1.0,66262.0,1.5425130542392322,11.0,18.0
20021142,387.0,385.0,1.0,450260.0,14.628881090925244,387.0,0.0
20021146,43.0,43.0,1.0,30585.0,-5.62484878208272,43.0,0.0
20021150,27.0,27.0,1.0,92908.0,-0.3129439876006372,27.0,39.0
20021157,16.0,16.0,1.0,12376.0,1751.8952003878474,16.0,0.0
20021170,10.0,9.0,1.0,56784.0,42.23533037475345,10.0,0.0
20021177,118.0,119.0,1.0,262216.0,-768.6833564694756,118.0,0.0
20021182,1.0,1.0,1.0,8837.0,44.41179133189996,1.0,0.0
20021184,3.0,3.0,1.0,3447.0,-98.57818392805338,3.0,0.0
20021188,75.0,76.0,1.0,331997.0,-0.6519245655834239,75.0,0.0
20021189,52.0,52.0,1.0,140121.0,118.22270038038552,52.0,0.0
20021191,28.0,27.0,1.0,92754.0,22.274457166267762,28.0,20.0
20021195,22.0,22.0,1.0,55297.0,11.155162124527552,22.0,18.0
20021199,20.0,20.0,1.0,958705.0,-1.3463056936179534,20.0,38.0
20021210,1.0,1.0,1.0,3451.0,-59.662416690814254,1.0,0.0
20021212,19.0,18.0,1.0,286639.0,9.566276745313791,19.0,32.0
20021218,10.0,11.0,1.0,319652.0,-0.673125774279529,10.0,34.0
20021220,4.0,4.0,1.0,44591.0,0.9260164607207733,4.0,16.0
20021221,20.0,19.0,1.0,48607.0,247.70555681280473,20.0,0.0
20021222,61.0,61.0,1.0,386564.0,-59.84443196986786,61.0,38.0
20021224,64.0,63.0,1.0,222654.0,206.14211736595794,64.0,33.0
20021227,19.0,19.0,1.0,527048.0,-0.47214105736099937,19.0,32.0
20021244,3.0,3.0,1.0,16950.0,17.90637168141593,3.0,0.0
20021254,14.0,13.0,1.0,29947.0,-20.88108992553511,14.0,20.0
20021255,59.0,59.0,1.0,184121.0,84.89788237083222,59.0,30.0
20021262,14.0,15.0,1.0,44336.0,-158.53243413929988,14.0,0.0
20021265,128.0,127.0,1.0,500023.0,2.134339820368263,128.0,23.0
20021266,5.0,5.0,1.0,1428.0,0.09453781512605042,5.0,2.0
20021271,10.0,10.0,1.0,5247.0,0.0,10.0,0.0
20021274,35.0,35.0,1.0,64518.0,5.9541368300319295,35.0,38.0
20021280,60.0,60.0,1.0,203352.0,27.731470553522954,60.0,34.0
20021285,244.0,243.0,1.0,640379.0,-59.02186361514041,244.0,12.0
20021291,19.0,19.0,1.0,52946.0,0.21514373134892154,19.0,0.0
20021293,282.0,283.0,1.0,272095.0,-169.08290854297212,282.0,43.0
20021297,3.0,3.0,1.0,324.0,0.0,3.0,0.0
20021300,52.0,51.0,1.0,130028.0,-54.158934998615685,52.0,0.0
20021301,212.0,213.0,1.0,391159.0,45.45692927939789,212.0,49.0
20021304,1.0,1.0,1.0,18717.0,-3.108724688785596,1.0,0.0
20021305,18.0,17.0,1.0,1214274.0,6.859818294717667,18.0,0.0
20021312,11.0,11.0,1.0,17740.0,0.7077790304396844,11.0,10.0
20021314,2.0,2.0,1.0,7881.0,123.1867783276234,2.0,9.0
20021318,4.0,4.0,1.0,1432.0,-6.300977653631285,4.0,0.0
20021319,3.0,2.0,1.0,15172.0,3.3645531241761137,3.0,0.0
20021321,32.0,31.0,1.0,322793.0,-1.2339424956551102,32.0,34.0
20021329,245.0,244.0,1.0,573177.0,1.0153111517035749,245.0,34.0
20021342,107.0,106.0,1.0,364994.0,-32.28438001720576,107.0,43.0
20021345,51.0,51.0,1.0,134582.0,-168.11291257374685,51.0,32.0
20021350,4.0,4.0,1.0,28325.0,-30.058252427184467,4.0,0.0
20021360,97.0,98.0,1.0,262370.0,19.766379540343788,97.0,32.0
20021368,1.0,1.0,1.0,1833.0,-0.944899072558647,1.0,0.0
20021379,13.0,12.0,1.0,155668.0,0.6452514325359098,13.0,22.0
20021380,36.0,36.0,1.0,414906.0,-11.458120634553369,36.0,32.0
20021388,76.0,75.0,1.0,142748.0,-1.9516980973463727,76.0,35.0
20021392,13.0,13.0,1.0,117998.0,-57.11729859828133,13.0,0.0
20021394,10.0,9.0,1.0,60033.0,-302.6400812886246,10.0,0.0
20021397,76.0,77.0,1.0,457565.0,74.21952509479527,76.0,35.0
20021398,4.0,4.0,1.0,2348.0,0.21933560477001704,4.0,3.0
20021400,3.0,3.0,1.0,254.0,0.0,3.0,0.0
20021401,302.0,302.0,1.0,665796.0,-190.4074536344466,302.0,40.0
20021403,224.0,224.0,1.0,572027.0,-3.2516035082260104,224.0,35.0
20021405,42.0,42.0,1.0,311277.0,-12.834366175464297,42.0,35.0
20021414,9.0,8.0,1.0,136776.0,85.48512896999473,9.0,39.0
20021416,75.0,75.0,1.0,389837.0,-309.49858274099176,75.0,0.0
20021426,101.0,102.0,1.0,402674.0,-84.04257041676394,101.0,0.0
20021428,18.0,17.0,1.0,1200350.0,9.867664431207565,18.0,0.0
20021432,64.0,65.0,1.0,122619.0,39.186039683898905,64.0,0.0
20021435,239.0,239.0,1.0,398691.0,-213.93287784274037,239.0,0.0
20021436,53.0,52.0,1.0,253652.0,-16.94144733729677,53.0,3.0
20021449,6.0,6.0,1.0,4809.0,7.0174672489082965,6.0,0.0
20021453,1.0,1.0,1.0,2910.0,0.1436426116838488,1.0,5.0
20021467,1.0,1.0,1.0,1357.0,2.174649963154016,1.0,0.0
20021471,37.0,38.0,1.0,216364.0,46.079246085300696,37.0,13.0
20021475,6.0,6.0,1.0,36862.0,123.1742444794097,6.0,0.0
20021482,57.0,56.0,1.0,112164.0,-28.370974644270888,57.0,26.0
20021483,1.0,1.0,1.0,34.0,0.0,1.0,0.0
20021489,13.0,13.0,1.0,144767.0,-4.620859726318844,13.0,24.0
20021496,15.0,15.0,1.0,169947.0,1.0219539032757272,15.0,29.0
20021507,44.0,44.0,1.0,11473.0,928.2993114268282,44.0,0.0
20021512,76.0,76.0,1.0,430399.0,-23.381157948787056,76.0,0.0
20021515,5.0,5.0,1.0,18813.0,-31.134587785042257,5.0,0.0
20021518,142.0,142.0,1.0,823559.0,-96.95987415594996,142.0,15.0
20021521,150.0,148.0,1.0,334247.0,-253.28814020769073,150.0,4.0
20021526,36.0,35.0,1.0,675038.0,3.1968792867957063,36.0,0.0
20021531,40.0,39.0,1.0,171477.0,-77.96752917300863,40.0,40.0
20021533,146.0,144.0,1.0,458962.0,89.32080433674247,146.0,32.0
20021537,106.0,107.0,1.0,402204.0,2.312702011914352,106.0,48.0
20021538,1.0,1.0,1.0,345.0,0.16231884057971013,1.0,2.0
20021540,50.0,51.0,1.0,62070.0,-23.139036571612696,50.0,12.0
20021541,35.0,34.0,1.0,117305.0,-34.85861642726226,35.0,44.0
20021542,160.0,159.0,1.0,594807.0,47.599493617257366,160.0,17.0
20021545,204.0,203.0,1.0,686642.0,1.5036889674677634,204.0,0.0
20021548,2.0,2.0,1.0,1132.0,-126164.53268551237,2.0,0.0
20021562,17.0,16.0,1.0,1169621.0,-5.521898119134318,17.0,0.0
20021564,36.0,35.0,1.0,184253.0,-83.6638806423776,36.0,0.0
20021566,5.0,4.0,1.0,153882.0,4.9406038393054414,5.0,29.0
20021567,204.0,204.0,1.0,361141.0,23.64812358607857,204.0,50.0
20021569,35.0,36.0,1.0,21082.0,1.8684659899440281,35.0,31.0
20021575,182.0,182.0,1.0,478727.0,-277.084906428925,182.0,0.0
20021580,5.0,5.0,1.0,6018.0,0.3411432369557993,5.0,6.0
20021583,40.0,41.0,1.0,157229.0,-76.62572426206361,40.0,50.0
20021588,5.0,5.0,1.0,61380.0,0.26950146627565985,5.0,19.0
20021593,16.0,16.0,1.0,5691.0,0.0,16.0,0.0
20021598,3.0,3.0,1.0,599.0,-44.207011686143574,3.0,0.0
20021601,97.0,96.0,1.0,305965.0,5.97063389603386,97.0,41.0
20021605,15.0,14.0,1.0,198993.0,-123.06728879910348,15.0,41.0
20021611,42.0,42.0,1.0,302054.0,15.790593734895085,42.0,41.0
20021612,82.0,81.0,1.0,478937.0,6.937190068839952,82.0,0.0
20021618,15.0,15.0,1.0,44914.0,2.871220554838135,15.0,27.0
20021620,8.0,8.0,1.0,20859.0,-81.03638717100532,8.0,0.0
20021622,45.0,45.0,1.0,285901.0,-0.5157589515251783,45.0,36.0
20021629,6.0,6.0,1.0,377.0,496866.35543766577,6.0,0.0
20021636,1.0,1.0,1.0,124.0,0.0,1.0,0.0
20021645,2.0,2.0,1.0,2787.0,0.7825618945102261,2.0,0.0
20021651,39.0,39.0,1.0,107134.0,-4.339472063023877,39.0,34.0
20021654,120.0,118.0,1.0,310058.0,105.79377084287457,120.0,30.0
20021660,22.0,22.0,1.0,45303.0,-66.1022669580381,22.0,37.0
20021661,4.0,4.0,1.0,1024.0,15.8408203125,4.0,18.0
20021669,1.0,1.0,1.0,6645.0,150.09345372460496,1.0,7.0
20021670,2.0,2.0,1.0,3936.0,79.11814024390245,2.0,0.0
20021673,10.0,10.0,1.0,964.0,-126556.01659751037,10.0,0.0
20021677,18.0,17.0,1.0,266040.0,0.02231243422041798,18.0,28.0
20021682,5.0,5.0,1.0,3671.0,841.2604195042222,5.0,0.0
20021684,17.0,17.0,1.0,47943.0,-12.041382475022422,17.0,15.0
20021685,17.0,17.0,1.0,135941.0,117.03855349011704,17.0,0.0
20021689,6.0,6.0,1.0,24323.0,-15.762364839863503,6.0,33.0
20021695,12.0,13.0,1.0,84999.0,0.8081977435028648,12.0,18.0
20021702,38.0,38.0,1.0,942004.0,-11.337118526035983,38.0,29.0
20021705,20.0,21.0,1.0,40424.0,-154.00658024935683,20.0,0.0
20021708,8.0,8.0,1.0,2155.0,6443.384686774942,8.0,0.0
20021710,6.0,5.0,1.0,153891.0,132.23052680143738,6.0,30.0
20021712,1.0,1.0,1.0,2236.0,0.4279964221824687,1.0,6.0
20021713,7.0,7.0,1.0,34906.0,0.9642468343551251,7.0,15.0
20021716,94.0,92.0,1.0,307910.0,-1.5087298236497677,94.0,37.0
20021721,10.0,9.0,1.0,173471.0,7.580909777426775,10.0,29.0
20021731,56.0,57.0,1.0,212260.0,117.26649863375106,56.0,0.0
20021738,3.0,2.0,1.0,4782.0,0.0,3.0,0.0
20021742,7.0,7.0,1.0,1647.0,-10396.732240437159,7.0,0.0
20021747,1.0,1.0,1.0,133.0,0.0,1.0,0.0
20021748,16.0,15.0,1.0,232898.0,13.497045917096754,16.0,34.0
20021756,36.0,35.0,1.0,39193.0,-137.18776312096549,36.0,0.0
20021760,46.0,44.0,1.0,439964.0,22.15122146357429,46.0,0.0
20021762,232.0,231.0,1.0,617715.0,181.69945848813774,232.0,40.0
20021763,2.0,2.0,1.0,1046.0,-0.3546845124282983,2.0,0.0
20021766,67.0,67.0,1.0,91145.0,81.31838279664271,67.0,41.0
20021784,3.0,3.0,1.0,1244.0,-2.805466237942122,3.0,0.0
20021788,5.0,5.0,1.0,4065.0,4.2733087330873305,5.0,0.0
20021801,39.0,38.0,1.0,150856.0,9.765624171395238,39.0,0.0
20021802,39.0,39.0,1.0,103892.0,160.0362106803219,39.0,0.0
20021814,1.0,1.0,1.0,493.0,0.0,1.0,0.0
20021818,126.0,126.0,1.0,426855.0,206.85492497452296,126.0,50.0
20021825,21.0,20.0,1.0,1242667.0,-16.734550768629084,21.0,50.0
20021826,1.0,1.0,1.0,147.0,340.13605442176873,1.0,0.0
20021830,22.0,22.0,1.0,25456.0,-516.3158390949088,22.0,0.0
20021836,26.0,27.0,1.0,539822.0,60.7087966033248,26.0,0.0
20021841,94.0,93.0,1.0,614333.0,-7.244942075389081,94.0,0.0
20021848,91.0,91.0,1.0,325649.0,-26.71935734487132,91.0,21.0
20021849,34.0,34.0,1.0,115961.0,-17.94414501427204,34.0,43.0
20021850,13.0,12.0,1.0,397455.0,0.0,13.0,30.0
20021851,281.0,282.0,1.0,637956.0,43.93073190000564,281.0,40.0
20021860,1.0,1.0,1.0,879.0,169.48122866894198,1.0,0.0
20021865,60.0,58.0,1.0,375427.0,33.522224027573934,60.0,0.0
20021866,1.0,1.0,1.0,2906.0,0.9810736407432897,1.0,5.0
20021869,36.0,36.0,1.0,958881.0,0.02945203836555318,36.0,40.0
20021875,1.0,1.0,1.0,1610.0,16.545962732919254,1.0,0.0
20021881,6.0,6.0,1.0,18182.0,-39.4770102298977,6.0,41.0
20021887,74.0,73.0,1.0,307809.0,92.71358537274739,74.0,11.0
20021889,1.0,1.0,1.0,64.0,0.0,1.0,0.0
20021892,1.0,1.0,1.0,92.0,0.0,1.0,0.0
20021893,29.0,28.0,1.0,136061.0,-2.6240289282013216,29.0,26.0
20021897,22.0,22.0,1.0,8411.0,22589.4661752467,22.0,0.0
20021904,8.0,9.0,1.0,330609.0,8.298104407321034,8.0,35.0
20021909,25.0,25.0,1.0,82432.0,75.16309200310559,25.0,0.0
20021913,1.0,1.0,1.0,999.0,0.1941941941941942,1.0,3.0
20021915,127.0,128.0,1.0,428339.0,51.88190195149169,127.0,38.0
20021920,54.0,53.0,1.0,481651.0,-1.6992241270131279,54.0,4.0
20021924,6.0,6.0,1.0,6499.0,-2557.9572241883366,6.0,0.0
20021926,24.0,23.0,1.0,191070.0,3.3307740618621446,24.0,30.0
20021927,192.0,191.0,1.0,204794.0,18.260134574255105,192.0,32.0
20021930,19.0,20.0,1.0,164349.0,1.7684196435633925,19.0,41.0
20021932,4.0,3.0,1.0,11883.0,1.8937978624926366,4.0,9.0
20021933,107.0,107.0,1.0,219041.0,16.706954405796175,107.0,0.0
20021944,12.0,11.0,1.0,113488.0,36.17996616382349,12.0,50.0
20021948,15.0,15.0,1.0,39478.0,0.0671006636607731,15.0,11.0
20021950,37.0,38.0,1.0,90005.0,3.7959891117160156,37.0,0.0
20021951,1.0,1.0,1.0,116.0,0.0,1.0,0.0
20021956,22.0,21.0,1.0,208301.0,-106.84195947211008,22.0,0.0
20021957,137.0,136.0,1.0,180151.0,-114.50636410566692,137.0,31.0
20021964,15.0,15.0,1.0,385091.0,-2.744486368157137,15.0,0.0
20021970,5.0,4.0,1.0,112174.0,1.2677625831297805,5.0,28.0
20021974,1.0,1.0,1.0,51.0,0.0,1.0,0.0
20021978,1.0,1.0,1.0,2900.0,-9.107586206896551,1.0,0.0
20021979,33.0,33.0,1.0,321895.0,22.33857624380621,33.0,0.0
20021983,20.0,18.0,1.0,205720.0,0.2572574372934085,20.0,28.0
20021984,35.0,36.0,1.0,164553.0,318.6788876532181,35.0,0.0
20021993,50.0,50.0,1.0,115030.0,-10.318464748326523,50.0,45.0
20022001,15.0,15.0,1.0,326199.0,84.30667169427251,15.0,33.0
20022010,9.0,9.0,1.0,1975.0,0.0,9.0,0.0
20022011,108.0,107.0,1.0,625566.0,0.9503633509493803,108.0,0.0
20022017,36.0,36.0,1.0,78899.0,78.45205896145706,36.0,28.0
20022024,1.0,1.0,1.0,41.0,0.0,1.0,0.0
20022026,68.0,65.0,1.0,634879.0,14.261731763060363,68.0,0.0
20022034,2.0,2.0,1.0,5341.0,-727.5418460962367,2.0,0.0
20022037,2.0,2.0,1.0,786.0,-30.181933842239186,2.0,0.0
20022038,56.0,58.0,1.0,288303.0,70.03765482842704,56.0,38.0
20022041,48.0,48.0,1.0,442048.0,-14.020162968727378,48.0,0.0
20022047,3.0,3.0,1.0,1719.0,-4551.874927283304,3.0,0.0
20022050,33.0,33.0,1.0,24928.0,-606.24955872914,33.0,0.0
20022052,63.0,64.0,1.0,145690.0,-310.6072139474226,63.0,2.0
20022057,12.0,12.0,1.0,4443.0,0.0,12.0,0.0
20022058,1.0,1.0,1.0,88.0,0.0,1.0,0.0
20022064,16.0,17.0,1.0,39111.0,-333.98373859016647,16.0,50.0
20022071,1.0,1.0,1.0,404.0,96.83663366336634,1.0,0.0
20022076,39.0,37.0,1.0,531039.0,22.135037162995562,39.0,26.0
20022078,92.0,92.0,1.0,215573.0,19.866258761533217,92.0,39.0
20022079,11.0,11.0,1.0,53072.0,-133.6870289418149,11.0,0.0
20022083,2.0,2.0,1.0,146.0,0.0,2.0,0.0
20022086,2.0,2.0,1.0,8385.0,1.2265951103160406,2.0,20.0
20022089,151.0,150.0,1.0,223080.0,-464.1176663080509,151.0,37.0
20022095,260.0,257.0,1.0,551413.0,-30.58990992232682,260.0,44.0
20022098,433.0,433.0,1.0,620058.0,-149.63417293220957,433.0,0.0
20022101,53.0,53.0,1.0,284817.0,30.439594546673828,53.0,36.0
20022104,1.0,1.0,1.0,320.0,-1595.65,1.0,0.0
20022107,17.0,16.0,1.0,1089493.0,8.878343412945288,17.0,0.0
20022114,1.0,1.0,1.0,748.0,-5.128342245989304,1.0,11.0
20022123,40.0,40.0,1.0,84764.0,-4.47972016422066,40.0,6.0
20022124,1.0,1.0,1.0,702.0,384.22079772079775,1.0,0.0
20022127,24.0,23.0,1.0,159231.0,-164.0582487078521,24.0,0.0
20022133,102.0,102.0,1.0,213022.0,-13.509473199951179,102.0,0.0
20022137,33.0,33.0,1.0,200097.0,-568.3109042114575,33.0,22.0
20022147,50.0,49.0,1.0,179974.0,-55.29682620823008,50.0,0.0
20022153,1.0,1.0,1.0,74.0,0.0,1.0,0.0
20022173,36.0,36.0,1.0,152808.0,99.49972514528035,36.0,28.0
20022174,2.0,2.0,1.0,12053.0,5.026632373682901,2.0,0.0
20022180,194.0,192.0,1.0,433761.0,-54.315268085420314,194.0,0.0
20022181,41.0,41.0,1.0,186280.0,-3.755475628086751,41.0,43.0
20022183,1.0,1.0,1.0,12308.0,0.3251543711407215,1.0,7.0
20022184,4.0,4.0,1.0,2846.0,10985.48383696416,4.0,0.0
20022186,2.0,2.0,1.0,3304.0,-2.598970944309927,2.0,0.0
20022189,1.0,1.0,1.0,5847.0,47.16504190183,1.0,20.0
20022193,245.0,244.0,1.0,635622.0,-65.31556963100711,245.0,42.0
20022194,8.0,9.0,1.0,331655.0,-1.9579955073796567,8.0,0.0
20022199,114.0,112.0,1.0,287301.0,160.5338616990543,114.0,0.0
20022202,89.0,88.0,1.0,165438.0,95.32164315332632,89.0,40.0
20022214,4.0,4.0,1.0,852.0,-124.27112676056338,4.0,2.0
20022219,79.0,78.0,1.0,391250.0,-69.85503897763579,79.0,46.0
20022224,36.0,36.0,1.0,149658.0,-6.610010824680271,36.0,47.0
20022231,37.0,37.0,1.0,75227.0,11.742645592672844,37.0,47.0
20022239,10.0,9.0,1.0,1794.0,44.11594202898551,10.0,0.0
20022242,210.0,210.0,1.0,344598.0,-210.2013824804555,210.0,15.0
20022243,127.0,126.0,1.0,243945.0,-1006.5826846215335,127.0,0.0
20022265,1.0,1.0,1.0,1719.0,41.419429901105296,1.0,0.0
20022266,4.0,4.0,1.0,2598.0,-3.546959199384142,4.0,0.0
20022268,118.0,119.0,1.0,514516.0,5.199270770976995,118.0,48.0
20022272,97.0,96.0,1.0,205242.0,104.82744272614767,97.0,14.0
20022275,3.0,2.0,1.0,80142.0,55.61475880312445,3.0,28.0
20022290,2.0,2.0,1.0,578.0,859.2837370242214,2.0,0.0
20022300,4.0,4.0,1.0,498.0,-0.3092369477911647,4.0,0.0
20022311,56.0,55.0,1.0,185537.0,316.57089421517003,56.0,37.0
20022313,22.0,21.0,1.0,38791.0,-73.2298471294888,22.0,3.0
20022314,1.0,1.0,1.0,198.0,0.0,1.0,0.0
20022315,15.0,14.0,1.0,389169.0,7.8599297477445536,15.0,24.0
20022323,84.0,85.0,1.0,344910.0,-5.1818271433127485,84.0,0.0
20022327,21.0,22.0,1.0,63312.0,261.70849128127367,21.0,0.0
20022328,108.0,106.0,1.0,321230.0,167.89821311832642,108.0,0.0
20022331,3.0,3.0,1.0,904.0,-194.00442477876106,3.0,0.0
20022334,41.0,41.0,1.0,106866.0,-14.514307637602231,41.0,0.0
20022340,2.0,2.0,1.0,946.0,0.0,2.0,0.0
20022347,42.0,42.0,1.0,93986.0,-3.065073521588322,42.0,0.0
20022352,9.0,9.0,1.0,27587.0,109.90742016167036,9.0,0.0
20022355,13.0,13.0,1.0,38713.0,-1.7118280680908222,13.0,28.0
20022356,28.0,29.0,1.0,158055.0,2.523450697541995,28.0,0.0
20022361,4.0,4.0,1.0,7556.0,5.074113287453679,4.0,27.0
20022364,4.0,4.0,1.0,14261.0,0.0946637683191922,4.0,10.0
20022369,5.0,5.0,1.0,1814.0,-3413.805953693495,5.0,0.0
20022379,49.0,49.0,1.0,922081.0,0.005215376957121988,49.0,37.0
20022390,20.0,19.0,1.0,155133.0,273.04683722998976,20.0,37.0
20022395,42.0,43.0,1.0,316216.0,5.809829357148279,42.0,36.0
20022402,2.0,2.0,1.0,16482.0,12.585972576143671,2.0,28.0
20022417,1.0,1.0,1.0,543.0,0.3296500920810313,1.0,3.0
20022423,143.0,142.0,1.0,571402.0,239.055614086055,143.0,0.0
20022426,5.0,5.0,1.0,6241.0,127.56128825508732,5.0,0.0
20022429,1.0,1.0,1.0,7229.0,0.40849356757504496,1.0,7.0
20022432,10.0,10.0,1.0,43938.0,-7.9546406299786065,10.0,0.0
20022436,30.0,30.0,1.0,4129.0,-6593.170743521434,30.0,0.0
20022443,18.0,18.0,1.0,86726.0,17.012925766206212,18.0,23.0
20022445,74.0,72.0,1.0,783852.0,17.646372019207707,74.0,35.0
20022446,23.0,23.0,1.0,113034.0,4.90137480758002,23.0,20.0
20022450,67.0,68.0,1.0,533386.0,10.415963298624261,67.0,48.0
20022458,23.0,22.0,1.0,1206127.0,-2.9125349154773916,23.0,45.0
20022459,2.0,2.0,1.0,332.0,0.0,2.0,0.0
20022465,254.0,254.0,1.0,804770.0,-52.637981038060566,254.0,0.0
20022478,81.0,80.0,1.0,617057.0,263.31134887052576,81.0,7.0
20022496,8.0,8.0,1.0,716.0,-13966.480446927375,8.0,0.0
20022502,108.0,108.0,1.0,101609.0,29.087482408054406,108.0,41.0
20022507,3.0,3.0,1.0,3048.0,0.400262467191601,3.0,6.0
20022514,2.0,2.0,1.0,3903.0,0.3235972328977709,2.0,5.0
20022518,1.0,1.0,1.0,5423.0,0.13977503226996127,1.0,5.0
20022520,7.0,7.0,1.0,10117.0,-24.191558762478994,7.0,0.0
20022523,93.0,94.0,1.0,150013.0,-713.9555038563325,93.0,0.0
20022524,18.0,18.0,1.0,54776.0,13.15804366876004,18.0,0.0
20022525,15.0,13.0,1.0,1083686.0,-0.6978442094850353,15.0,50.0
20022526,23.0,23.0,1.0,2562.0,0.0,23.0,0.0
20022530,1.0,1.0,1.0,100.0,0.0,1.0,0.0
20022535,8.0,7.0,1.0,378633.0,-0.010899736684335491,8.0,37.0
20022537,283.0,283.0,1.0,633585.0,39.82311923419904,283.0,37.0
20022538,456.0,456.0,1.0,629475.0,-165.191751856706,456.0,0.0
