actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day
20006777,8,8,1,929,1083.785791,8,0,116.125
20006778,2,2,1,1582,0,2,0,1582
20006781,31,33,1,958794,-0.692882934,31,22,73753.38462
20006782,6,6,1,680,0,6,0,226.6666667
20006789,2,2,1,12645,1.157216291,2,9,6322.5
20006793,17,18,1,212379,-29.80218383,17,39,17698.25
20006795,11,10,1,180654,5.904170403,11,41,20072.66667
20006798,1,1,1,1864,0.028969957,1,4,1864
20006801,133,132,1,484136,-6.578783648,133,48,32275.73333
20006802,10,10,1,55214,115.9443982,10,36,11042.8
20006804,58,56,1,1082505,0.011824426,58,35,72167
20006809,17,18,1,247892,-41.32468172,17,34,19068.61538
20006813,38,36,1,121527,-4.06782032,38,0,10127.25
20006823,2,2,1,12519,19.07021328,2,21,6259.5
20006824,29,28,1,115193,12.27144879,29,23,11519.3
20006828,106,105,1,399507,51.2369996,106,11,26633.8
20006831,17,17,1,126656,0.033437026,17,22,12665.6
20006833,176,176,1,342699,-56.44029017,176,46,22846.6
20006834,51,51,1,424495,-12.26973463,51,50,30321.07143
20006835,1,1,1,69,-146617.5507,1,0,69
20006839,1,1,1,540,101.8518519,1,0,540
20006840,429,429,1,671416,-91.64471356,429,32,44761.06667
20006847,26,26,1,223610,27.14273065,26,0,27951.25
20006853,13,13,1,840215,17.43356879,13,48,70017.91667
20006858,33,33,1,84236,22.42423667,33,20,8423.6
20006859,80,78,1,89786,146.9233734,80,0,8978.6
20006860,119,118,1,487588,-23.54188782,119,23,32505.86667
20006864,36,35,1,168433,1.319266415,36,30,15312.09091
20006867,11,12,1,72703,70.35185618,11,36,10386.14286
20006874,5,5,1,15555,16.90768242,5,0,3888.75
20006876,85,85,1,243519,-9.768001675,85,39,16234.6
20006884,126,125,1,825860,57.54803599,126,0,55057.33333
20006886,1,1,1,276,-5.115942029,1,0,276
20006887,73,74,1,90970,-52.73148291,73,31,9097
20006888,143,142,1,540683,15.05088009,143,49,36045.53333
20006890,3,3,1,786,-1.396946565,3,0,786
20006893,13,13,1,1901,0,13,0,271.5714286
20006894,23,22,1,157564,7.662676754,23,26,39391
20006914,85,83,1,277074,-46.8908667,85,38,19791
20006915,1,1,1,94,-14.87234043,1,0,94
20006918,1,1,1,1266,0.173775671,1,3,1266
20006922,20,19,1,1242670,-8.931849163,20,0,82844.66667
20006932,6,6,1,527,0,6,0,131.75
20006941,2,2,1,4409,-8.908142436,2,0,2204.5
20006945,4,4,1,6427,46.35553135,4,0,3213.5
20006947,1,1,1,6023,-0.03835298,1,0,6023
20006949,86,87,1,330174,3.342192299,86,40,27514.5
20006955,166,165,1,539119,-30.66301318,166,0,35941.26667
20006959,80,80,1,175182,-3.718475642,80,33,12513
20006966,1,1,1,229,0,1,0,229
20006967,28,27,1,35899,35.90364634,28,0,7179.8
20006973,83,83,1,360843,-731.6961947,83,45,25774.5
20006991,4,4,1,12519,65.94688074,4,0,4173
20006995,5,5,1,34330,5.023448879,5,30,6866
20006998,118,117,1,197869,501.7107126,118,0,17988.09091
20007002,1,1,1,1465,0.566552901,1,3,1465
20007010,39,40,1,222822,5.019634506,39,42,22282.2
20007018,20,18,1,1008267,-0.00557392,20,40,67217.8
20007020,55,55,1,383421,14.73107368,55,0,25561.4
20007026,63,64,1,374896,-20.99362223,63,0,26778.28571
20007028,21,21,1,192626,1.569559665,21,27,16052.16667
20007029,21,20,1,1136737,31.78903036,21,0,81195.5
20007032,83,83,1,333641,142.5794432,83,50,27803.41667
20007033,2,2,1,17697,7.882465955,2,0,17697
20007036,204,202,1,448364,292.0725504,204,0,29890.93333
20007039,131,131,1,533556,-10.23578406,131,33,35570.4
20007040,19,19,1,63767,213.2028792,19,10,7970.875
20007042,10,10,1,36398,-44.57456454,10,39,7279.6
20007045,46,44,1,100714,0.41313025,46,31,14387.71429
20007056,5,5,1,17863,0.450204333,5,11,8931.5
20007067,16,16,1,46420,228.6011848,16,0,5802.5
20007069,151,151,1,620998,-3.259274587,151,14,41399.86667
20007073,4,4,1,3653,-3.178209691,4,0,1826.5
20007079,3,3,1,13858,0.776374657,3,10,6929
20007082,20,19,1,59572,47.07109045,20,15,11914.4
20007085,16,15,1,74965,0.623050757,16,13,18741.25
20007086,3,3,1,6755,0.122723908,3,6,3377.5
20007094,1,1,1,1618,1.224351051,1,0,1618
20007097,202,201,1,521560,5.706963724,202,40,34770.66667
20007100,18,18,1,69577,3.73458183,18,21,6957.7
20007102,4,4,1,10349,2.482558701,4,0,2587.25
20007103,1,1,1,660,0,1,0,660
20007104,16,14,1,1127050,8.44821259,16,0,75136.66667
20007106,3,3,1,494,-2.265182186,3,0,494
20007110,180,182,1,356623,-15.23541106,180,45,23774.86667
20007124,11,11,1,32104,109.7134936,11,0,10701.33333
20007128,18,17,1,1169410,79.8844118,18,0,77960.66667
20007132,54,54,1,217024,266.5414424,54,0,18085.33333
20007133,1,1,1,93,0,1,0,93
20007135,1,1,1,18928,2.684699915,1,10,18928
20007142,407,405,1,532710,8.692977417,407,41,35514
20007145,106,105,1,394958,-79.5568263,106,28,28211.28571
20007147,1,1,1,1279,-2.716184519,1,0,1279
20007148,1,1,1,2352,0.133928571,1,4,2352
20007149,18,18,1,151049,-3.16198717,18,33,13731.72727
20007153,13,13,1,23162,-22.4316553,13,39,2895.25
20007154,1,1,1,520,-2.284615385,1,0,520
20007157,1,1,1,2131,-2.189582356,1,23,2131
20007162,12,12,1,171474,0.766897605,12,0,42868.5
20007165,2,2,1,21425,-1.576149358,2,24,10712.5
20007168,5,5,1,17044,-10.20998592,5,28,8522
20007169,14,14,1,118956,-17.58066008,14,0,19826
20007180,16,16,1,54727,17.47576151,16,20,7818.142857
20007181,3,3,1,11839,-18.99206014,3,15,5919.5
20007188,345,344,1,641686,-27.90088766,345,38,42779.06667
20007190,332,330,1,639915,89.34111249,332,36,42661
20007197,15,13,1,1115584,-0.16641239,15,0,79684.57143
20007203,2,1,1,694,12509.27954,2,13,347
20007209,36,36,1,64142,-57.09705029,36,21,6414.2
20007213,4,4,1,5442,0.688901139,4,7,2721
20007219,20,19,1,251363,-12.29318157,20,0,27929.22222
20007220,187,186,1,351181,-134.5303533,187,0,27013.92308
20007222,4,4,1,695,1.035971223,4,0,695
20007231,42,41,1,1068174,-0.397064523,42,0,71211.6
20007239,1,1,1,1308,-1.350917431,1,0,1308
20007245,97,97,1,928069,-19.16513104,97,0,61871.26667
20007253,1,1,1,326,0.101226994,1,0,326
20007262,1,1,1,55,0,1,0,55
20007268,2,2,1,1107,-8793,2,0,1107
20007272,43,43,1,135240,192.3769743,43,0,11270
20007281,32,31,1,84966,-8.853411953,32,0,8496.6
20007284,20,18,1,1130904,-0.044928659,20,0,75393.6
20007287,1,1,1,734,0,1,0,734
20007298,8,9,1,19787,9.114115328,8,21,19787
20007299,2,3,1,26170,30.0071838,2,0,13085
20007300,23,21,1,70538,22.22926649,23,33,7053.8
20007303,20,20,1,31663,109.726242,20,0,5277.166667
20007304,20,20,1,38179,-17.21894235,20,0,4772.375
20007305,188,187,1,610930,-57.06657228,188,0,40728.66667
20007309,18,18,1,42197,-25.98485674,18,16,14065.66667
20007310,17,15,1,1106187,4.367076272,17,0,73745.8
20007315,1,1,1,6157,0.269611824,1,7,6157
20007317,25,24,1,1239509,1.228617138,25,0,82633.93333
20007320,15,15,1,36503,-93.2497329,15,0,5214.714286
20007321,11,8,1,323441,8.562448793,11,48,40430.125
20007326,1,1,1,68,0,1,0,68
20007331,2,2,1,10376,4.266094834,2,23,5188
20007338,35,35,1,22513,-35.01416959,35,0,5628.25
20007358,14,14,1,11183,0.134847536,14,5,11183
20007359,2,2,1,3885,-1.046332046,2,0,3885
20007365,55,54,1,195996,1.389712035,55,37,13066.4
20007366,21,21,1,89527,-93.35909837,21,0,12789.57143
20007374,35,33,1,137344,-168.8561058,35,48,10564.92308
20007375,7,7,1,10288,126.0656104,7,0,3429.333333
20007381,5,5,1,34001,6.770624393,5,12,11333.66667
20007387,73,73,1,240004,-101.3762771,73,0,17143.14286
20007389,21,18,1,1136106,52.08483011,21,0,75740.4
20007391,90,90,1,274775,113.209233,90,0,18318.33333
20007394,84,82,1,259180,-138.246678,84,0,17278.66667
20007395,13,13,1,12119,-3331.018401,13,22,4039.666667
20007396,65,66,1,113829,16.9322229,65,34,10348.09091
20007398,2,2,1,12577,3.549813151,2,10,6288.5
20007399,6,5,1,51061,-2.639960048,6,38,10212.2
20007401,5,5,1,1470,118.907483,5,0,490
20007406,42,42,1,103646,-80.55814021,42,0,12955.75
20007414,40,39,1,365520,2.126127161,40,25,26108.57143
20007421,2,2,1,47762,49.83570621,2,19,23881
20007425,31,31,1,82292,-15.87688961,31,28,6857.666667
20007427,136,135,1,393341,55.27191165,136,0,26222.73333
20007428,1,1,1,502,0.109561753,1,0,502
20007429,92,90,1,243479,3.746885768,92,30,22134.45455
20007430,42,42,1,41149,1.311331989,42,11,4114.9
20007438,69,69,1,263491,56.05021424,69,32,18820.78571
20007440,2,2,1,842,1.637767221,2,0,842
20007443,17,15,1,1125410,-3.658795461,17,0,75027.33333
20007448,8,10,1,61267,25.27507467,8,0,10211.16667
20007457,65,63,1,263413,61.69140855,65,0,18815.21429
20007459,9,10,1,59474,-0.090140229,9,23,14868.5
20007462,43,42,1,139997,43.35380758,43,0,12727
20007463,29,29,1,93603,25.81433287,29,46,13371.85714
20007471,3,3,1,3886,-73.87828101,3,0,1943
20007476,1,1,1,44,0,1,0,44
20007482,12,12,1,42323,-43.09911868,12,0,6046.142857
20007483,10,10,1,2833,-1030.549241,10,0,708.25
20007488,4,4,1,20203,0.497648864,4,11,10101.5
20007492,22,20,1,1147578,-6.047256918,22,0,76505.2
20007494,4,4,1,8200,0.797317073,4,7,2733.333333
20007500,31,28,1,1182965,22.63297984,31,0,78864.33333
20007502,93,91,1,384970,-28.56536613,93,0,25664.66667
20007503,42,41,1,301721,26.25579592,42,0,23209.30769
20007505,4,4,1,8407,0.212442013,4,6,8407
20007506,3,3,1,11426,1.186679503,3,0,3808.666667
20007509,17,17,1,76564,0.815513819,17,20,8507.111111
20007514,65,65,1,162949,1.263653045,65,0,14813.54545
20007518,4,4,1,11971,30.14409824,4,0,5985.5
20007525,57,57,1,302777,-11.11575846,57,50,33641.88889
20007535,1,1,1,175,0,1,0,175
20007542,20,18,1,454574,0.50556785,20,39,30304.93333
20007543,28,27,1,1201728,-2.505362278,28,0,80115.2
20007552,64,63,1,261046,-127.9581108,64,0,21753.83333
20007553,80,79,1,264056,-36.8763179,80,2,18861.14286
20007556,9,9,1,33443,-0.041204437,9,15,6688.6
20007559,5,5,1,1273,0.576590731,5,3,636.5
20007562,160,158,1,298440,29.5314234,160,50,22956.92308
20007564,4,6,1,82456,8.471936548,4,32,41228
20007565,19,19,1,15189,0.346829943,19,7,2531.5
20007569,121,121,1,223470,-33.70042959,121,50,15962.14286
20007570,24,24,1,67932,-18.51136431,24,0,16983
20007571,10,10,1,13559,-644.4997419,10,46,3389.75
20007575,18,18,1,1832,1142.93286,18,0,203.5555556
20007585,62,62,1,308424,374.1301261,62,0,22030.28571
20007586,15,14,1,38980,26.63991791,15,0,9745
20007591,1,1,1,1175,-22625.22043,1,0,1175
20007593,1,1,1,3784,-4.313689218,1,0,3784
20007595,33,32,1,78179,-36.60453574,33,50,8686.555556
20007600,88,87,1,294061,96.05255372,88,33,19604.06667
20007601,30,29,1,89819,40.8499538,30,39,9979.888889
20007610,4,4,1,11369,-104.1946521,4,9,11369
20007613,3,3,1,10095,494.8714215,3,7,5047.5
20007616,13,12,1,116984,0.286885386,13,34,12998.22222
20007619,47,47,1,314546,-4.054007999,47,35,20969.73333
20007620,1,1,1,3826,7.915316257,1,0,3826
20007628,42,41,1,275106,2.734451448,42,25,22925.5
20007643,26,25,1,1162975,-13.49625658,26,0,77531.66667
20007649,299,299,1,675106,83.56660139,299,37,45007.06667
20007651,23,23,1,57504,7.253234558,23,33,4792
20007660,79,77,1,825029,-102.3990405,79,0,55001.93333
20007663,63,63,1,218277,-118.9973337,63,0,19843.36364
20007664,47,47,1,16169,144.307502,47,0,1469.909091
20007667,61,61,1,240728,45.75329417,61,50,18517.53846
20007671,10,10,1,49391,342.4307667,10,21,24695.5
20007679,1,1,1,144,0,1,0,144
20007681,107,107,1,444016,1.933119527,107,0,31715.42857
20007682,21,21,1,917261,-0.109598032,21,0,70558.53846
20007685,14,13,1,88480,9.25823915,14,21,9831.111111
20007686,96,95,1,156032,7.849011741,96,34,13002.66667
20007687,5,5,1,24932,4.218313814,5,16,8310.666667
20007691,7,7,1,3855,-13.42360571,7,0,963.75
20007693,20,19,1,93954,52.64170764,20,24,7829.5
20007696,43,42,1,1201783,-0.013127162,43,0,80118.86667
20007699,9,9,1,27801,0.393187295,9,9,5560.2
20007703,49,49,1,59554,8.445192598,49,22,11910.8
20007709,5,5,1,6151,-230.6553406,5,0,1230.2
20007713,85,86,1,505016,0.389550034,85,0,38847.38462
20007715,25,26,1,77168,10.53568837,25,41,25722.66667
20007716,1,1,1,2649,0.079275198,1,4,2649
20007717,18,19,1,183879,4.873672361,18,50,20431
20007722,14,14,1,21121,-8.282183609,14,0,2112.1
20007723,15,14,1,407520,-0.363336769,15,30,67920
20007725,25,25,1,7663,-4692.827352,25,0,957.875
20007726,2,2,1,6895,0.931979695,2,11,3447.5
20007729,45,45,1,269753,-105.4374335,45,42,19268.07143
20007732,30,31,1,389355,-2.209502896,30,23,77871
20007734,2,2,1,1649,0,2,0,1649
20007740,17,15,1,1141673,6.093876268,17,0,76111.53333
20007741,42,41,1,281646,15.5309573,42,37,18776.4
20007745,1,1,1,6724,0.543277811,1,6,6724
20007747,279,278,1,374008,8.644307074,279,45,26714.85714
20007755,41,39,1,122532,-3.104707342,41,0,9425.538462
20007757,12,12,1,39394,9.101462152,12,16,6565.666667
20007760,30,28,1,1093784,40.99585384,30,0,72918.93333
20007761,42,41,1,989325,2.290773002,42,38,65955
20007762,10,11,1,93018,1.963619945,10,35,15503
20007771,4,4,1,196,0,4,0,98
20007772,162,163,1,378844,-0.778399552,162,0,31570.33333
20007773,7,7,1,4242,-38059.25507,7,0,1414
20007776,8,8,1,29835,0.32572482,8,12,9945
20007784,1,1,1,387,0,1,0,387
20007785,38,37,1,423771,17.33456041,38,50,30269.35714
20007795,60,61,1,288146,12.00387998,60,12,24012.16667
20007796,7,7,1,20474,-26.83774543,7,0,6824.666667
20007797,62,63,1,255595,-128.4322346,62,35,21299.58333
20007802,171,171,1,797994,46.84512415,171,38,53199.6
20007805,14,14,1,53447,30.62055868,14,29,26723.5
20007808,53,53,1,251556,-9.5423683,53,43,27950.66667
20007812,34,34,1,244352,0.830760542,34,26,30544
20007830,1,1,1,2630,0.233079848,1,4,2630
20007834,18,17,1,1192750,-0.599375393,18,50,79516.66667
20007857,15,15,1,26574,1382.635922,15,15,4429
20007859,24,24,1,96497,117.7314735,24,4,12062.125
20007861,11,11,1,49767,0.470090622,11,15,7109.571429
20007899,18,19,1,25199,35.13937061,18,18,5039.8
20007901,18,16,1,1157616,20.90331768,18,50,77174.4
20007908,28,29,1,124030,13.04370717,28,46,9540.769231
20007912,103,103,1,344911,5.980273172,103,35,22994.06667
20007925,1,1,1,699,-34.32474964,1,0,699
20007928,12,11,1,63454,6.179295237,12,0,9064.857143
20007930,103,103,1,331713,-0.274830953,103,30,22114.2
20007931,86,86,1,192948,-96.18954848,86,0,16079
20007934,30,30,1,420697,-5.4404619,30,43,28046.46667
20007940,39,41,1,419401,16.11307317,39,39,27960.06667
20007947,16,15,1,173065,41.54637853,16,24,13312.69231
20007952,3,3,1,797,-464.5608532,3,0,265.6666667
20007957,55,54,1,280171,6.73188517,55,26,21551.61538
20007958,14,11,1,641662,13.20691423,14,39,58332.90909
20007961,134,135,1,432161,-70.66561767,134,0,30868.64286
20007966,15,14,1,250844,27.0797109,15,0,25084.4
20007967,1,1,1,60,0,1,0,60
20007979,5,5,1,376,-1436170.213,5,0,188
20007982,150,149,1,501138,-757.1351704,150,0,33409.2
20007998,38,39,1,92143,202.1748803,38,27,7087.923077
20008002,8,8,1,1407,39431.35537,8,0,234.5
20008003,17,16,1,98155,5.898262951,17,25,32718.33333
20008005,12,11,1,172169,2.506757895,12,43,57389.66667
20008012,4,4,1,6252,3.144913628,4,0,2084
20008013,112,109,1,770648,7.455946165,112,40,51376.53333
20008018,133,132,1,440140,2.645203799,133,4,29342.66667
20008021,157,160,1,266890,-128.6538836,157,0,17792.66667
20008022,24,21,1,1118074,3.47195445,24,50,74538.26667
20008024,579,577,1,761890,-30.87247372,579,25,50792.66667
20008031,130,129,1,380719,226.2334609,130,50,25381.26667
20008042,13,13,1,59594,-17.28992852,13,37,9932.333333
20008044,18,15,1,1090458,0.626697223,18,0,72697.2
20008056,1,1,1,676,12.23668639,1,0,676
20008058,37,36,1,166866,-11.89918857,37,0,11919
20008060,19,18,1,208051,-4.637444665,19,41,23116.77778
20008061,1,1,1,1361,0,1,0,1361
20008062,1,1,1,809,4.449938195,1,0,809
20008063,139,138,1,720895,-6.123174665,139,0,60074.58333
20008070,19,17,1,1078873,0,19,0,77062.35714
20008078,6,6,1,6407,-3.660839707,6,0,1601.75
20008081,120,121,1,355114,62.97844917,120,0,23674.26667
20008084,178,178,1,531532,13.25155964,178,0,35435.46667
20008087,41,42,1,351828,-129.0416169,41,42,23455.2
20008090,50,49,1,75956,-29.27334246,50,0,6329.666667
20008096,308,307,1,686105,31.9553013,308,33,45740.33333
20008097,2,2,1,2374,-0.687026116,2,0,2374
20008106,125,126,1,557521,28.40098221,125,41,37168.06667
20008119,1,1,1,42,0,1,0,42
20008120,57,56,1,436563,5.75603063,57,0,29104.2
20008123,65,65,1,987245,-0.275525326,65,23,75941.92308
20008125,74,74,1,405595,6.948377076,74,0,36872.27273
20008130,13,13,1,79914,-10.5652076,13,36,15982.8
20008134,2,2,1,343,0.087463557,2,0,343
20008143,20,18,1,1169828,0.120366413,20,47,77988.53333
20008146,520,519,1,876807,44.47247228,520,39,58453.8
20008149,30,30,1,125906,-63.44254444,30,30,15738.25
20008150,13,13,1,35010,-95.77886318,13,19,17505
20008160,4,4,1,35019,4.66075559,4,43,17509.5
20008193,29,29,1,70051,158.1399552,29,0,10007.28571
20008194,47,45,1,158281,29.98276483,47,35,19785.125
20008208,1,1,1,27,0,1,0,27
20008211,9,9,1,13579,1.934383975,9,14,4526.333333
20008214,44,45,1,69297,-435.1708732,44,0,6299.727273
20008216,255,255,1,709178,1.094457245,255,0,47278.53333
20008219,5,5,1,15678,3.49056002,5,0,3919.5
20008221,68,69,1,196762,-64.7638111,68,0,19676.2
20008223,10,10,1,1306,-61255.74273,10,0,217.6666667
20008227,20,18,1,1112461,18.66983292,20,50,79461.5
20008230,1,1,1,80,0,1,0,80
20008231,7,7,1,14551,-8.53419009,7,0,2078.714286
20008233,25,23,1,225757,2.268275181,25,29,56439.25
20008235,17,16,1,93871,-51.70153722,17,41,15645.16667
20008243,1,1,1,269,0,1,0,269
20008250,1,1,1,1102,-4625.117967,1,0,1102
20008258,2,2,1,1836,-3.448801743,2,0,918
20008259,8,8,1,36576,22.9059766,8,18,12192
20008260,15,15,1,19794,-95.13706174,15,0,4948.5
20008267,6,6,1,22454,5.176137882,6,11,7484.666667
20008269,4,4,1,10127,17.64639084,4,0,10127
20008272,98,97,1,184020,21.17908923,98,46,14155.38462
20008275,62,63,1,273964,8.140832372,62,36,21074.15385
20008277,1910,1912,1,284161,-281.8386865,1910,0,18944.06667
20008278,49,48,1,366792,73.45405298,49,0,24452.8
20008279,1,1,1,690,155.2347826,1,0,690
20008291,4,4,1,610,0,4,0,610
20008298,52,51,1,158277,3.845075406,52,34,17586.33333
20008308,26,25,1,510312,-0.557319836,26,37,51031.2
20008310,75,74,1,259261,0.31815815,75,35,19943.15385
20008323,27,26,1,250757,70.76909119,27,43,22796.09091
20008327,103,103,1,276333,58.74133744,103,43,21256.38462
20008328,2,2,1,3489,-6.90627687,2,16,3489
20008331,1,1,1,135,0.251851852,1,2,135
20008332,1,1,1,2491,0.012846246,1,4,2491
20008336,39,39,1,178765,-33.47885772,39,0,14897.08333
20008349,36,34,1,114972,-48.93383606,36,0,14371.5
20008362,65,65,1,377419,12.04822757,65,0,25161.26667
20008368,23,22,1,169758,6.035344431,23,21,56586
20008378,71,72,1,241286,41.45259153,71,34,20107.16667
20008386,19,17,1,1107822,19.05880277,19,50,73854.8
20008388,40,40,1,146708,33.32754178,40,0,13337.09091
20008392,19,19,1,98199,-504.3009807,19,0,10911
20008412,2,2,1,9357,-0.022656834,2,0,4678.5
20008424,101,100,1,311620,1.497955844,101,45,23970.76923
20008430,19,18,1,61683,2.163059514,19,21,10280.5
20008433,15,16,1,53695,28.8770649,15,10,17898.33333
20008437,88,88,1,174465,-1.559395867,88,36,14538.75
20008440,1,1,1,191,-27.47120419,1,0,191
20008442,1,1,1,208,0,1,0,208
20008447,1,1,1,92,0,1,0,92
20008450,39,37,1,141218,85.87312524,39,0,14121.8
20008451,10,10,1,136116,44.88755179,10,44,22686
20008454,8,8,1,24888,484.2197445,8,30,24888
20008459,1,1,1,1598,94.3310388,1,13,1598
20008463,11,11,1,423039,0.336909836,11,36,84607.8
20008464,44,44,1,901877,-3.771118456,44,32,75156.41667
20008469,3,3,1,1088,0.226102941,3,2,544
20008472,30,30,1,23680,-3884.66951,30,0,1821.538462
20008475,22,21,1,64369,-18.83602355,22,0,8046.125
20008478,9,9,1,8244,67.30131004,9,0,2748
20008481,127,127,1,223245,144.0186118,127,0,14883
20008493,1,1,1,3383,0.081288797,1,0,3383
20008494,2,2,1,173,942.982659,2,0,86.5
20008499,2,2,1,627,0,2,0,627
20008501,1,1,1,1475,-3.523389831,1,0,1475
20008502,50,49,1,79660,-68.53863922,50,41,13276.66667
20008507,9,9,1,77239,-7.912039255,9,26,12873.16667
20008510,14,14,1,24593,-7.538486561,14,11,4918.6
20008516,60,60,1,241735,-5.646550975,60,37,24173.5
20008521,158,157,1,357894,6.968912583,158,41,25563.85714
20008528,95,94,1,632581,29.81684243,95,37,42172.06667
20008530,104,104,1,433727,-18.58220032,104,33,30980.5
20008531,1,1,1,11865,0.627138643,1,8,11865
20008533,12,11,1,465761,6.547780943,12,36,66537.28571
20008536,53,54,1,291282,181.0023826,53,43,19418.8
20008537,90,90,1,310752,-17.97190042,90,0,22196.57143
20008543,38,38,1,25543,8.500176174,38,29,1964.846154
20008544,34,36,1,276968,30.01082436,34,38,30774.22222
20008545,94,93,1,272320,3.102515423,94,44,19451.42857
20008546,4,4,1,948,-51.92405063,4,0,316
20008547,1,2,1,11706,-1.285238339,1,0,11706
20008549,26,26,1,118161,136.2518682,26,0,14770.125
20008551,183,182,1,442132,52.91545964,183,45,29475.46667
20008552,22,21,1,1212985,-2.037063113,22,0,80865.66667
20008559,7,7,1,48907,2.816754248,7,20,6986.714286
20008562,12,12,1,48912,-6.778643278,12,24,8152
20008566,54,55,1,267384,-43.03310968,54,40,17825.6
20008567,39,38,1,339118,40.72308164,39,0,24222.71429
20008569,174,174,1,374811,3.355493836,174,44,28831.61538
20008571,7,7,1,28932,10.77730541,7,14,7233
20008576,4,4,1,5420,0.505719557,4,7,2710
20008579,13,13,1,104087,15.53153612,13,33,13010.875
20008584,2052,2050,1,195845,-263.8635349,2052,0,13056.33333
20008589,25,27,1,406887,-10.36553392,25,34,36989.72727
20008590,13,13,1,43760,-109.2309186,13,0,8752
20008599,2,2,1,1716,8624.719697,2,2,858
20008602,78,79,1,222684,12.96120961,78,35,20244
20008605,24,23,1,95277,966.7507058,24,0,31759
20008607,5,5,1,12490,4.636028823,5,0,4163.333333
20008610,1,1,1,3922,1.010963794,1,6,3922
20008612,26,25,1,151766,22.30440283,26,26,16862.88889
20008613,24,25,1,78770,13.09432525,24,0,8752.222222
20008614,143,143,1,546351,-10.24938547,143,40,36423.4
20008618,2,2,1,3082,6.627839066,2,4,3082
20008619,1,0,1,0,0,1,6,0
20008623,65,65,1,943384,0.0092253,65,32,72568
20008625,10,10,1,13951,-589.8165006,10,0,4650.333333
20008632,12,12,1,84164,73.82396274,12,0,16832.8
20008633,24,22,1,1289854,5.328682936,24,0,85990.26667
20008641,110,110,1,328956,72.14118302,110,42,23496.85714
20008646,442,440,1,485101,10.63430296,442,0,44100.09091
20008654,360,359,1,517177,39.69377215,360,36,34478.46667
20008660,1,1,1,1519,2.344305464,1,0,1519
20008661,2,2,1,164,0,2,0,82
20008663,20,19,1,316944,-3.223465344,20,0,24380.30769
20008664,17,15,1,1040711,9.455361767,17,41,69380.73333
20008665,258,257,1,617600,61.71127105,258,32,41173.33333
20008666,19,16,1,1163765,-9.646390809,19,0,77584.33333
20008672,18,17,1,1169565,-11.64019956,18,0,77971
20008673,85,86,1,363345,33.39984037,85,0,27949.61538
20008674,2,2,1,3311,0.779522803,2,5,3311
20008675,39,39,1,153207,-78.65756787,39,31,19150.875
20008682,147,148,1,384373,-59.97418653,147,15,27455.21429
20008688,3,3,1,23574,6.331085094,3,12,7858
20008694,61,61,1,1084396,-5.407329057,61,0,72293.06667
20008696,42,41,1,193662,-33.16198325,42,49,17605.63636
20008710,202,202,1,331631,-35.8414533,202,0,23687.92857
20008713,14,13,1,177593,5.727872157,14,38,14799.41667
20008714,49,47,1,264817,24.60931889,49,0,18915.5
20008718,7,7,1,22256,-154.3518602,7,27,3709.333333
20008719,4,3,1,43839,1.198681539,4,14,21919.5
20008726,90,89,1,507460,-18.93041816,90,0,33830.66667
20008728,54,54,1,91319,11.3300956,54,47,9131.9
20008729,3,4,1,2940,-7823.446259,3,0,2940
20008730,1,1,1,2497,1.342410893,1,0,2497
20008732,21,20,1,189952,3.113676087,21,30,63317.33333
20008733,32,32,1,382008,-0.054273732,32,27,63668
20008735,1,1,1,319,-2128.526646,1,0,319
20008737,45,43,1,634426,-0.089584916,45,9,63442.6
20008739,9,9,1,11511,76.3929285,9,8,3837
20008741,119,118,1,295446,71.08139897,119,0,19696.4
20008756,38,36,1,160194,-57.1456484,38,0,26699
20008760,14,14,1,13266,1.476255088,14,0,3316.5
20008761,289,289,1,594679,30.43404089,289,29,39645.26667
20008764,16,14,1,1070281,-15.11662545,16,0,71352.06667
20008765,2,2,1,397,-493.4206549,2,0,397
20008769,299,298,1,561783,0.772711171,299,40,37452.2
20008772,11,11,1,41335,-43.99891133,11,23,20667.5
20008780,13,12,1,21063,-4.67293358,13,0,7021
20008794,1,1,1,133,0,1,0,133
20008799,2,2,1,14729,96.49942291,2,12,14729
20008800,3,3,1,5704,31.71020337,3,0,5704
20008802,141,138,1,263166,38.81588807,141,31,17544.4
20008804,2,2,1,14248,219.0416199,2,13,7124
20008805,57,57,1,269135,-66.23114794,57,11,24466.81818
20008810,8,8,1,16376,0.304653151,8,10,5458.666667
20008812,1,1,1,236,144487.2881,1,0,236
20008814,5,6,1,20884,36.32618272,5,0,6961.333333
20008815,80,81,1,542530,64.03006285,80,35,36168.66667
20008821,1,1,1,2222,0.245724572,1,4,2222
20008825,51,50,1,171605,-36.61702748,51,21,24515
20008828,17,18,1,58797,32.4886814,17,0,9799.5
20008829,153,155,1,403092,-58.29235261,153,0,36644.72727
20008843,1,1,1,4915,-1.61871821,1,36,4915
20008850,18,18,1,47935,-3.482987379,18,0,6847.857143
20008854,7,7,1,39250,12.88557962,7,25,13083.33333
20008861,69,69,1,138046,34.40086638,69,40,17255.75
20008879,19,18,1,1225526,0.006584928,19,0,81701.73333
20008888,1,1,1,8432,0.150023719,1,6,8432
20008890,7,7,1,20199,-184.4685876,7,41,5049.75
20008895,22,21,1,77195,24.60553145,22,0,12865.83333
20008901,12,12,1,1020,28431.37353,12,0,204
