,actor_account,trade_go,trade_come,buy_from_shop,sell_to_shop,buy_from_personal_shop,sell_to_person,mail_go,mail_come,invite,join,revival,fight,friend_num,friend_num_change_count,login_total_day,trade_go_perday,trade_come_perday,buy_from_shop_perday,sell_to_shop_perday,buy_from_personal_shop_perday,mail_go_perday,mail_come_perday,invite_perday,join_perday,revival_perday,fight_perday
3792,20028541,2.0,0.0,75.0,97.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.16666666666666666,0.0,6.25,8.083333333333334,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
3793,20028544,3.0,1.0,357.0,344.0,0.0,0.0,7.0,13.0,19.0,10.0,0.0,8.0,41.0,14.0,14.0,0.21428571428571427,0.07142857142857142,25.5,24.571428571428573,0.0,0.5,0.9285714285714286,1.3571428571428572,0.7142857142857143,0.0,0.5714285714285714
3794,20028545,46.0,264.0,119.0,171.0,0.0,0.0,21.0,30.0,285.0,188.0,3.0,11.0,17.0,19.0,15.0,3.066666666666667,17.6,7.933333333333334,11.4,0.0,1.4,2.0,19.0,12.533333333333333,0.2,0.7333333333333333
3795,20028551,13.0,19.0,20.0,50.0,0.0,0.0,0.0,0.0,34.0,3.0,1.0,1.0,24.0,1.0,5.0,2.6,3.8,4.0,10.0,0.0,0.0,0.0,6.8,0.6,0.2,0.2
3796,20028556,3.0,0.0,50.0,142.0,0.0,0.0,0.0,11.0,28.0,14.0,12.0,0.0,19.0,1.0,13.0,0.23076923076923078,0.0,3.8461538461538463,10.923076923076923,0.0,0.0,0.8461538461538461,2.1538461538461537,1.0769230769230769,0.9230769230769231,0.0
3797,20028566,10.0,8.0,39.0,35.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.6666666666666667,1.3333333333333333,6.5,5.833333333333333,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
3798,20028568,9.0,9.0,76.0,313.0,0.0,0.0,16.0,15.0,37.0,69.0,10.0,20.0,10.0,3.0,15.0,0.6,0.6,5.066666666666666,20.866666666666667,0.0,1.0666666666666667,1.0,2.466666666666667,4.6,0.6666666666666666,1.3333333333333333
3799,20028569,5.0,2.0,16.0,48.0,0.0,0.0,0.0,7.0,49.0,8.0,2.0,2.0,9.0,1.0,10.0,0.5,0.2,1.6,4.8,0.0,0.0,0.7,4.9,0.8,0.2,0.2
3800,20028572,2.0,3.0,173.0,90.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,0.14285714285714285,0.21428571428571427,12.357142857142858,6.428571428571429,0.0,0.0,0.6428571428571429,0.07142857142857142,0.14285714285714285,0.0,0.0
3801,20028582,1.0,1.0,169.0,89.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.16666666666666666,28.166666666666668,14.833333333333334,0.0,0.16666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.0,0.0
3802,20028595,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,2.0,1.5,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
3803,20028596,15.0,9.0,38.0,661.0,0.0,0.0,1.0,14.0,142.0,57.0,5.0,0.0,80.0,5.0,15.0,1.0,0.6,2.533333333333333,44.06666666666667,0.0,0.06666666666666667,0.9333333333333333,9.466666666666667,3.8,0.3333333333333333,0.0
3804,20028598,15.0,8.0,40.0,117.0,0.0,0.0,5.0,34.0,88.0,23.0,0.0,2.0,6.0,4.0,12.0,1.25,0.6666666666666666,3.3333333333333335,9.75,0.0,0.4166666666666667,2.8333333333333335,7.333333333333333,1.9166666666666667,0.0,0.16666666666666666
3805,20028599,44.0,53.0,74.0,263.0,0.0,0.0,107.0,173.0,63.0,43.0,3.0,16.0,10.0,8.0,15.0,2.933333333333333,3.533333333333333,4.933333333333334,17.533333333333335,0.0,7.133333333333334,11.533333333333333,4.2,2.8666666666666667,0.2,1.0666666666666667
3806,20028606,1.0,0.0,15.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.06666666666666667,0.0,1.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,20028611,5.0,2.0,26.0,241.0,1.0,0.0,0.0,4.0,1.0,32.0,0.0,0.0,20.0,4.0,13.0,0.38461538461538464,0.15384615384615385,2.0,18.53846153846154,0.07692307692307693,0.0,0.3076923076923077,0.07692307692307693,2.4615384615384617,0.0,0.0
3808,20028626,1.0,9.0,25.0,234.0,0.0,0.0,0.0,5.0,25.0,12.0,0.0,2.0,5.0,5.0,12.0,0.08333333333333333,0.75,2.0833333333333335,19.5,0.0,0.0,0.4166666666666667,2.0833333333333335,1.0,0.0,0.16666666666666666
3809,20028627,2.0,2.0,46.0,365.0,0.0,0.0,0.0,6.0,61.0,37.0,0.0,6.0,67.0,1.0,14.0,0.14285714285714285,0.14285714285714285,3.2857142857142856,26.071428571428573,0.0,0.0,0.42857142857142855,4.357142857142857,2.642857142857143,0.0,0.42857142857142855
3810,20028630,2.0,1.0,47.0,43.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.25,11.75,10.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0
3811,20028636,34.0,86.0,51.0,74.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,11.333333333333334,28.666666666666668,17.0,24.666666666666668,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,0.0
3812,20028647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3813,20028661,5.0,8.0,81.0,84.0,3.0,0.0,0.0,7.0,0.0,32.0,4.0,1.0,0.0,0.0,9.0,0.5555555555555556,0.8888888888888888,9.0,9.333333333333334,0.3333333333333333,0.0,0.7777777777777778,0.0,3.5555555555555554,0.4444444444444444,0.1111111111111111
3814,20028676,94.0,94.0,90.0,610.0,1.0,0.0,5.0,18.0,96.0,116.0,5.0,88.0,83.0,8.0,15.0,6.266666666666667,6.266666666666667,6.0,40.666666666666664,0.06666666666666667,0.3333333333333333,1.2,6.4,7.733333333333333,0.3333333333333333,5.866666666666666
3815,20028679,15.0,10.0,130.0,469.0,2.0,0.0,7.0,14.0,26.0,72.0,2.0,4.0,42.0,10.0,15.0,1.0,0.6666666666666666,8.666666666666666,31.266666666666666,0.13333333333333333,0.4666666666666667,0.9333333333333333,1.7333333333333334,4.8,0.13333333333333333,0.26666666666666666
3816,20028696,11.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.375,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
3817,20028708,78.0,20.0,54.0,140.0,0.0,0.0,10.0,11.0,27.0,44.0,0.0,2.0,20.0,5.0,13.0,6.0,1.5384615384615385,4.153846153846154,10.76923076923077,0.0,0.7692307692307693,0.8461538461538461,2.076923076923077,3.3846153846153846,0.0,0.15384615384615385
3818,20028714,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.1666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3819,20028724,53.0,16.0,51.0,64.0,0.0,0.0,4.0,13.0,7.0,15.0,1.0,0.0,1.0,1.0,14.0,3.7857142857142856,1.1428571428571428,3.642857142857143,4.571428571428571,0.0,0.2857142857142857,0.9285714285714286,0.5,1.0714285714285714,0.07142857142857142,0.0
3820,20028726,3.0,13.0,84.0,143.0,0.0,0.0,1.0,3.0,3.0,8.0,0.0,2.0,3.0,4.0,7.0,0.42857142857142855,1.8571428571428572,12.0,20.428571428571427,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.1428571428571428,0.0,0.2857142857142857
3821,20028741,93.0,1.0,27.0,250.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.2,0.06666666666666667,1.8,16.666666666666668,0.0,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0
3822,20028744,4.0,6.0,126.0,473.0,0.0,0.0,8.0,12.0,84.0,36.0,2.0,16.0,9.0,3.0,14.0,0.2857142857142857,0.42857142857142855,9.0,33.785714285714285,0.0,0.5714285714285714,0.8571428571428571,6.0,2.5714285714285716,0.14285714285714285,1.1428571428571428
3823,20028749,6.0,12.0,51.0,320.0,1.0,0.0,3.0,6.0,106.0,54.0,7.0,10.0,1.0,1.0,13.0,0.46153846153846156,0.9230769230769231,3.923076923076923,24.615384615384617,0.07692307692307693,0.23076923076923078,0.46153846153846156,8.153846153846153,4.153846153846154,0.5384615384615384,0.7692307692307693
3824,20028755,2.0,11.0,156.0,154.0,2.0,0.0,6.0,5.0,19.0,43.0,5.0,0.0,24.0,6.0,15.0,0.13333333333333333,0.7333333333333333,10.4,10.266666666666667,0.13333333333333333,0.4,0.3333333333333333,1.2666666666666666,2.8666666666666667,0.3333333333333333,0.0
3825,20028766,9.0,6.0,82.0,598.0,0.0,0.0,5.0,5.0,31.0,14.0,0.0,2.0,7.0,15.0,10.0,0.9,0.6,8.2,59.8,0.0,0.5,0.5,3.1,1.4,0.0,0.2
3826,20028767,51.0,19.0,252.0,320.0,2.0,0.0,3.0,38.0,291.0,69.0,2.0,1.0,25.0,5.0,15.0,3.4,1.2666666666666666,16.8,21.333333333333332,0.13333333333333333,0.2,2.533333333333333,19.4,4.6,0.13333333333333333,0.06666666666666667
3827,20028771,41.0,11.0,58.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.25,2.75,14.5,140.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828,20028772,62.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,6.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3829,20028786,26.0,14.0,95.0,348.0,2.0,4.0,1.0,46.0,101.0,97.0,2.0,55.0,29.0,3.0,15.0,1.7333333333333334,0.9333333333333333,6.333333333333333,23.2,0.13333333333333333,0.06666666666666667,3.066666666666667,6.733333333333333,6.466666666666667,0.13333333333333333,3.6666666666666665
3830,20028800,7.0,7.0,52.0,475.0,0.0,0.0,0.0,10.0,57.0,143.0,2.0,0.0,22.0,14.0,14.0,0.5,0.5,3.7142857142857144,33.92857142857143,0.0,0.0,0.7142857142857143,4.071428571428571,10.214285714285714,0.14285714285714285,0.0
3831,20028808,178.0,210.0,8.0,43.0,0.0,0.0,28.0,20.0,4.0,26.0,0.0,1.0,20.0,3.0,9.0,19.77777777777778,23.333333333333332,0.8888888888888888,4.777777777777778,0.0,3.111111111111111,2.2222222222222223,0.4444444444444444,2.888888888888889,0.0,0.1111111111111111
3832,20028810,7.0,7.0,55.0,218.0,0.0,0.0,1.0,0.0,91.0,55.0,4.0,11.0,25.0,4.0,14.0,0.5,0.5,3.9285714285714284,15.571428571428571,0.0,0.07142857142857142,0.0,6.5,3.9285714285714284,0.2857142857142857,0.7857142857142857
3833,20028812,4.0,7.0,53.0,225.0,0.0,0.0,0.0,9.0,12.0,31.0,0.0,0.0,36.0,5.0,10.0,0.4,0.7,5.3,22.5,0.0,0.0,0.9,1.2,3.1,0.0,0.0
3834,20028817,203.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,0.0,1.0,0.0,0.0,13.0,15.615384615384615,12.692307692307692,0.0,0.0,0.0,0.0,0.0,2.230769230769231,2.6923076923076925,0.0,0.07692307692307693
3835,20028819,38.0,8.0,7.0,181.0,1.0,0.0,0.0,15.0,19.0,36.0,1.0,6.0,19.0,1.0,14.0,2.7142857142857144,0.5714285714285714,0.5,12.928571428571429,0.07142857142857142,0.0,1.0714285714285714,1.3571428571428572,2.5714285714285716,0.07142857142857142,0.42857142857142855
3836,20028824,11.0,6.0,105.0,183.0,0.0,0.0,7.0,9.0,5.0,38.0,2.0,0.0,1.0,1.0,15.0,0.7333333333333333,0.4,7.0,12.2,0.0,0.4666666666666667,0.6,0.3333333333333333,2.533333333333333,0.13333333333333333,0.0
3837,20028830,1.0,1.0,7.0,60.0,0.0,0.0,0.0,5.0,4.0,17.0,0.0,0.0,8.0,1.0,7.0,0.14285714285714285,0.14285714285714285,1.0,8.571428571428571,0.0,0.0,0.7142857142857143,0.5714285714285714,2.4285714285714284,0.0,0.0
3838,20028832,11.0,6.0,39.0,82.0,0.0,0.0,16.0,27.0,3.0,27.0,0.0,8.0,29.0,2.0,8.0,1.375,0.75,4.875,10.25,0.0,2.0,3.375,0.375,3.375,0.0,1.0
3839,20028834,12.0,8.0,6.0,154.0,0.0,0.0,4.0,9.0,6.0,38.0,0.0,0.0,6.0,3.0,11.0,1.0909090909090908,0.7272727272727273,0.5454545454545454,14.0,0.0,0.36363636363636365,0.8181818181818182,0.5454545454545454,3.4545454545454546,0.0,0.0
3840,20028846,23.0,63.0,79.0,434.0,0.0,0.0,6.0,12.0,22.0,128.0,9.0,0.0,64.0,6.0,15.0,1.5333333333333334,4.2,5.266666666666667,28.933333333333334,0.0,0.4,0.8,1.4666666666666666,8.533333333333333,0.6,0.0
3841,20028852,6.0,13.0,30.0,56.0,1.0,5.0,0.0,46.0,25.0,32.0,0.0,0.0,40.0,2.0,15.0,0.4,0.8666666666666667,2.0,3.7333333333333334,0.06666666666666667,0.0,3.066666666666667,1.6666666666666667,2.1333333333333333,0.0,0.0
3842,20028853,3.0,3.0,144.0,551.0,0.0,0.0,85.0,88.0,44.0,95.0,0.0,1.0,78.0,2.0,15.0,0.2,0.2,9.6,36.733333333333334,0.0,5.666666666666667,5.866666666666666,2.933333333333333,6.333333333333333,0.0,0.06666666666666667
3843,20028856,6.0,5.0,8.0,129.0,0.0,0.0,0.0,21.0,99.0,10.0,4.0,4.0,24.0,2.0,10.0,0.6,0.5,0.8,12.9,0.0,0.0,2.1,9.9,1.0,0.4,0.4
3844,20028861,1.0,1.0,8.0,48.0,0.0,0.0,0.0,2.0,3.0,9.0,0.0,2.0,4.0,3.0,5.0,0.2,0.2,1.6,9.6,0.0,0.0,0.4,0.6,1.8,0.0,0.4
3845,20028863,8.0,1.0,23.0,126.0,0.0,0.0,2.0,3.0,79.0,15.0,0.0,6.0,51.0,12.0,15.0,0.5333333333333333,0.06666666666666667,1.5333333333333334,8.4,0.0,0.13333333333333333,0.2,5.266666666666667,1.0,0.0,0.4
3846,20028864,68.0,80.0,94.0,356.0,0.0,0.0,7.0,7.0,247.0,39.0,2.0,15.0,39.0,5.0,15.0,4.533333333333333,5.333333333333333,6.266666666666667,23.733333333333334,0.0,0.4666666666666667,0.4666666666666667,16.466666666666665,2.6,0.13333333333333333,1.0
3847,20028872,4.0,0.0,13.0,94.0,1.0,0.0,4.0,20.0,137.0,27.0,0.0,2.0,89.0,1.0,9.0,0.4444444444444444,0.0,1.4444444444444444,10.444444444444445,0.1111111111111111,0.4444444444444444,2.2222222222222223,15.222222222222221,3.0,0.0,0.2222222222222222
3848,20028903,9.0,10.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,1.8,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0
3849,20028935,2.0,0.0,189.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.13333333333333333,0.0,12.6,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
3850,20028936,12.0,0.0,25.0,133.0,0.0,0.0,0.0,1.0,49.0,27.0,0.0,4.0,32.0,4.0,10.0,1.2,0.0,2.5,13.3,0.0,0.0,0.1,4.9,2.7,0.0,0.4
3851,20028937,1.0,5.0,25.0,101.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,4.0,3.0,0.3333333333333333,1.6666666666666667,8.333333333333334,33.666666666666664,0.0,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
3852,20028938,9.0,17.0,55.0,108.0,1.0,0.0,4.0,3.0,51.0,74.0,0.0,1.0,15.0,5.0,12.0,0.75,1.4166666666666667,4.583333333333333,9.0,0.08333333333333333,0.3333333333333333,0.25,4.25,6.166666666666667,0.0,0.08333333333333333
3853,20028944,3.0,3.0,42.0,251.0,0.0,0.0,0.0,5.0,32.0,63.0,14.0,4.0,12.0,2.0,12.0,0.25,0.25,3.5,20.916666666666668,0.0,0.0,0.4166666666666667,2.6666666666666665,5.25,1.1666666666666667,0.3333333333333333
3854,20028954,2.0,2.0,2.0,8.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.4,1.6,0.0,0.0,0.8,1.0,0.4,0.0,0.0
3855,20028967,3.0,0.0,28.0,40.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,9.333333333333334,13.333333333333334,0.0,2.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0
3856,20028969,310.0,239.0,259.0,149.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,10.0,31.0,23.9,25.9,14.9,0.0,0.0,0.9,1.6,0.1,0.0,0.0
3857,20028977,8.0,11.0,27.0,276.0,0.0,0.0,43.0,49.0,17.0,26.0,1.0,6.0,44.0,2.0,11.0,0.7272727272727273,1.0,2.4545454545454546,25.09090909090909,0.0,3.909090909090909,4.454545454545454,1.5454545454545454,2.3636363636363638,0.09090909090909091,0.5454545454545454
3858,20028983,4.0,3.0,42.0,68.0,0.0,0.0,0.0,18.0,6.0,24.0,1.0,0.0,60.0,3.0,12.0,0.3333333333333333,0.25,3.5,5.666666666666667,0.0,0.0,1.5,0.5,2.0,0.08333333333333333,0.0
3859,20028984,9.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6428571428571429,0.0,1.8571428571428572,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,20028993,1.0,42.0,55.0,328.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,0.0,3.0,3.0,6.0,0.16666666666666666,7.0,9.166666666666666,54.666666666666664,0.0,0.0,0.5,0.16666666666666666,2.5,0.0,0.0
3861,20029013,2.0,3.0,8.0,8.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,3.0,1.0,8.0,0.25,0.375,1.0,1.0,0.0,0.0,0.25,0.125,1.25,0.0,0.0
3862,20029022,34.0,25.0,97.0,156.0,0.0,0.0,5.0,85.0,139.0,36.0,2.0,12.0,100.0,9.0,14.0,2.4285714285714284,1.7857142857142858,6.928571428571429,11.142857142857142,0.0,0.35714285714285715,6.071428571428571,9.928571428571429,2.5714285714285716,0.14285714285714285,0.8571428571428571
3863,20029025,11.0,4.0,108.0,361.0,0.0,0.0,1.0,5.0,5.0,25.0,0.0,0.0,3.0,3.0,9.0,1.2222222222222223,0.4444444444444444,12.0,40.111111111111114,0.0,0.1111111111111111,0.5555555555555556,0.5555555555555556,2.7777777777777777,0.0,0.0
3864,20029036,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0769230769230769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3865,20029048,8.0,17.0,145.0,629.0,0.0,0.0,1.0,16.0,41.0,80.0,0.0,0.0,4.0,5.0,15.0,0.5333333333333333,1.1333333333333333,9.666666666666666,41.93333333333333,0.0,0.06666666666666667,1.0666666666666667,2.7333333333333334,5.333333333333333,0.0,0.0
3866,20029058,5.0,0.0,25.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.3333333333333333,0.0,1.6666666666666667,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,20029065,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3868,20029066,76.0,201.0,30.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.333333333333332,67.0,10.0,107.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3869,20029076,12.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,5.0,14.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0
3870,20029080,3.0,26.0,26.0,210.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,5.0,0.6,5.2,5.2,42.0,0.0,0.0,0.0,4.4,0.2,0.0,0.0
3871,20029082,22.0,25.0,82.0,658.0,0.0,0.0,14.0,13.0,85.0,48.0,6.0,13.0,48.0,21.0,15.0,1.4666666666666666,1.6666666666666667,5.466666666666667,43.86666666666667,0.0,0.9333333333333333,0.8666666666666667,5.666666666666667,3.2,0.4,0.8666666666666667
3872,20029100,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3873,20029106,57.0,28.0,42.0,308.0,2.0,0.0,7.0,13.0,34.0,26.0,3.0,3.0,22.0,9.0,14.0,4.071428571428571,2.0,3.0,22.0,0.14285714285714285,0.5,0.9285714285714286,2.4285714285714284,1.8571428571428572,0.21428571428571427,0.21428571428571427
3874,20029122,1.0,21.0,34.0,178.0,0.0,0.0,0.0,3.0,6.0,13.0,0.0,0.0,0.0,0.0,8.0,0.125,2.625,4.25,22.25,0.0,0.0,0.375,0.75,1.625,0.0,0.0
3875,20029124,18.0,10.0,213.0,496.0,5.0,0.0,10.0,104.0,26.0,77.0,0.0,0.0,0.0,0.0,15.0,1.2,0.6666666666666666,14.2,33.06666666666667,0.3333333333333333,0.6666666666666666,6.933333333333334,1.7333333333333334,5.133333333333334,0.0,0.0
3876,20029125,2.0,11.0,37.0,87.0,0.0,0.0,56.0,1.0,1.0,11.0,1.0,2.0,15.0,2.0,6.0,0.3333333333333333,1.8333333333333333,6.166666666666667,14.5,0.0,9.333333333333334,0.16666666666666666,0.16666666666666666,1.8333333333333333,0.16666666666666666,0.3333333333333333
3877,20029126,5.0,4.0,59.0,210.0,1.0,0.0,5.0,87.0,113.0,41.0,2.0,3.0,0.0,0.0,14.0,0.35714285714285715,0.2857142857142857,4.214285714285714,15.0,0.07142857142857142,0.35714285714285715,6.214285714285714,8.071428571428571,2.9285714285714284,0.14285714285714285,0.21428571428571427
3878,20029134,3.0,8.0,15.0,119.0,0.0,0.0,1.0,11.0,13.0,11.0,3.0,0.0,23.0,2.0,11.0,0.2727272727272727,0.7272727272727273,1.3636363636363635,10.818181818181818,0.0,0.09090909090909091,1.0,1.1818181818181819,1.0,0.2727272727272727,0.0
3879,20029144,47.0,43.0,51.0,69.0,1.0,0.0,0.0,5.0,11.0,16.0,0.0,0.0,0.0,0.0,4.0,11.75,10.75,12.75,17.25,0.25,0.0,1.25,2.75,4.0,0.0,0.0
3880,20029145,10.0,2.0,53.0,162.0,0.0,0.0,1.0,25.0,51.0,26.0,0.0,3.0,0.0,0.0,15.0,0.6666666666666666,0.13333333333333333,3.533333333333333,10.8,0.0,0.06666666666666667,1.6666666666666667,3.4,1.7333333333333334,0.0,0.2
3881,20029148,2.0,10.0,57.0,148.0,0.0,0.0,0.0,6.0,34.0,50.0,0.0,5.0,7.0,6.0,11.0,0.18181818181818182,0.9090909090909091,5.181818181818182,13.454545454545455,0.0,0.0,0.5454545454545454,3.090909090909091,4.545454545454546,0.0,0.45454545454545453
3882,20029152,17.0,73.0,133.0,55.0,0.0,0.0,0.0,18.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,1.8888888888888888,8.11111111111111,14.777777777777779,6.111111111111111,0.0,0.0,2.0,0.1111111111111111,0.5555555555555556,0.0,0.0
3883,20029155,9.0,4.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,4.0,16.333333333333332,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
3884,20029162,3.0,6.0,56.0,250.0,2.0,2.0,5.0,24.0,4.0,43.0,3.0,1.0,10.0,1.0,15.0,0.2,0.4,3.7333333333333334,16.666666666666668,0.13333333333333333,0.3333333333333333,1.6,0.26666666666666666,2.8666666666666667,0.2,0.06666666666666667
3885,20029165,70.0,89.0,9.0,129.0,0.0,0.0,0.0,1.0,2.0,39.0,0.0,0.0,1.0,1.0,15.0,4.666666666666667,5.933333333333334,0.6,8.6,0.0,0.0,0.06666666666666667,0.13333333333333333,2.6,0.0,0.0
3886,20029166,12.0,5.0,82.0,305.0,0.0,0.0,10.0,15.0,93.0,90.0,1.0,8.0,21.0,8.0,15.0,0.8,0.3333333333333333,5.466666666666667,20.333333333333332,0.0,0.6666666666666666,1.0,6.2,6.0,0.06666666666666667,0.5333333333333333
3887,20029170,44.0,8.0,20.0,581.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.3846153846153846,0.6153846153846154,1.5384615384615385,44.69230769230769,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
3888,20029180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3889,20029181,10.0,10.0,40.0,126.0,1.0,0.0,8.0,39.0,27.0,16.0,4.0,3.0,13.0,2.0,10.0,1.0,1.0,4.0,12.6,0.1,0.8,3.9,2.7,1.6,0.4,0.3
3890,20029193,6.0,21.0,21.0,139.0,0.0,3.0,1.0,1.0,62.0,49.0,0.0,2.0,70.0,41.0,11.0,0.5454545454545454,1.9090909090909092,1.9090909090909092,12.636363636363637,0.0,0.09090909090909091,0.09090909090909091,5.636363636363637,4.454545454545454,0.0,0.18181818181818182
3891,20029194,4.0,3.0,5.0,163.0,0.0,0.0,2.0,15.0,38.0,51.0,3.0,2.0,39.0,7.0,12.0,0.3333333333333333,0.25,0.4166666666666667,13.583333333333334,0.0,0.16666666666666666,1.25,3.1666666666666665,4.25,0.25,0.16666666666666666
3892,20029213,6.0,6.0,62.0,244.0,0.0,0.0,0.0,2.0,52.0,40.0,1.0,12.0,20.0,7.0,13.0,0.46153846153846156,0.46153846153846156,4.769230769230769,18.76923076923077,0.0,0.0,0.15384615384615385,4.0,3.076923076923077,0.07692307692307693,0.9230769230769231
3893,20029222,48.0,27.0,68.0,200.0,1.0,8.0,32.0,78.0,140.0,46.0,0.0,3.0,0.0,0.0,15.0,3.2,1.8,4.533333333333333,13.333333333333334,0.06666666666666667,2.1333333333333333,5.2,9.333333333333334,3.066666666666667,0.0,0.2
3894,20029232,36.0,22.0,49.0,353.0,0.0,0.0,1.0,0.0,6.0,10.0,0.0,3.0,7.0,7.0,5.0,7.2,4.4,9.8,70.6,0.0,0.2,0.0,1.2,2.0,0.0,0.6
