login_count,play_time,max_level,playtime_per_day,abyss,sit_count,exp_get_amout,money_get_count,teleport_count,killed_by_pc,killed_by_npc,reborn_count,login_total_day,sit_count_perday,login_total_day,item_get_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,sit_count/play_time,killed_by_pc/play_time,killed_by_npc/play_time,total-party_time/play_time,teleport_count/play_time,play_time/login_count,exp_get_amount/play_time,playtime_per_day/login_total_day,max_level/login_count,reborn_count/login_count,sit_count/max_level,play_time/question_count,class,actor_account
42,117106,49,10646,0,179,195222270,1246,162,9,49,47,11,16.27272727,11,154.9090909,113.2727273,0.181818182,14.72727273,17919,0.00152853,7.69E-05,0.000418424,0.153015217,0.001383362,2788.238095,1667.056086,967.8181818,1.166666667,1.119047619,3.653061224,9008.153846,0,20031582
19,174075,29,12433.92857,0,150,28130345,1916,154,8,42,44,14,10.71428571,14,1386.357143,136.8571429,0.071428571,11,9952,0.000861698,4.60E-05,0.000241275,0.05717076,0.000884676,9161.842105,161.5989947,888.137755,1.526315789,2.315789474,5.172413793,2352.364865,0,20031615
61,211119,0,16239.92308,0,0,0,103,35,0,0,0,13,0,13,1477.076923,7.923076923,0,2.692307692,0,0,0,0,0,0.000165783,3460.967213,0,1249.224852,0,0,0,0,0,20031620
65,132573,22,8838.2,0,70,13648786,325,160,51,24,56,15,4.666666667,15,2069.8,21.66666667,0.533333333,10.66666667,2604,0.000528011,0.000384694,0.000181032,0.019642009,0.001206882,2039.584615,102.9529844,589.2133333,0.338461538,0.861538462,3.181818182,2501.377358,0,20031630
9,95204,23,15867.33333,0,69,7898848,487,110,3,27,27,6,11.5,6,534.6666667,81.16666667,0,18.33333333,650,0.000724759,3.15E-05,0.000283602,0.006827444,0.001155414,10578.22222,82.9676064,2644.555555,2.555555556,3,3,1107.023256,0,20031632
192,517034,38,39771.84615,0,415,331909980,3345,458,95,128,150,13,31.92307692,13,3735.923077,257.3076923,0,35.23076923,39184,0.000802655,0.00018374,0.000247566,0.075786119,0.000885822,2692.885417,641.9500072,3059.372781,0.197916667,0.78125,10.92105263,2509.873786,0,20031640
39,925188,0,71168.30769,0,117,19682966,3590,63,0,7,7,13,9,13,8710.538462,276.1538462,0,4.846153846,0,0.000126461,0,7.57E-06,0,6.81E-05,23722.76923,21.27455825,5474.485207,0,0.179487179,0,0,1,20031647
31,219428,31,19948,0,103,42360557,1457,140,10,16,21,11,9.363636364,11,9695.181818,132.4545455,0.090909091,12.72727273,10811,0.000469402,4.56E-05,7.29E-05,0.049269009,0.000638022,7078.322581,193.0499161,1813.454545,1,0.677419355,3.322580645,1397.630573,0,20031655
6,19617,0,4904.25,0,57,18074231,166,36,26,0,16,4,14.25,4,23,41.5,0,9,2296,0.002905643,0.001325381,0,0.117041342,0.001835143,3269.5,921.355508,1226.0625,0,2.666666667,0,0,0,20031662
183,262141,0,17476.06667,0,82,301862618,2686,351,97,55,69,15,5.466666667,15,3619.266667,179.0666667,0,23.4,47682,0.000312809,0.00037003,0.000209811,0.181894477,0.001338974,1432.464481,1151.527682,1165.071111,0,0.37704918,0,3855.014706,0,20031668
73,270644,33,18042.93333,0,65,258227858,2823,295,28,32,40,15,4.333333333,15,895.6,188.2,0,19.66666667,21388,0.000240168,0.000103457,0.000118237,0.079026322,0.001089993,3707.452055,954.1237123,1202.862222,0.452054795,0.547945205,1.96969697,2255.366667,0,20031732
9,59516,0,11903.2,370,72,38274020,556,101,35,2,20,5,14.4,5,2541.8,111.2,0.4,20.2,6594,0.001209759,0.000588077,3.36E-05,0.110793736,0.001697023,6612.888889,643.0879091,2380.64,0,2.222222222,0,299.0753769,0,20031744
121,640774,50,42718.26667,0,582,557021665,4839,909,247,179,296,15,38.8,15,1450.6,322.6,0.666666667,60.6,139312,0.000908277,0.000385471,0.00027935,0.217412067,0.001418597,5295.652893,869.2950479,2847.884445,0.41322314,2.446280992,11.64,1507.703529,0,20031752
7,25337,22,12668.5,0,4,3834880,55,34,0,4,4,2,2,2,899,27.5,0,17,135,0.000157872,0,0.000157872,0.005328176,0.001341911,3619.571429,151.3549355,6334.25,3.142857143,0.571428571,0.181818182,817.3225806,0,20031754
81,262723,50,29191.44444,0,125,336579190,3459,301,45,64,65,9,13.88888889,9,330.8888889,384.3333333,0,33.44444444,71389,0.000475786,0.000171283,0.000243603,0.271727256,0.001145693,3243.493827,1281.118098,3243.493827,0.617283951,0.802469136,2.5,1354.242268,0,20031759
12,82467,50,27489,0,211,115633850,1062,109,1,19,19,3,70.33333333,3,314.3333333,354,0,36.33333333,18433,0.002558599,1.21E-05,0.000230395,0.223519711,0.001321741,6872.25,1402.183298,9163,4.166666667,1.583333333,4.22,1212.75,0,20031783
35,120860,5,12086,0,24,110381764,841,137,65,26,49,10,2.4,10,1901.2,84.1,0.1,13.7,23489,0.000198577,0.000537812,0.000215125,0.194348833,0.001133543,3453.142857,913.3026973,1208.6,0.142857143,1.4,4.8,710.9411765,0,20031792
41,216122,0,16624.76923,0,90,193675509,1132,209,4,68,41,13,6.923076923,13,3329,87.07692308,0,16.07692308,6038,0.000416431,1.85E-05,0.000314637,0.027937924,0.000967046,5271.268293,896.139722,1278.828402,0,1,0,16624.76923,0,20031799
154,465683,31,31045.53333,0,632,81522859,2841,410,19,31,41,15,42.13333333,15,1116.6,189.4,0,27.33333333,40243,0.001357146,4.08E-05,6.66E-05,0.086417155,0.000880427,3023.915584,175.060844,2069.702222,0.201298701,0.266233766,20.38709677,577.7704715,0,20031805
138,344088,35,24577.71429,0,559,131802233,2398,489,59,72,108,14,39.92857143,14,7664.857143,171.2857143,0.785714286,34.92857143,34510,0.001624584,0.000171468,0.000209249,0.100294111,0.001421148,2493.391304,383.0480371,1755.551021,0.253623188,0.782608696,15.97142857,4196.195122,0,20031821
108,191492,43,14730.15385,0,313,232400608,1405,305,26,38,40,13,24.07692308,13,4905,108.0769231,0,23.46153846,28448,0.001634533,0.000135776,0.000198442,0.148559731,0.001592756,1773.074074,1213.630898,1133.088758,0.398148148,0.37037037,7.279069767,6839,0,20031839
70,960326,42,73871.23077,0,7452,301049547,2162,158,88,50,115,13,573.2307692,13,4544.538462,166.3076923,0,12.15384615,0,0.007759865,9.16E-05,5.21E-05,0,0.000164527,13718.94286,313.4868232,5682.402367,0.6,1.642857143,177.4285714,320108.6667,1,20031850
8,24890,8,3555.714286,0,63,145981,152,19,0,13,12,7,9,7,146.2857143,21.71428571,0,2.714285714,0,0.002531137,0,0.000522298,0,0.000763359,3111.25,5.865046203,507.9591837,1,1.5,7.875,777.8125,0,20031857
39,177083,43,13621.76923,0,183,152373164,2458,275,25,82,83,13,14.07692308,13,573.3076923,189.0769231,0,21.15384615,22180,0.001033414,0.000141177,0.00046306,0.125252,0.001552944,4540.589744,860.4618399,1047.828402,1.102564103,2.128205128,4.255813953,6558.62963,0,20031921
454,522107,0,34807.13333,16,546,691608146,6384,709,166,249,192,15,36.4,15,16290.2,425.6,0,47.26666667,39046,0.001045763,0.000317942,0.000476914,0.074785437,0.001357959,1150.015419,1324.648292,2320.475555,0,0.422907489,0,628.2876053,0,20031933
26,82888,10,7535.272727,0,53,64774205,745,71,17,6,15,11,4.818181818,11,177.5454545,67.72727273,0,6.454545455,80,0.000639417,0.000205096,7.24E-05,0.000965158,0.000856578,3188,781.4666176,685.0247934,0.384615385,0.576923077,5.3,1841.955556,0,20031944
79,131434,47,9388.142857,0,106,199346859,1627,163,9,34,24,14,7.571428571,14,337.7857143,116.2142857,0,11.64285714,28647,0.000806488,6.85E-05,0.000258685,0.217957302,0.001240166,1663.721519,1516.706933,670.5816326,0.594936709,0.303797468,2.255319149,326.9502488,0,20031957
78,784607,0,52307.13333,0,642,781924409,8445,1109,496,243,433,15,42.8,15,15119.2,563,0.2,73.93333333,101144,0.000818244,0.000632164,0.000309709,0.128910397,0.001413446,10059.0641,996.5809749,3487.142222,0,5.551282051,0,1329.842373,0,20031964
128,388561,46,27754.35714,0,36,133295568,953,302,10,7,13,14,2.571428571,14,2589.642857,68.07142857,0,21.57142857,68074,9.26E-05,2.57E-05,1.80E-05,0.175195143,0.000777227,3035.632813,343.0492715,1982.454081,0.359375,0.1015625,0.782608696,2246.017341,0,20031977
8,65522,19,9360.285714,0,43,4116820,575,45,0,12,14,7,6.142857143,7,369.2857143,82.14285714,0,6.428571429,6201,0.000656268,0,0.000183145,0.094639968,0.000686792,8190.25,62.83111016,1337.183673,2.375,1.75,2.263157895,520.015873,0,20031982
46,407914,0,31378,0,616,321182021,2420,381,15,72,62,13,47.38461538,13,440,186.1538462,0.230769231,29.30769231,95242,0.001510122,3.68E-05,0.000176508,0.23348549,0.00093402,8867.695652,787.3768025,2413.692308,0,1.347826087,0,7998.313725,0,20031994
20,1057412,50,81339.38462,0,1528,1060865962,221,89,0,29,29,13,117.5384615,13,3346.076923,17,0,6.846153846,0,0.001445038,0,2.74E-05,0,8.42E-05,52870.6,1003.26643,6256.87574,2.5,1.45,30.56,1128.508004,0,20031996
18,1063182,0,70878.8,0,843,742249331,4823,164,0,63,54,15,56.2,15,4624.066667,321.5333333,0,10.93333333,104466,0.000792903,0,5.93E-05,0.098257871,0.000154254,59065.66667,698.1394822,4725.253333,0,3,0,2160.939024,0,20031998
23,253856,31,23077.81818,0,803,42458632,1064,140,21,38,51,11,73,11,473.8181818,96.72727273,0.090909091,12.72727273,2569,0.003163211,8.27E-05,0.000149691,0.010119911,0.000551494,11037.21739,167.2547901,2097.983471,1.347826087,2.217391304,25.90322581,3022.095238,1,20031999
51,309059,0,25754.91667,0,295,373808775,3130,396,69,152,128,12,24.58333333,12,1504,260.8333333,0,33,50892,0.00095451,0.000223258,0.000491815,0.164667588,0.001281309,6059.980392,1209.506195,2146.243056,0,2.509803922,0,4415.128571,0,20032002
29,187711,26,14439.30769,0,428,18917826,1298,147,1,55,59,13,32.92307692,13,479.5384615,99.84615385,0,11.30769231,13399,0.002280101,5.33E-06,0.000293004,0.071381006,0.000783119,6472.793103,100.781659,1110.715976,0.896551724,2.034482759,16.46153846,938.555,0,20032005
28,96324,45,8756.727273,0,60,209676777,987,96,6,28,32,11,5.454545455,11,4320.545455,89.72727273,0,8.727272727,28569,0.000622898,6.23E-05,0.000290686,0.296592749,0.000996636,3440.142857,2176.78644,796.0661157,1.607142857,1.142857143,1.333333333,935.184466,0,20032019
19,224898,9,56224.5,0,161,4579968,20611,70,0,3,3,4,40.25,4,6372.75,5152.75,0,17.5,0,0.00071588,0,1.33E-05,0,0.000311252,11836.73684,20.36464531,14056.125,0.473684211,0.157894737,17.88888889,112449,1,20032045
18,71090,40,8886.25,0,157,65249700,728,73,9,27,31,8,19.625,8,2254.125,91,0,9.125,10001,0.002208468,0.0001266,0.0003798,0.140680827,0.001026867,3949.444444,917.8463919,1110.78125,2.222222222,1.722222222,3.925,1870.789474,0,20032056
3,12353,0,4117.666667,0,27,11111935,58,25,2,2,4,3,9,3,13.33333333,19.33333333,0,8.333333333,0,0.002185704,0.000161904,0.000161904,0,0.0020238,4117.666667,899.5333117,1372.555556,0,1.333333333,0,12353,0,20032064
70,245793,38,18907.15385,0,82,122099783,2063,186,35,21,36,13,6.307692308,13,2435.538462,158.6923077,0,14.30769231,6877,0.000333614,0.000142396,8.54E-05,0.027978828,0.000756734,3511.328571,496.7585855,1454.39645,0.542857143,0.514285714,2.157894737,8193.1,0,20032067
10,197155,31,49288.75,0,864,38226936,1093,40,5,6,15,4,216,4,3544.5,273.25,0,10,0,0.004382339,2.54E-05,3.04E-05,0,0.000202886,19715.5,193.8928052,12322.1875,3.1,1.5,27.87096774,21906.11111,1,20032077
97,944079,10,78673.25,0,376,10182450,56078,233,0,75,75,12,31.33333333,12,5610.166667,4673.166667,0,19.41666667,0,0.000398272,0,7.94E-05,0,0.000246801,9732.773196,10.78559104,6556.104167,0.103092784,0.773195876,37.6,134868.4286,1,20032083
21,918014,34,76501.16667,0,1599,125992423,25098,999,499,66,874,12,133.25,12,9667.333333,2091.5,0,83.25,0,0.001741804,0.000543565,7.19E-05,0,0.001088219,43714.95238,137.2445551,6375.097223,1.619047619,41.61904762,47.02941176,445.2056256,1,20032089
44,432475,39,39315.90909,0,326,106388289,78,152,118,7,102,11,29.63636364,11,963.2727273,7.090909091,0,13.81818182,9683,0.000753801,0.000272848,1.62E-05,0.022389734,0.000351465,9828.977273,245.9987028,3574.173554,0.886363636,2.318181818,8.358974359,0,0,20032108
45,154752,0,15475.2,0,397,121176173,1193,152,58,24,58,10,39.7,10,1480.7,119.3,0.4,15.2,16308,0.002565395,0.000374793,0.000155087,0.105381514,0.000982217,3438.933333,783.0346167,1547.52,0,1.288888889,0,1887.219512,0,20032109
4,14684,15,4894.666667,0,64,699402,75,18,0,3,3,3,21.33333333,3,2276.333333,25,0,6,5206,0.004358485,0,0.000204304,0.354535549,0.001225824,3671,47.63020975,1631.555556,3.75,0.75,4.266666667,489.4666667,0,20032117
19,1084329,0,72288.6,0,523,943448361,10902,239,0,149,114,15,34.86666667,15,4824.333333,726.8,0,15.93333333,0,0.000482326,0,0.000137412,0,0.000220413,57069.94737,870.0757436,4819.24,0,6,0,11535.41489,0,20032149
101,162503,35,11607.35714,0,195,59984265,1657,263,65,48,85,14,13.92857143,14,3027.642857,118.3571429,0,18.78571429,24564,0.001199978,0.000399993,0.000295379,0.151160286,0.001618432,1608.940594,369.1271238,829.0969386,0.346534653,0.841584158,5.571428571,1911.8,0,20032150
18,130838,25,18691.14286,0,73,14494723,903,91,14,15,24,7,10.42857143,7,11712.71429,129,0.714285714,13,2754,0.000557942,0.000107003,0.000114646,0.021048931,0.000695517,7268.777778,110.7837402,2670.163266,1.388888889,1.333333333,2.92,387.0946746,0,20032164
45,175669,0,11711.26667,0,619,117108463,995,317,193,22,114,15,41.26666667,15,846.7333333,66.33333333,0.066666667,21.13333333,15836,0.003523672,0.001098657,0.000125236,0.09014681,0.00180453,3903.755556,666.6427372,780.7511113,0,2.533333333,0,6756.5,0,20032171
42,357395,0,25528.21429,213,292,132292156,2810,679,161,153,341,14,20.85714286,14,7924.857143,200.7142857,0.285714286,48.5,66757,0.000817023,0.000450482,0.000428098,0.186787728,0.001899859,8509.404762,370.1567062,1823.443878,0,8.119047619,0,1236.6609,0,20032185
21,56070,17,5607,0,7,2195828,330,49,0,9,7,10,0.7,10,96.4,33,0,4.9,5160,0.000124844,0,0.000160514,0.092027822,0.000873908,2670,39.16226146,560.7,0.80952381,0.333333333,0.411764706,789.7183099,0,20032195
36,1189315,0,79287.66667,0,569,789153351,13772,497,84,444,370,15,37.93333333,15,2453.333333,918.1333333,0,33.13333333,970869,0.000478427,7.06E-05,0.000373324,0.816326205,0.000417888,33036.52778,663.5360279,5285.844445,0,10.27777778,0,1475.576923,0,20032202
147,448030,43,34463.84615,0,364,281347581,3537,620,60,107,124,13,28,13,2042.076923,272.0769231,0.384615385,47.69230769,84171,0.000812446,0.00013392,0.000238823,0.187869116,0.001383836,3047.823129,627.965942,2651.065088,0.292517007,0.843537415,8.465116279,3223.23741,0,20032206
12,46045,0,7674.166667,0,20,50977811,686,66,6,7,6,6,3.333333333,6,348.5,114.3333333,0,11,7985,0.000434358,0.000130307,0.000152025,0.173417309,0.00143338,3837.083333,1107.13022,1279.027778,0,0.5,0,2192.619048,0,20032208
40,280333,29,20023.78571,0,85,154315236,1583,149,54,47,67,14,6.071428571,14,6085.071429,113.0714286,0,10.64285714,40199,0.000303211,0.000192628,0.000167658,0.143397317,0.000531511,7008.325,550.4711754,1430.270408,0.725,1.675,2.931034483,2002.378571,0,20032212
8,42640,16,7106.666667,0,342,1359482,209,24,0,10,11,6,57,6,80.16666667,34.83333333,0,4,885,0.008020638,0,0.000234522,0.020755159,0.000562852,5330,31.88278612,1184.444445,2,1.375,21.375,2244.210526,0,20032218
10,132915,39,14768.33333,0,97,98112253,554,110,2,39,33,9,10.77777778,9,111.3333333,61.55555556,0,12.22222222,33735,0.00072979,1.50E-05,0.000293421,0.253808825,0.000827597,13291.5,738.1578678,1640.925926,3.9,3.3,2.487179487,16614.375,0,20032223
28,1088892,0,77778,0,2248,1262662323,38025,31,0,5,5,14,160.5714286,14,8567.142857,2716.071429,0,2.214285714,0,0.002064484,0,4.59E-06,0,2.85E-05,38889,1159.584535,5555.571429,0,0.178571429,0,175.4014175,0,20032227
65,587599,0,41971.35714,0,630,38614133,865,572,162,44,310,14,45,14,3012.714286,61.78571429,0.571428571,40.85714286,53444,0.00107216,0.000275698,7.49E-05,0.090953184,0.000973453,9039.984615,65.71511013,2997.954081,0,4.769230769,0,53418.09091,0,20032239
200,943193,34,62879.53333,0,418,264977495,2652,447,60,55,80,15,27.86666667,15,9550.666667,176.8,0,29.8,45024,0.000443175,6.36E-05,5.83E-05,0.047735723,0.000473922,4715.965,280.9366641,4191.968889,0.17,0.4,12.29411765,9431.93,0,20032243
12,34500,0,6900,0,13,5623149,21,12,0,0,0,5,2.6,5,3776.4,4.2,0,2.4,1870,0.000376812,0,0,0.054202899,0.000347826,2875,162.9898261,1380,0,0,0,226.9736842,0,20032250
124,295573,0,24631.08333,0,187,430578727,4282,350,53,79,90,12,15.58333333,12,4401.333333,356.8333333,0,29.16666667,58681,0.000632669,0.000179313,0.000267277,0.198533019,0.001184141,2383.653226,1456.759335,2052.590278,0,0.725806452,0,1485.291457,0,20032259
42,100660,0,6710.666667,0,46,146375828,2074,142,18,23,25,15,3.066666667,15,66.33333333,138.2666667,0,9.466666667,14274,0.000456984,0.00017882,0.000228492,0.141804093,0.001410689,2396.666667,1454.160819,447.3777778,0,0.595238095,0,1935.769231,0,20032267
4,167323,29,55774.33333,0,335,34223709,5475,86,0,18,49,3,111.6666667,3,4426.333333,1825,0,28.66666667,0,0.002002116,0,0.000107576,0,0.000513976,41830.75,204.5367881,18591.44444,7.25,12.25,11.55172414,23903.28571,1,20032272
97,244726,44,18825.07692,0,467,207124193,2513,366,34,57,61,13,35.92307692,13,1010.461538,193.3076923,0.076923077,28.15384615,4341,0.001908257,0.000138931,0.000232914,0.017738205,0.00149555,2522.948454,846.3514012,1448.08284,0.453608247,0.628865979,10.61363636,2375.980583,0,20032338
80,396755,24,26450.33333,0,264,322406388,4156,514,78,83,103,15,17.6,15,1475.733333,277.0666667,0.333333333,34.26666667,44898,0.000665398,0.000196595,0.000209197,0.113163035,0.00129551,4959.4375,812.6082545,1763.355555,0.3,1.2875,11,7347.314815,0,20032357
22,997130,32,76702.30769,0,189,53245141,18,246,91,113,189,13,14.53846154,13,3588.384615,1.384615385,0,18.92307692,0,0.000189544,9.13E-05,0.000113325,0,0.000246708,45324.09091,53.39839439,5900.177515,1.454545455,8.590909091,5.90625,997130,1,20032404
5,23302,13,7767.333333,0,31,697320,223,34,0,2,1,3,10.33333333,3,246,74.33333333,0,11.33333333,0,0.001330358,0,8.58E-05,0,0.001459102,4660.4,29.9253283,2589.111111,2.6,0.2,2.384615385,284.1707317,0,20032420
3,14632,7,7316,0,48,81504,235,8,0,5,5,2,24,2,105.5,117.5,0,4,0,0.003280481,0,0.000341717,0,0.000546747,4877.333333,5.570256971,3658,2.333333333,1.666666667,6.857142857,2090.285714,0,20032458
88,663566,0,44237.73333,353,205,689474085,6133,775,249,197,246,15,13.66666667,15,1694.066667,408.8666667,0.133333333,51.66666667,54855,0.000308937,0.000375245,0.000296881,0.082666984,0.001167932,7540.522727,1039.04372,2949.182222,0,2.795454545,0,3334.502513,0,20032474
109,406814,38,27120.93333,0,657,303450221,4010,562,90,132,154,15,43.8,15,2287.2,267.3333333,0.066666667,37.46666667,17835,0.001614989,0.000221231,0.000324473,0.043840674,0.001381467,3732.238532,745.9188253,1808.062222,0.348623853,1.412844037,17.28947368,2187.172043,0,20032483
82,236508,36,15767.2,0,579,100592248,1173,283,8,39,39,15,38.6,15,9615.066667,78.2,0,18.86666667,25450,0.00244812,3.38E-05,0.000164899,0.107607354,0.001196577,2884.243902,425.3228136,1051.146667,0.43902439,0.475609756,16.08333333,1907.322581,0,20032489
574,1209249,0,80616.6,0,1261,140682849,769,180,96,70,135,15,84.06666667,15,3931.6,51.26666667,0,12,118,0.001042796,7.94E-05,5.79E-05,9.76E-05,0.000148853,2106.705575,116.3390245,5374.44,0,0.235191638,0,0,0,20032515
228,576998,0,38466.53333,0,492,559887757,6420,975,318,118,277,15,32.8,15,1050.133333,428,0,65,101404,0.000852689,0.000551128,0.000204507,0.17574411,0.001689781,2530.692982,970.3460965,2564.435555,0,1.214912281,0,1373.804762,0,20032531
53,1110809,0,74053.93333,312,1,5318058,1,261,5,0,117,15,0.066666667,15,77.13333333,0.066666667,0.266666667,17.4,158303,9.00E-07,4.50E-06,0,0.142511449,0.000234964,20958.66038,4.787553936,4936.928889,0,2.20754717,0,1110809,0,20032554
2048,198007,0,13200.46667,0,0,0,762,0,0,0,0,15,0,15,0,50.8,0,0,0,0,0,0,0,0,96.68310547,0,880.0311113,0,0,0,0,0,20032559
21,1072422,0,71494.8,0,2171,1037762925,8411,236,0,9,7,15,144.7333333,15,3769.466667,560.7333333,0,15.73333333,0,0.00202439,0,8.39E-06,0,0.000220063,51067.71429,967.6814957,4766.32,0,0.333333333,0,1177.192097,0,20032577
185,817529,30,54501.93333,0,1014,434540034,5196,766,79,75,130,15,67.6,15,7549.266667,346.4,0.133333333,51.06666667,98558,0.001240323,9.66E-05,9.17E-05,0.120555968,0.00093697,4419.075676,531.5285868,3633.462222,0.162162162,0.702702703,33.8,1233.075415,0,20032588
9,49455,0,16485,0,55,12608523,195,45,22,12,23,3,18.33333333,3,3379.666667,65,0.333333333,15,9325,0.001112122,0.000444849,0.000242645,0.188555252,0.000909918,5495,254.9494086,5495,0,2.555555556,0,49455,0,20032594
15,82286,41,8228.6,0,22,48520542,1164,114,14,19,23,10,2.2,10,994.1,116.4,0,11.4,18082,0.00026736,0.000170138,0.000230902,0.219745765,0.001385412,5485.733333,589.6573172,822.86,2.733333333,1.533333333,0.536585366,3164.846154,0,20032599
14,98107,26,8175.583333,0,77,11107447,341,60,1,11,13,12,6.416666667,12,159,28.41666667,0.083333333,5,2075,0.000784857,1.02E-05,0.000112122,0.021150377,0.000611577,7007.642857,113.2176807,681.2986111,1.857142857,0.928571429,2.961538462,1226.3375,0,20032627
9,35833,42,5972.166667,0,118,66001781,589,50,3,40,34,6,19.66666667,6,41.16666667,98.16666667,0,8.333333333,13601,0.003293054,8.37E-05,0.001116289,0.379566322,0.001395362,3981.444444,1841.927302,995.3611112,4.666666667,3.777777778,2.80952381,5119,0,20032633
5,16067,7,8033.5,0,4,86903,389,8,0,7,5,2,2,2,153.5,194.5,0,4,0,0.000248957,0,0.000435676,0,0.000497915,3213.4,5.408788199,4016.75,1.4,1,0.571428571,2008.375,0,20032644
3,14742,0,7371,0,3,12004544,176,29,0,1,1,2,1.5,2,263,88,0,14.5,0,0.0002035,0,6.78E-05,0,0.001967169,4914,814.309049,3685.5,0,0.333333333,0,4914,0,20032666
73,305318,0,21808.42857,0,311,368972921,4624,476,267,55,194,14,22.21428571,14,793.4285714,330.2857143,0.214285714,34,25721,0.00101861,0.000874498,0.00018014,0.084243314,0.00155903,4182.438356,1208.487285,1557.744898,0,2.657534247,0,957.1097179,0,20032696
9,35458,14,7091.6,0,124,1105638,220,28,0,6,7,5,24.8,5,152.4,44,0,5.6,0,0.003497095,0,0.000169214,0,0.000789667,3939.777778,31.18162333,1418.32,1.555555556,0.777777778,8.857142857,513.884058,0,20032700
227,590251,0,39350.06667,0,178,602473968,7357,819,221,96,172,15,11.86666667,15,8007.466667,490.4666667,0,54.6,23327,0.000301567,0.000374417,0.000162643,0.039520475,0.001387545,2600.22467,1020.708085,2623.337778,0,0.757709251,0,1612.70765,0,20032721
133,310168,47,22154.85714,0,221,389188052,2804,412,52,134,107,14,15.78571429,14,1022.071429,200.2857143,0,29.42857143,22208,0.000712517,0.000167651,0.000432024,0.071599907,0.001328312,2332.090226,1254.765327,1582.489796,0.353383459,0.804511278,4.70212766,2542.360656,0,20032738
31,321955,33,24765.76923,0,168,61398557,1422,318,39,109,118,13,12.92307692,13,490.9230769,109.3846154,0.461538462,24.46153846,43298,0.000521812,0.000121135,0.000338557,0.134484633,0.000987716,10385.64516,190.7053998,1905.059172,1.064516129,3.806451613,5.090909091,1443.744395,0,20032741
12,111321,37,11132.1,0,157,56298904,100,87,0,32,21,10,15.7,10,232.1,10,0,8.7,26884,0.001410336,0,0.000287457,0.241499807,0.000781524,9276.75,505.734803,1113.21,3.083333333,1.75,4.243243243,55660.5,0,20032762
138,324051,6,21603.4,0,187,341973508,2443,466,27,88,85,15,12.46666667,15,8079.8,162.8666667,0.133333333,31.06666667,41550,0.00057707,8.33E-05,0.000271562,0.128220558,0.001438045,2348.195652,1055.307677,1440.226667,0.043478261,0.615942029,31.16666667,1453.143498,0,20032783
32,96607,0,8782.454545,0,15,80006210,570,138,51,14,39,11,1.363636364,11,253.5454545,51.81818182,0.090909091,12.54545455,7549,0.000155268,0.000527912,0.000144917,0.078141336,0.001428468,3018.96875,828.1616239,798.4049586,0,1.21875,0,5367.055556,0,20032789
57,144325,38,10308.92857,0,140,88464639,1348,124,10,68,31,14,10,14,1159.785714,96.28571429,0,8.857142857,4795,0.000970033,6.93E-05,0.000471159,0.033223627,0.000859172,2532.017544,612.9543669,736.3520407,0.666666667,0.543859649,3.684210526,653.0542986,0,20032797
31,142980,34,14298,0,249,46990335,101,135,10,63,58,10,24.9,10,120.6,10.1,0,13.5,20377,0.001741502,6.99E-05,0.000440621,0.142516436,0.000944188,4612.258065,328.6497063,1429.8,1.096774194,1.870967742,7.323529412,35745,0,20032812
130,420967,43,28064.46667,0,404,138246121,2154,380,14,125,120,15,26.93333333,15,224.6,143.6,0,25.33333333,86162,0.000959695,3.33E-05,0.000296935,0.204676376,0.000902684,3238.207692,328.401326,1870.964445,0.330769231,0.923076923,9.395348837,2535.945783,0,20032823
40,297440,42,19829.33333,0,487,181973456,4197,749,169,127,218,15,32.46666667,15,14168.33333,279.8,0.666666667,49.93333333,62416,0.001637305,0.000568182,0.000426977,0.209844002,0.002518155,7436,611.7988704,1321.955555,1.05,5.45,11.5952381,3380,0,20032834
31,191519,32,13679.92857,0,181,44725226,1014,161,5,38,31,14,12.92857143,14,205.7142857,72.42857143,0,11.5,16269,0.000945076,2.61E-05,0.000198414,0.084947185,0.000840648,6178.032258,233.528924,977.137755,1.032258065,1,5.65625,1841.528846,0,20032853
44,260318,0,17354.53333,0,107,31827319,1688,162,7,33,17,15,7.133333333,15,2753.6,112.5333333,0,10.8,3791,0.000411036,2.69E-05,0.000126768,0.014562958,0.000622316,5916.318182,122.2632281,1156.968889,0,0.386363636,0,923.1134752,0,20032857
33,94685,0,6763.214286,0,10,94519167,1112,95,7,4,8,14,0.714285714,14,2041.142857,79.42857143,0,6.785714286,0,0.000105613,7.39E-05,4.22E-05,0,0.001003327,2869.242424,998.2485821,483.0867347,0,0.242424242,0,2058.369565,0,20032860
24,1037400,41,69160,0,9338,280609727,318,242,124,80,179,15,622.5333333,15,1543.4,21.2,0,16.13333333,54708,0.00900135,0.00011953,7.71E-05,0.052735685,0.000233275,43225,270.4932784,4610.666667,1.708333333,7.458333333,227.7560976,207480,0,20032864
82,320640,6,24664.61538,0,54,312952155,2074,467,106,110,128,13,4.153846154,13,1931.307692,159.5384615,0.153846154,35.92307692,21476,0.000168413,0.000330589,0.000343064,0.066978543,0.001456462,3910.243902,976.0234375,1897.278106,0.073170732,1.56097561,9,2258.028169,0,20032875
37,174971,39,14580.91667,0,244,127404622,1440,153,16,26,37,12,20.33333333,12,5274.583333,120,0,12.75,1644,0.001394517,9.14E-05,0.000148596,0.009395843,0.000874431,4728.945946,728.1470758,1215.076389,1.054054054,1,6.256410256,961.3791209,0,20032890
