actor_account,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday
20013454,153,10380417,11859,0,408,0,0,2,23,138,27,260,6,25.5,1976.5,0,68,0,23
20013460,75,191785703,1803,0,1889,0,0,9,74,166,48,35,11,6.818181818,163.9090909,0,171.7272727,0,15.09090909
20013462,129,342869607,10363,0,3391,336,1,8,15,311,15,412,14,9.214285714,740.2142857,0,242.2142857,0.071428571,22.21428571
20013463,184,557454357,60801,0,6468,117,8,128,69,573,93,1411,15,12.26666667,4053.4,0,431.2,0.533333333,38.2
20013466,319,118054598,70919,0,514,0,0,16,42,244,45,554,12,26.58333333,5909.916667,0,42.83333333,0,20.33333333
20013471,1,97034,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1
20013473,37,1313396571,29081,0,22769,0,0,0,3,35,2,3062,15,2.466666667,1938.733333,0,1517.933333,0,2.333333333
20013474,7,38890888,33294,0,30,0,0,1,0,56,3,0,6,1.166666667,5549,0,5,0,9.333333333
20013479,10096,349983410,42819,0,11394,0,0,232,157,670,580,6,13,776.6153846,3293.769231,0,876.4615385,0,51.53846154
20013480,62,294470,308,0,143,0,0,0,7,20,7,40,2,31,154,0,71.5,0,10
20013491,7,119989,5094,0,47,0,0,0,2,23,2,3,9,0.777777778,566,0,5.222222222,0,2.555555556
20013493,611,283848856,223263,0,3316,0,3,104,132,834,423,247,14,43.64285714,15947.35714,0,236.8571429,0.214285714,59.57142857
20013496,123,194401658,1688,0,1863,0,0,0,90,285,48,19,15,8.2,112.5333333,0,124.2,0,19
20013505,68,389466720,122809,0,5764,0,0,301,163,808,277,98,14,4.857142857,8772.071429,0,411.7142857,0,57.71428571
20013514,576,147454249,86530,0,934,0,2,33,46,390,67,57,14,41.14285714,6180.714286,0,66.71428571,0.142857143,27.85714286
20013517,131,492941938,56963,0,3796,0,0,31,100,483,79,51,15,8.733333333,3797.533333,0,253.0666667,0,32.2
20013518,87,154138197,58969,0,2719,0,0,15,20,167,40,370,12,7.25,4914.083333,0,226.5833333,0,13.91666667
20013521,552,335674045,174184,0,3636,311,5,302,128,687,299,186,15,36.8,11612.26667,0,242.4,0.333333333,45.8
20013526,8,3288546,85,0,7,0,0,0,0,46,0,2,6,1.333333333,14.16666667,0,1.166666667,0,7.666666667
20013530,61,126583175,27234,0,1821,0,0,8,15,184,12,17,10,6.1,2723.4,0,182.1,0,18.4
20013534,239,616421715,115485,0,6299,0,1,148,69,572,127,794,15,15.93333333,7699,0,419.9333333,0.066666667,38.13333333
20013538,18,3233265,128,0,199,0,0,5,4,18,7,2,2,9,64,0,99.5,0,9
20013550,199,423948668,3741,0,3179,0,0,82,125,361,102,153,15,13.26666667,249.4,0,211.9333333,0,24.06666667
20013551,5,108540,3,0,4,0,0,1,0,2,1,0,1,5,3,0,4,0,2
20013552,16,4295841,88,0,127,0,0,1,6,32,3,2,3,5.333333333,29.33333333,0,42.33333333,0,10.66666667
20013554,3,25022,10,0,2,0,0,0,0,0,0,0,1,3,10,0,2,0,0
20013556,44,40037174,1284,0,327,0,1,11,1,40,11,8,3,14.66666667,428,0,109,0.333333333,13.33333333
20013559,97,155332920,4427,0,1726,0,0,29,53,176,45,56,10,9.7,442.7,0,172.6,0,17.6
20013563,246,51472101,39311,0,3135,0,1,12,23,199,31,261,13,18.92307692,3023.923077,0,241.1538462,0.076923077,15.30769231
20013564,17,220921,307,0,312,0,0,0,1,6,1,6,5,3.4,61.4,0,62.4,0,1.2
20013565,2,19921664,207,0,147,0,0,0,0,7,0,1,3,0.666666667,69,0,49,0,2.333333333
20013569,85,114537919,20387,0,2075,0,0,8,11,162,16,263,15,5.666666667,1359.133333,0,138.3333333,0,10.8
20013573,1,483700,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
20013575,541,457859379,62598,0,4624,0,13,693,461,1134,568,144,15,36.06666667,4173.2,0,308.2666667,0.866666667,75.6
20013577,704,49848500,13889,0,1857,0,0,17,16,48,30,8,3,234.6666667,4629.666667,0,619,0,16
20013579,2,254998,7362,0,101,0,0,0,0,11,0,44,2,1,3681,0,50.5,0,5.5
20013583,184,65607406,113597,0,466,0,3,21,27,154,33,3,12,15.33333333,9466.416667,0,38.83333333,0.25,12.83333333
20013587,556,519522716,14610,0,5428,0,5,52,107,627,127,178,13,42.76923077,1123.846154,0,417.5384615,0.384615385,48.23076923
20013589,165,113554185,21246,0,1506,0,0,78,71,260,70,158,12,13.75,1770.5,0,125.5,0,21.66666667
20013593,14,138434458,27604,0,1298,0,0,0,8,87,5,194,7,2,3943.428571,0,185.4285714,0,12.42857143
20013595,78,26721344,606,0,321,0,0,1,4,27,4,36,3,26,202,0,107,0,9
20013598,108,49442778,352,0,292,0,3,111,42,124,74,3,3,36,117.3333333,0,97.33333333,1,41.33333333
20013606,1,6875145,48,0,109,0,0,8,3,14,3,1,2,0.5,24,0,54.5,0,7
20013611,379,1461465976,70764,0,29054,0,0,0,1,63,1,0,14,27.07142857,5054.571429,0,2075.285714,0,4.5
20013615,10,12392642,171,0,74,0,0,0,11,11,5,0,1,10,171,0,74,0,11
20013632,91,2737908,19096,0,616,0,0,0,47,63,45,140,4,22.75,4774,0,154,0,15.75
20013636,107,7289688,31897,0,647,0,2,6,17,100,25,43,5,21.4,6379.4,0,129.4,0.4,20
20013641,569,168026597,31174,0,5983,0,0,48,34,103,71,455,6,94.83333333,5195.666667,0,997.1666667,0,17.16666667
20013646,489,752846450,74208,0,7766,0,0,252,269,880,323,455,15,32.6,4947.2,0,517.7333333,0,58.66666667
20013666,254,311104086,11260,0,2963,79,0,168,66,323,98,407,14,18.14285714,804.2857143,0,211.6428571,0,23.07142857
20013668,3,1783060012,110374,0,58,0,0,0,1,32,1,0,15,0.2,7358.266667,0,3.866666667,0,2.133333333
20013673,68,421836688,39108,0,4248,0,2,45,62,391,64,61,13,5.230769231,3008.307692,0,326.7692308,0.153846154,30.07692308
20013681,979,453711294,56707,0,274,0,0,123,83,192,165,171,14,69.92857143,4050.5,0,19.57142857,0,13.71428571
20013690,188,180404475,2103,0,2341,0,0,20,70,236,62,124,12,15.66666667,175.25,0,195.0833333,0,19.66666667
20013691,12,9755445,58426,0,164,0,0,4,3,134,7,10,14,0.857142857,4173.285714,0,11.71428571,0,9.571428571
20013692,309,128263125,51135,0,699,0,0,20,97,327,97,23,14,22.07142857,3652.5,0,49.92857143,0,23.35714286
20013695,1668,149994089,41842,0,552,0,0,19,16,74,31,2,6,278,6973.666667,0,92,0,12.33333333
20013697,450,290013745,54103,0,1827,0,0,0,38,313,32,121,11,40.90909091,4918.454545,0,166.0909091,0,28.45454545
20013699,550,143393250,11078,0,2030,0,2,48,39,281,63,47,12,45.83333333,923.1666667,0,169.1666667,0.166666667,23.41666667
20013701,1,4271084,10,0,50,315,0,0,0,4,0,3,1,1,10,0,50,0,4
20013709,382,440840882,246997,0,5971,0,8,545,195,973,409,519,15,25.46666667,16466.46667,0,398.0666667,0.533333333,64.86666667
20013712,404,340378727,5568,0,3458,0,2,88,43,400,94,2649,12,33.66666667,464,0,288.1666667,0.166666667,33.33333333
20013713,77,130502576,22902,0,1320,0,0,91,31,232,74,54,10,7.7,2290.2,0,132,0,23.2
20013722,125,3132881,14141,0,430,0,0,0,7,62,7,2,3,41.66666667,4713.666667,0,143.3333333,0,20.66666667
20013723,129,207363384,63177,0,2455,0,0,124,40,321,103,227,15,8.6,4211.8,0,163.6666667,0,21.4
20013727,23,126977648,42389,0,858,0,0,43,29,214,39,23,6,3.833333333,7064.833333,0,143,0,35.66666667
20013736,137,259230960,3319,0,1493,0,1,24,10,169,23,144,11,12.45454545,301.7272727,0,135.7272727,0.090909091,15.36363636
20013752,94,356438830,9869,0,4400,0,0,57,113,520,87,235,15,6.266666667,657.9333333,0,293.3333333,0,34.66666667
20013753,1,10581,53,0,17,0,0,0,0,0,0,5,1,1,53,0,17,0,0
20013758,67,557576,471,0,138,0,0,0,2,21,2,69,5,13.4,94.2,0,27.6,0,4.2
20013766,13,5331441,40151,0,170,0,0,0,8,61,8,233,8,1.625,5018.875,0,21.25,0,7.625
20013770,124,540765622,10040,0,2912,0,1,114,91,600,139,136,14,8.857142857,717.1428571,0,208,0.071428571,42.85714286
20013772,3082,443301241,30640,0,418,0,0,0,146,344,142,2781,14,220.1428571,2188.571429,0,29.85714286,0,24.57142857
20013784,94,63057652,10925,0,747,0,1,9,28,96,30,33,2,47,5462.5,0,373.5,0.5,48
20013790,737,929668841,30046,0,3577,0,3,41,65,654,76,743,15,49.13333333,2003.066667,0,238.4666667,0.2,43.6
20013799,1017,44664674,12965,0,337,0,0,1,10,63,11,11,3,339,4321.666667,0,112.3333333,0,21
20013801,508,456904343,10089,0,4051,0,2,187,92,630,159,61,15,33.86666667,672.6,0,270.0666667,0.133333333,42
20013813,161,203843585,91106,0,3394,0,1,61,35,334,64,107,11,14.63636364,8282.363636,0,308.5454545,0.090909091,30.36363636
20013819,260,196828825,2316,0,2820,0,1,13,45,275,71,62,14,18.57142857,165.4285714,0,201.4285714,0.071428571,19.64285714
20013830,3,1752142,170,0,23,0,0,0,2,5,1,10,1,3,170,0,23,0,5
20013832,112,292024501,25472,0,2267,0,0,49,124,423,96,124,11,10.18181818,2315.636364,0,206.0909091,0,38.45454545
20013834,212,306694540,97959,0,3582,192,0,7,7,159,9,376,12,17.66666667,8163.25,0,298.5,0,13.25
20013839,961,722936546,27577,0,7172,0,6,95,149,853,155,422,15,64.06666667,1838.466667,0,478.1333333,0.4,56.86666667
20013845,55,6207509,654,0,68,0,0,2,1,15,3,36,8,6.875,81.75,0,8.5,0,1.875
20013851,3594,1436209461,64633,0,9218,0,0,0,1,34,1,0,15,239.6,4308.866667,0,614.5333333,0,2.266666667
20013852,40,131277681,9143,0,1255,0,0,37,9,100,29,99,10,4,914.3,0,125.5,0,10
20013864,17053,940879238,29017,0,26533,0,0,0,98,348,89,238,15,1136.866667,1934.466667,0,1768.866667,0,23.2
20013871,178,63537478,16957,0,1132,0,0,3,37,151,34,63,11,16.18181818,1541.545455,0,102.9090909,0,13.72727273
20013874,14,291302,260,0,231,0,0,0,2,12,2,38,2,7,130,0,115.5,0,6
20013876,1094,36907213,14819,0,1540,0,0,7,16,52,22,8,3,364.6666667,4939.666667,0,513.3333333,0,17.33333333
20013878,38,45133023,3311,0,608,0,0,1,44,75,41,24,13,2.923076923,254.6923077,0,46.76923077,0,5.769230769
20013898,437,123249692,5517,0,3380,0,0,0,0,7,0,1830,2,218.5,2758.5,0,1690,0,3.5
20013908,12,438705,462,0,146,0,0,0,8,15,4,54,2,6,231,0,73,0,7.5
20013917,385,387418737,22448,0,3571,0,1,10,75,308,62,42,14,27.5,1603.428571,0,255.0714286,0.071428571,22
20013918,205,713275753,112360,0,8072,111,0,98,103,716,121,952,15,13.66666667,7490.666667,0,538.1333333,0,47.73333333
20013920,21,1173787,820,0,220,0,0,0,4,32,4,69,7,3,117.1428571,0,31.42857143,0,4.571428571
20013947,176,443982737,45885,0,4231,0,3,188,112,514,141,248,14,12.57142857,3277.5,0,302.2142857,0.214285714,36.71428571
20013949,116,178984275,1056,0,1523,0,0,10,80,190,66,27,14,8.285714286,75.42857143,0,108.7857143,0,13.57142857
20013950,277,55494322,14076,0,1567,0,0,31,9,36,27,2,3,92.33333333,4692,0,522.3333333,0,12
20013954,492,558410018,79014,0,6554,0,2,267,161,763,259,172,15,32.8,5267.6,0,436.9333333,0.133333333,50.86666667
20013957,79,2226094,643,0,149,0,0,0,11,38,12,7,2,39.5,321.5,0,74.5,0,19
20013960,275,446959643,35470,0,4573,0,0,25,95,637,94,192,15,18.33333333,2364.666667,0,304.8666667,0,42.46666667
20013961,111,28151765,79182,0,0,0,0,43,0,68,67,0,14,7.928571429,5655.857143,0,0,0,4.857142857
20013962,436,51463890,107772,0,662,0,1,16,65,144,64,149,14,31.14285714,7698,0,47.28571429,0.071428571,10.28571429
20013972,60,95117266,2889,0,938,0,3,18,27,133,30,36,8,7.5,361.125,0,117.25,0.375,16.625
20013981,2588,1528862769,89735,0,35024,0,0,1,48,109,40,5053,15,172.5333333,5982.333333,0,2334.933333,0,7.266666667
20013991,76,221106892,59835,0,2055,0,1,42,76,228,80,116,12,6.333333333,4986.25,0,171.25,0.083333333,19
20013994,743,896765352,54480,0,10477,0,0,0,37,66,29,0,15,49.53333333,3632,0,698.4666667,0,4.4
20014008,441,449113889,12424,0,4760,0,1,52,130,644,133,161,15,29.4,828.2666667,0,317.3333333,0.066666667,42.93333333
20014012,181,397202555,22863,0,3137,0,1,21,64,563,78,283,14,12.92857143,1633.071429,0,224.0714286,0.071428571,40.21428571
20014013,30,11453180,31790,0,25,0,0,2,6,31,9,411,3,10,10596.66667,0,8.333333333,0,10.33333333
20014016,252,192680888,43200,0,2790,0,0,88,40,269,84,35,14,18,3085.714286,0,199.2857143,0,19.21428571
20014023,131,36511952,41770,0,415,0,2,22,31,143,47,40,7,18.71428571,5967.142857,0,59.28571429,0.285714286,20.42857143
20014025,67,584022,633,0,286,0,0,0,2,14,2,35,2,33.5,316.5,0,143,0,7
20014031,52,26430508,13089,0,1445,0,0,6,59,222,52,61,15,3.466666667,872.6,0,96.33333333,0,14.8
20014032,27,2102367,689,0,578,0,0,0,11,36,9,80,8,3.375,86.125,0,72.25,0,4.5
20014035,4,4205848,281,0,124,0,1,7,4,25,8,8,7,0.571428571,40.14285714,0,17.71428571,0.142857143,3.571428571
20014038,13,37735887,18328,0,571,330,0,15,5,44,12,3,3,4.333333333,6109.333333,0,190.3333333,0,14.66666667
20014042,38,11231492,38536,0,53,0,0,0,39,145,39,1,13,2.923076923,2964.307692,0,4.076923077,0,11.15384615
20014043,3,85422,234,0,53,0,0,0,3,7,3,39,1,3,234,0,53,0,7
20014046,2816,1822322227,81686,0,40310,0,0,0,236,253,211,1596,15,187.7333333,5445.733333,0,2687.333333,0,16.86666667
20014047,79,492303318,10631,0,5363,0,3,192,37,586,131,472,15,5.266666667,708.7333333,0,357.5333333,0.2,39.06666667
20014048,73,72324334,54639,0,968,0,2,33,19,162,30,162,7,10.42857143,7805.571429,0,138.2857143,0.285714286,23.14285714
20014050,90,791403,894,0,349,0,0,0,9,24,8,19,6,15,149,0,58.16666667,0,4
20014055,39,624940,1946,0,252,0,0,0,11,37,13,57,4,9.75,486.5,0,63,0,9.25
20014057,117,214318266,10415,0,2152,0,0,44,41,336,51,268,12,9.75,867.9166667,0,179.3333333,0,28
20014064,368,88130072,850,0,1471,0,3,6,70,142,63,29,13,28.30769231,65.38461538,0,113.1538462,0.230769231,10.92307692
20014066,57,205430733,1595,0,2268,0,0,148,54,284,116,50,12,4.75,132.9166667,0,189,0,23.66666667
20014076,49,13348410,41810,0,1164,0,3,27,16,125,29,364,6,8.166666667,6968.333333,0,194,0.5,20.83333333
20014090,2,13592,53,0,27,0,0,0,2,2,2,11,1,2,53,0,27,0,2
20014095,6730,1041382713,40459,0,124,0,0,0,73,131,86,0,13,517.6923077,3112.230769,0,9.538461538,0,10.07692308
20014096,3659,68323303,10942,0,338,0,0,22,49,111,54,6,3,1219.666667,3647.333333,0,112.6666667,0,37
20014100,10,22742,102,0,34,0,0,0,7,7,7,16,1,10,102,0,34,0,7
20014107,51,88818506,1887,0,840,0,0,2,5,45,7,72,11,4.636363636,171.5454545,0,76.36363636,0,4.090909091
20014119,2,845948,94,0,8,0,0,0,0,3,0,0,1,2,94,0,8,0,3
20014134,10,32196499,137,0,227,0,0,0,7,19,4,3,3,3.333333333,45.66666667,0,75.66666667,0,6.333333333
20014138,1403,604843401,35801,0,6670,0,0,92,97,876,152,360,15,93.53333333,2386.733333,0,444.6666667,0,58.4
20014144,99,30549907,192710,0,523,315,0,70,2,132,45,15,15,6.6,12847.33333,0,34.86666667,0,8.8
20014167,8,26422663,221,0,282,217,0,0,1,15,1,112,3,2.666666667,73.66666667,0,94,0,5
20014171,28,2289914,34,0,9,0,0,5,3,10,6,0,1,28,34,0,9,0,10
20014176,5,12361489,13498,0,73,0,0,0,2,33,2,6,9,0.555555556,1499.777778,0,8.111111111,0,3.666666667
20014185,203,50384176,12444,0,506,0,0,9,53,188,54,9,14,14.5,888.8571429,0,36.14285714,0,13.42857143
20014188,181,57279943,170069,0,586,0,0,13,24,170,34,874,14,12.92857143,12147.78571,0,41.85714286,0,12.14285714
20014191,128,422032751,18373,0,4062,77,0,3,63,339,43,257,13,9.846153846,1413.307692,0,312.4615385,0,26.07692308
20014192,157,327728284,85530,0,3529,0,2,52,36,347,56,163,15,10.46666667,5702,0,235.2666667,0.133333333,23.13333333
20014197,360,95368320,57394,0,453,0,1,13,44,246,47,540,11,32.72727273,5217.636364,0,41.18181818,0.090909091,22.36363636
20014216,7,1757819,59,0,1,0,0,1,0,5,1,2,1,7,59,0,1,0,5
20014219,11,3848235,650,0,89,0,0,2,0,10,2,37,2,5.5,325,0,44.5,0,5
20014224,74,143524,2212,0,111,0,15,68,32,177,134,3,14,5.285714286,158,0,7.928571429,1.071428571,12.64285714
20014245,206,70377251,16507,0,187,0,0,12,42,243,43,109,15,13.73333333,1100.466667,0,12.46666667,0,16.2
20014258,4,6525080,765,0,92,0,0,3,4,13,3,1,2,2,382.5,0,46,0,6.5
20014259,34,3837866,22023,0,609,0,0,0,14,48,14,45,2,17,11011.5,0,304.5,0,24
20014260,59,185171581,12123,0,1725,0,0,156,32,324,108,69,10,5.9,1212.3,0,172.5,0,32.4
20014264,222,270573180,27007,0,1679,0,3,65,66,231,75,300,9,24.66666667,3000.777778,0,186.5555556,0.333333333,25.66666667
20014267,9,12096982,58,0,108,0,0,0,3,25,3,0,6,1.5,9.666666667,0,18,0,4.166666667
20014272,301,473220452,149534,0,4016,0,1,197,68,451,141,81,15,20.06666667,9968.933333,0,267.7333333,0.066666667,30.06666667
20014279,119,387055438,148313,0,4409,0,1,143,91,375,142,64,13,9.153846154,11408.69231,0,339.1538462,0.076923077,28.84615385
20014284,174,428602987,99454,0,3859,0,1,78,128,419,123,321,14,12.42857143,7103.857143,0,275.6428571,0.071428571,29.92857143
20014286,138,1281268460,110940,0,134,0,0,0,3,27,3,1467,15,9.2,7396,0,8.933333333,0,1.8
20014293,288,95590231,118472,0,1600,0,3,70,78,410,125,132,15,19.2,7898.133333,0,106.6666667,0.2,27.33333333
20014294,188,160107449,4947,0,2677,0,0,4,43,175,33,113,13,14.46153846,380.5384615,0,205.9230769,0,13.46153846
20014299,66,13910775,223,0,22,0,0,0,3,39,3,8,1,66,223,0,22,0,39
20014300,1155,339921196,249886,0,2062,0,19,430,137,1104,372,469,15,77,16659.06667,0,137.4666667,1.266666667,73.6
20014313,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
20014316,188,23370489,27420,0,795,0,0,4,29,141,30,165,15,12.53333333,1828,0,53,0,9.4
20014321,382,394439283,60229,0,4681,321,3,54,60,458,78,268,14,27.28571429,4302.071429,0,334.3571429,0.214285714,32.71428571
20014322,177,20656134,3579,0,361,0,0,14,14,87,29,4,7,25.28571429,511.2857143,0,51.57142857,0,12.42857143
20014330,7,508003,18,0,4,0,0,20,7,21,9,0,1,7,18,0,4,0,21
20014332,356,497947949,185355,0,2954,0,7,107,55,476,107,188,14,25.42857143,13239.64286,0,211,0.5,34
20014336,19,70630029,21163,0,95,0,0,0,1,25,2,18618,12,1.583333333,1763.583333,0,7.916666667,0,2.083333333
20014345,416,74471873,30410,0,1052,0,0,0,15,65,15,2353,5,83.2,6082,0,210.4,0,13
20014356,14,8859597,25456,0,12,0,0,0,0,20,0,189,9,1.555555556,2828.444444,0,1.333333333,0,2.222222222
20014358,2528,122160378,17999,0,8153,0,0,43,15,79,41,5,5,505.6,3599.8,0,1630.6,0,15.8
20014367,29,8519017,11804,0,212,0,1,5,13,52,16,49,8,3.625,1475.5,0,26.5,0.125,6.5
20014377,90,107939140,3575,0,1020,0,0,5,55,140,42,22,10,9,357.5,0,102,0,14
20014384,268,51327710,4583,0,1571,0,0,35,41,253,65,149,12,22.33333333,381.9166667,0,130.9166667,0,21.08333333
20014389,13,11108897,2317,0,16,0,0,0,7,27,6,1,8,1.625,289.625,0,2,0,3.375
20014409,72,102352210,25823,0,929,0,0,6,18,131,19,241,13,5.538461538,1986.384615,0,71.46153846,0,10.07692308
20014412,88,27731916,18431,0,291,0,1,22,4,79,20,30,11,8,1675.545455,0,26.45454545,0.090909091,7.181818182
20014414,3,7086350,122,0,14,45,0,9,4,16,7,1,3,1,40.66666667,0,4.666666667,0,5.333333333
20014417,709,85831624,20575,0,1180,0,0,24,61,316,76,428,14,50.64285714,1469.642857,0,84.28571429,0,22.57142857
20014418,1,1,3059,0,1,0,0,0,0,0,0,1,2,0.5,1529.5,0,0.5,0,0
20014420,2062,1106020286,52678,0,31,0,0,0,15,37,15,0,15,137.4666667,3511.866667,0,2.066666667,0,2.466666667
20014427,196,176604065,12225,0,2013,0,0,45,30,252,43,85,12,16.33333333,1018.75,0,167.75,0,21
20014435,131,57031505,60925,0,1464,0,0,16,45,185,51,199,12,10.91666667,5077.083333,0,122,0,15.41666667
20014437,108,6647472,617,0,155,0,0,1,8,24,13,18,2,54,308.5,0,77.5,0,12
20014438,28,6422614,51,0,7,0,0,0,2,9,1,0,2,14,25.5,0,3.5,0,4.5
20014439,411,5764820,4615,0,146,0,0,0,14,28,14,10,2,205.5,2307.5,0,73,0,14
20014444,318,433967005,62482,0,3906,0,1,46,59,479,66,166,15,21.2,4165.466667,0,260.4,0.066666667,31.93333333
20014449,217,560975854,16260,0,3864,0,3,51,99,389,89,366,15,14.46666667,1084,0,257.6,0.2,25.93333333
20014461,117,1169490,8394,0,119,0,0,0,3,10,2,152,1,117,8394,0,119,0,10
20014466,1340,89641619,7606,0,1344,0,0,44,43,109,78,228,8,167.5,950.75,0,168,0,13.625
20014469,7,74662,530,0,84,0,0,0,0,4,0,24,1,7,530,0,84,0,4
20014470,10,638492,514,0,206,0,0,0,4,23,5,67,3,3.333333333,171.3333333,0,68.66666667,0,7.666666667
20014477,75,22624928,2361,0,62,0,0,0,2,55,3,8,8,9.375,295.125,0,7.75,0,6.875
20014478,87,17209871,10200,0,42,0,0,0,15,36,11,0,6,14.5,1700,0,7,0,6
20014482,756,390151331,118095,0,3792,0,0,48,47,395,59,366,15,50.4,7873,0,252.8,0,26.33333333
20014485,227,348627145,106896,0,3556,0,1,142,185,472,158,50,15,15.13333333,7126.4,0,237.0666667,0.066666667,31.46666667
20014498,265,252249082,193875,0,4049,0,0,83,56,501,108,3038,14,18.92857143,13848.21429,0,289.2142857,0,35.78571429
20014499,163,573413598,18353,0,3638,0,2,36,43,543,54,451,15,10.86666667,1223.533333,0,242.5333333,0.133333333,36.2
20014507,35,30741235,41138,0,203,0,0,24,7,59,16,8,6,5.833333333,6856.333333,0,33.83333333,0,9.833333333
20014510,454,489714928,264509,0,4392,0,5,133,71,632,137,222,15,30.26666667,17633.93333,0,292.8,0.333333333,42.13333333
20014513,253,172310605,63185,0,1907,0,0,23,49,215,51,78,12,21.08333333,5265.416667,0,158.9166667,0,17.91666667
20014520,90,62401110,8791,0,1905,0,0,23,57,211,52,149,11,8.181818182,799.1818182,0,173.1818182,0,19.18181818
20014522,286,513858595,43211,0,4880,0,6,192,96,623,189,59,15,19.06666667,2880.733333,0,325.3333333,0.4,41.53333333
20014526,52,7492301,2949,0,1030,0,0,0,19,125,17,86,5,10.4,589.8,0,206,0,25
20014540,3070,2012178388,72105,0,51879,0,0,0,21,64,16,1770,15,204.6666667,4807,0,3458.6,0,4.266666667
20014541,153,283721805,7590,0,3137,127,0,11,66,294,46,102,14,10.92857143,542.1428571,0,224.0714286,0,21
20014542,26,8498712,4288,0,903,0,0,0,25,73,24,50,5,5.2,857.6,0,180.6,0,14.6
20014543,134,79148400,896,0,555,0,1,29,21,125,31,6,9,14.88888889,99.55555556,0,61.66666667,0.111111111,13.88888889
20014548,219,479963635,7271,0,2925,0,3,37,175,584,172,356,15,14.6,484.7333333,0,195,0.2,38.93333333
20014549,138,115543433,10449,0,1131,0,0,61,21,137,47,23,9,15.33333333,1161,0,125.6666667,0,15.22222222
20014556,16,159555944,7553,0,983,0,0,14,39,121,30,89,9,1.777777778,839.2222222,0,109.2222222,0,13.44444444
20014560,66,101360157,3057,0,972,0,0,17,37,122,29,24,8,8.25,382.125,0,121.5,0,15.25
20014564,1,1743253,24,0,32,0,0,0,0,2,0,0,1,1,24,0,32,0,2
20014565,856,1306066107,63247,0,43,0,0,0,5,37,5,0,15,57.06666667,4216.466667,0,2.866666667,0,2.466666667
20014571,117,140977053,2979,0,2267,0,1,29,48,227,48,55,15,7.8,198.6,0,151.1333333,0.066666667,15.13333333
20014573,336,125364023,213594,0,2847,0,0,38,89,548,103,2165,15,22.4,14239.6,0,189.8,0,36.53333333
20014574,226,441530148,78735,0,4004,0,0,198,43,581,161,104,15,15.06666667,5249,0,266.9333333,0,38.73333333
20014580,122,208390362,3486,0,2047,0,0,32,35,227,53,114,13,9.384615385,268.1538462,0,157.4615385,0,17.46153846
20014583,202,183259829,10115,0,1887,0,1,126,38,282,118,62,9,22.44444444,1123.888889,0,209.6666667,0.111111111,31.33333333
20014591,27,6718851,30135,0,22,0,0,10,3,113,8,8,13,2.076923077,2318.076923,0,1.692307692,0,8.692307692
20014601,107,8176554,25708,0,80,0,0,8,17,63,22,18,7,15.28571429,3672.571429,0,11.42857143,0,9
20014608,68,88036410,571,0,949,0,0,1,6,48,6,95,8,8.5,71.375,0,118.625,0,6
20014620,264,772641081,177662,0,8086,0,1,186,141,715,199,154,15,17.6,11844.13333,0,539.0666667,0.066666667,47.66666667
20014629,206,62840347,22558,0,754,0,0,6,107,133,95,40,12,17.16666667,1879.833333,0,62.83333333,0,11.08333333
20014634,187,263139733,21449,0,4547,0,0,16,84,391,74,161,13,14.38461538,1649.923077,0,349.7692308,0,30.07692308
20014637,3,1752621,25187,0,15,0,0,1,1,9,2,16,2,1.5,12593.5,0,7.5,0,4.5
20014648,202,112174100,41531,0,2125,0,0,24,93,172,82,12,9,22.44444444,4614.555556,0,236.1111111,0,19.11111111
20014654,41,6313639,10576,0,6,0,0,0,43,54,40,0,6,6.833333333,1762.666667,0,1,0,9
20014655,1,2315018,20,0,20,0,0,0,0,5,0,0,1,1,20,0,20,0,5
20014657,1,173741,35,0,0,0,0,0,1,1,1,0,1,1,35,0,0,0,1
20014670,728,665638468,231508,0,7023,0,1,690,108,1083,396,127,15,48.53333333,15433.86667,0,468.2,0.066666667,72.2
20014678,1,4489,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20014683,1,25495929,8035,0,314,0,0,0,1,26,1,2,2,0.5,4017.5,0,157,0,13
20014690,176,72136152,1390,0,674,0,1,7,63,121,56,48,7,25.14285714,198.5714286,0,96.28571429,0.142857143,17.28571429
20014692,201,81876435,71497,0,743,0,3,27,137,239,138,51,14,14.35714286,5106.928571,0,53.07142857,0.214285714,17.07142857
20014694,722,736615748,32000,0,7568,0,6,222,117,936,213,507,15,48.13333333,2133.333333,0,504.5333333,0.4,62.4
20014697,18,6226735,214,0,24,0,0,1,4,37,7,6,4,4.5,53.5,0,6,0,9.25
20014699,114,406981278,58057,0,3923,0,0,14,82,297,44,106,15,7.6,3870.466667,0,261.5333333,0,19.8
20014703,93,35618260,15683,0,443,0,1,15,12,149,24,63,14,6.642857143,1120.214286,0,31.64285714,0.071428571,10.64285714
20014705,87,229841752,4187,0,2075,0,0,8,24,123,25,55,11,7.909090909,380.6363636,0,188.6363636,0,11.18181818
