actor_account,trade_go,trade_come,sell_to_shop,sell_to_person,mail_go,mail_come,invite,join,fight,friend_num,friend_num_change_count,login_total_day,trade_go_perday,buy_from_shop_perday,sell_to_shop_perday,mail_come_perday,invite_perday,join_perday,fight_perday
20007741,12,9,433,0,0,5,19,78,11,8,8,15,0.8,4,28.86666667,0.333333333,1.266666667,5.2,0.733333333
20007757,0,0,118,0,0,0,1,0,0,0,0,6,0,1.833333333,19.66666667,0,0.166666667,0,0
20007760,3,4,332,0,0,1,0,0,0,0,0,15,0.2,0.866666667,22.13333333,0.066666667,0,0,0
20007762,2,0,78,0,0,1,47,17,3,6,5,6,0.333333333,1.666666667,13,0.166666667,7.833333333,2.833333333,0.5
20007785,6,29,153,0,1,4,5,26,12,2,1,14,0.428571429,45.07142857,10.92857143,0.285714286,0.357142857,1.857142857,0.857142857
20007805,2,3,13,0,9,10,20,4,0,6,2,2,1,7.5,6.5,5,10,2,0
20007808,5,1,246,0,0,2,5,35,7,20,7,9,0.555555556,5.666666667,27.33333333,0.222222222,0.555555556,3.888888889,0.777777778
20007834,113,98,304,0,23,2,0,0,0,0,0,15,7.533333333,11.86666667,20.26666667,0.133333333,0,0,0
20007859,10,5,48,0,0,0,30,2,2,13,2,8,1.25,5,6,0,3.75,0.25,0.25
20007899,7,7,47,0,0,21,5,5,0,0,0,5,1.4,2,9.4,4.2,1,1,0
20007901,0,0,253,0,1,0,0,0,0,0,0,15,0,3.266666667,16.86666667,0,0,0,0
20007908,0,0,424,0,32,15,1,11,0,7,5,13,0,3.076923077,32.61538462,1.153846154,0.076923077,0.846153846,0
20007928,1,0,55,0,0,6,5,27,7,6,3,7,0.142857143,1.285714286,7.857142857,0.857142857,0.714285714,3.857142857,1
20007930,36,29,334,0,26,20,209,62,23,94,6,15,2.4,4.2,22.26666667,1.333333333,13.93333333,4.133333333,1.533333333
20007934,3,3,250,0,0,3,85,67,21,17,4,15,0.2,2.2,16.66666667,0.2,5.666666667,4.466666667,1.4
20007940,5,13,380,0,2,11,8,107,0,29,16,15,0.333333333,6.466666667,25.33333333,0.733333333,0.533333333,7.133333333,0
20007947,0,4,144,0,0,1,3,8,0,2,1,13,0,12.07692308,11.07692308,0.076923077,0.230769231,0.615384615,0
20007957,31,44,362,0,44,41,16,6,0,4,5,13,2.384615385,18.69230769,27.84615385,3.153846154,1.230769231,0.461538462,0
20007961,70,44,71,0,0,1,1,33,1,7,1,14,5,7.5,5.071428571,0.071428571,0.071428571,2.357142857,0.071428571
20007966,4,2,197,0,23,17,29,18,5,29,1,10,0.4,6.7,19.7,1.7,2.9,1.8,0.5
20007982,18,10,532,0,3,101,71,61,0,58,1,15,1.2,8.2,35.46666667,6.733333333,4.733333333,4.066666667,0
20008013,2,7,324,0,1,2,0,0,0,0,0,15,0.133333333,140.8,21.6,0.133333333,0,0,0
20008018,60,47,386,0,8,42,46,94,12,9,4,15,4,6.933333333,25.73333333,2.8,3.066666667,6.266666667,0.8
20008021,29,21,134,0,4,13,81,41,8,13,4,15,1.933333333,3,8.933333333,0.866666667,5.4,2.733333333,0.533333333
20008042,0,0,171,0,0,7,6,1,1,0,0,6,0,2.5,28.5,1.166666667,1,0.166666667,0.166666667
20008060,5,9,85,0,0,6,34,21,1,14,3,9,0.555555556,8.888888889,9.444444444,0.666666667,3.777777778,2.333333333,0.111111111
20008063,8,0,2,0,0,1,3,1,0,0,0,12,0.666666667,9.583333333,0.166666667,0.083333333,0.25,0.083333333,0
20008081,0,2,139,0,0,65,4,55,1,13,5,15,0,5.866666667,9.266666667,4.333333333,0.266666667,3.666666667,0.066666667
20008090,0,1,31,0,0,3,21,24,2,0,0,12,0,0.666666667,2.583333333,0.25,1.75,2,0.166666667
20008096,13,14,898,0,204,188,24,28,2,6,1,15,0.866666667,6.866666667,59.86666667,12.53333333,1.6,1.866666667,0.133333333
20008120,10,16,339,0,16,9,206,32,0,44,7,15,0.666666667,11.8,22.6,0.6,13.73333333,2.133333333,0
20008123,144,148,15,0,21,1,0,0,0,0,0,13,11.07692308,0.230769231,1.153846154,0.076923077,0,0,0
20008130,0,1,80,0,0,0,15,33,0,4,3,5,0,0.8,16,0,3,6.6,0
20008143,0,0,367,0,0,2,0,0,0,0,0,15,0,2.066666667,24.46666667,0.133333333,0,0,0
20008146,58,32,1261,7,113,193,195,156,12,17,3,15,3.866666667,21.26666667,84.06666667,12.86666667,13,10.4,0.8
20008149,2,2,172,0,0,3,17,26,4,0,0,8,0.25,4.375,21.5,0.375,2.125,3.25,0.5
20008150,1,1,66,0,2,7,4,4,0,2,2,2,0.5,6,33,3.5,2,2,0
20008160,0,0,45,0,0,0,1,5,0,0,0,2,0,2.5,22.5,0,0.5,2.5,0
20008193,0,0,114,0,0,2,1,17,0,0,0,7,0,2.571428571,16.28571429,0.285714286,0.142857143,2.428571429,0
20008219,1,5,0,0,0,0,5,0,0,0,0,4,0.25,0.25,0,0,1.25,0,0
20008227,0,0,408,0,0,0,0,0,0,0,0,14,0,4.285714286,29.14285714,0,0,0,0
20008233,27,42,590,0,0,0,0,0,0,0,0,4,6.75,15.75,147.5,0,0,0,0
20008259,2,4,72,0,4,13,19,2,1,5,5,3,0.666666667,10,24,4.333333333,6.333333333,0.666666667,0.333333333
20008260,0,0,25,0,0,11,0,2,0,12,2,4,0,0.5,6.25,2.75,0,0.5,0
20008272,5,5,281,0,3,7,2,33,0,0,0,13,0.384615385,2.076923077,21.61538462,0.538461538,0.153846154,2.538461538,0
20008275,8,11,384,0,0,18,4,64,17,17,16,13,0.615384615,4.846153846,29.53846154,1.384615385,0.307692308,4.923076923,1.307692308
20008277,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
20008298,8,8,274,0,104,128,3,10,0,1,1,9,0.888888889,8.222222222,30.44444444,14.22222222,0.333333333,1.111111111,0
20008308,16,76,60,0,0,0,0,34,0,0,0,10,1.6,4.9,6,0,0,3.4,0
20008310,2,7,208,0,70,33,49,38,6,7,7,13,0.153846154,3.153846154,16,2.538461538,3.769230769,2.923076923,0.461538462
20008327,25,17,292,0,3,14,77,12,40,20,11,13,1.923076923,5.615384615,22.46153846,1.076923077,5.923076923,0.923076923,3.076923077
20008336,0,0,140,0,0,4,3,21,0,10,2,12,0,7.75,11.66666667,0.333333333,0.25,1.75,0
20008349,9,8,26,0,4,8,18,12,0,30,3,8,1.125,2,3.25,1,2.25,1.5,0
20008386,0,1,292,0,0,0,0,0,0,0,0,15,0,1.666666667,19.46666667,0,0,0,0
20008392,1,12,13,0,1,9,1,12,0,1,1,9,0.111111111,0.555555556,1.444444444,1,0.111111111,1.333333333,0
20008430,1,8,149,0,0,0,0,2,0,0,0,6,0.166666667,7.833333333,24.83333333,0,0,0.333333333,0
20008433,0,4,36,0,2,4,5,10,1,0,0,3,0,5.333333333,12,1.333333333,1.666666667,3.333333333,0.333333333
20008450,3,2,47,0,84,99,6,14,4,0,0,10,0.3,3.3,4.7,9.9,0.6,1.4,0.4
20008454,0,1,69,0,4,20,0,2,0,2,1,1,0,15,69,20,0,2,0
20008463,104,12,518,0,2,2,0,0,0,0,0,5,20.8,7.4,103.6,0.4,0,0,0
20008475,9,5,56,0,28,7,10,20,0,61,16,8,1.125,2,7,0.875,1.25,2.5,0
20008507,0,7,158,0,0,2,0,3,0,3,1,6,0,3.666666667,26.33333333,0.333333333,0,0.5,0
20008510,0,1,39,0,4,4,0,3,0,0,0,5,0,3,7.8,0.8,0,0.6,0
20008516,0,5,291,0,0,0,39,38,2,2,2,10,0,4.6,29.1,0,3.9,3.8,0.2
20008521,19,10,494,0,4,14,117,57,16,45,8,14,1.357142857,3.214285714,35.28571429,1,8.357142857,4.071428571,1.142857143
20008528,26,20,531,0,13,19,137,53,11,2,2,15,1.733333333,8.266666667,35.4,1.266666667,9.133333333,3.533333333,0.733333333
20008543,0,0,10,0,3,24,0,2,0,0,0,13,0,0.230769231,0.769230769,1.846153846,0,0.153846154,0
20008544,4,32,169,0,4,8,115,59,0,20,12,9,0.444444444,4.111111111,18.77777778,0.888888889,12.77777778,6.555555556,0
20008545,30,36,316,0,0,10,70,21,7,7,2,14,2.142857143,7.071428571,22.57142857,0.714285714,5,1.5,0.5
20008559,2,3,68,0,0,2,3,2,0,4,1,7,0.285714286,4.142857143,9.714285714,0.285714286,0.428571429,0.285714286,0
20008567,36,17,286,0,2,64,137,34,8,20,3,14,2.571428571,6.357142857,20.42857143,4.571428571,9.785714286,2.428571429,0.571428571
20008579,0,2,193,0,0,8,11,33,0,7,4,8,0,3.75,24.125,1,1.375,4.125,0
20008584,2,0,0,0,0,3,0,0,0,0,0,15,0.133333333,0,0,0.2,0,0,0
20008589,0,0,317,0,0,3,1,4,1,4,2,11,0,4.636363636,28.81818182,0.272727273,0.090909091,0.363636364,0.090909091
20008612,21,4,352,0,0,3,25,13,0,9,10,9,2.333333333,4.666666667,39.11111111,0.333333333,2.777777778,1.444444444,0
20008614,56,46,231,0,8,40,166,102,34,42,11,15,3.733333333,6.266666667,15.4,2.666666667,11.06666667,6.8,2.266666667
20008623,54,0,146,0,0,0,1,0,0,0,0,13,4.153846154,17.38461538,11.23076923,0,0.076923077,0,0
20008641,8,16,274,0,6,13,21,40,10,58,6,14,0.571428571,6.357142857,19.57142857,0.928571429,1.5,2.857142857,0.714285714
20008646,16,19,352,1,3,31,73,90,37,100,11,11,1.454545455,8.636363636,32,2.818181818,6.636363636,8.181818182,3.363636364
20008665,58,40,581,5,20,25,163,102,35,100,24,15,3.866666667,4.266666667,38.73333333,1.666666667,10.86666667,6.8,2.333333333
20008666,0,0,923,0,0,0,0,0,0,0,0,15,0,0.533333333,61.53333333,0,0,0,0
20008673,2,5,319,0,1,25,25,59,7,47,7,13,0.153846154,17.38461538,24.53846154,1.923076923,1.923076923,4.538461538,0.538461538
20008675,0,3,284,0,1,8,10,5,0,2,2,8,0,9.5,35.5,1,1.25,0.625,0
20008710,24,120,329,0,16,49,66,36,5,0,0,14,1.714285714,6.428571429,23.5,3.5,4.714285714,2.571428571,0.357142857
20008713,42,41,220,0,0,1,87,37,4,3,1,12,3.5,1.75,18.33333333,0.083333333,7.25,3.083333333,0.333333333
20008719,0,1,104,0,0,0,0,0,0,0,0,2,0,3.5,52,0,0,0,0
20008732,9,21,446,0,0,0,0,0,0,0,0,3,3,17,148.6666667,0,0,0,0
20008733,115,42,10,0,23,2,0,1,0,2,2,6,19.16666667,0.5,1.666666667,0.333333333,0,0.166666667,0
20008756,6,2,144,0,5,8,0,37,0,0,0,6,1,3.833333333,24,1.333333333,0,6.166666667,0
20008764,4,1,349,0,0,0,0,0,0,0,0,15,0.266666667,1,23.26666667,0,0,0,0
20008769,237,69,389,0,15,46,137,82,22,29,10,15,15.8,10.46666667,25.93333333,3.066666667,9.133333333,5.466666667,1.466666667
20008802,16,10,290,0,2,47,192,32,6,79,6,15,1.066666667,2.466666667,19.33333333,3.133333333,12.8,2.133333333,0.4
20008804,5,5,13,0,0,0,5,0,0,3,1,2,2.5,7,6.5,0,2.5,0,0
20008814,0,0,0,0,0,15,0,5,0,87,2,3,0,0.333333333,0,5,0,1.666666667,0
20008815,36,30,661,2,8,6,302,61,40,64,13,15,2.4,16.93333333,44.06666667,0.4,20.13333333,4.066666667,2.666666667
20008850,8,0,24,0,2,2,26,11,5,24,3,7,1.142857143,0.571428571,3.428571429,0.285714286,3.714285714,1.571428571,0.714285714
20008854,3,15,67,0,0,0,0,4,0,0,0,3,1,4.666666667,22.33333333,0,0,1.333333333,0
20008861,9,9,73,0,0,1,6,18,1,0,0,8,1.125,9.125,9.125,0.125,0.75,2.25,0.125
20008890,2,2,34,0,1,0,9,3,1,0,0,4,0.5,0.5,8.5,0,2.25,0.75,0.25
20008916,0,1,77,0,0,0,0,1,0,0,0,2,0,6.5,38.5,0,0,0.5,0
20008935,17,3,114,0,24,10,19,39,9,17,1,15,1.133333333,3,7.6,0.666666667,1.266666667,2.6,0.6
20008945,31,24,842,1,15,51,37,110,16,29,1,15,2.066666667,5.8,56.13333333,3.4,2.466666667,7.333333333,1.066666667
20008947,23,24,303,0,7,27,33,40,67,36,2,11,2.090909091,6.454545455,27.54545455,2.454545455,3,3.636363636,6.090909091
20008954,2,6,74,1,1,3,11,37,3,0,0,14,0.142857143,1.5,5.285714286,0.214285714,0.785714286,2.642857143,0.214285714
20008980,56,192,105,0,0,1,4,20,0,10,1,14,4,1.071428571,7.5,0.071428571,0.285714286,1.428571429,0
20008982,4,1,75,0,1,4,27,20,2,11,2,11,0.363636364,0.909090909,6.818181818,0.363636364,2.454545455,1.818181818,0.181818182
20009008,23,28,428,0,12,11,174,70,6,31,15,15,1.533333333,6.266666667,28.53333333,0.733333333,11.6,4.666666667,0.4
20009024,24,27,37,0,0,9,5,7,0,30,2,4,6,0.25,9.25,2.25,1.25,1.75,0
20009029,25,26,255,0,0,0,0,0,0,0,0,15,1.666666667,0.466666667,17,0,0,0,0
20009038,4,0,0,0,0,1,1,5,0,0,0,15,0.266666667,0,0,0.066666667,0.066666667,0.333333333,0
20009040,7,14,27,0,1,6,127,85,3,3,3,15,0.466666667,2.266666667,1.8,0.4,8.466666667,5.666666667,0.2
20009056,33,93,4,0,0,21,0,0,0,0,0,9,3.666666667,0,0.444444444,2.333333333,0,0,0
20009059,0,2,364,0,9,27,72,46,4,0,0,13,0,11.23076923,28,2.076923077,5.538461538,3.538461538,0.307692308
20009060,20,13,432,0,6,38,98,72,16,26,15,14,1.428571429,4.857142857,30.85714286,2.714285714,7,5.142857143,1.142857143
20009062,7,0,69,0,0,0,1,0,0,1,1,2,3.5,4,34.5,0,0.5,0,0
20009068,0,0,15,0,0,0,0,4,3,0,0,1,0,1,15,0,0,4,3
20009082,0,1,29,0,0,0,10,1,0,0,0,8,0,0.875,3.625,0,1.25,0.125,0
20009137,0,0,60,0,0,2,0,0,0,0,0,12,0,0.25,5,0.166666667,0,0,0
20009155,7,6,302,0,6,13,25,17,0,14,7,12,0.583333333,9.083333333,25.16666667,1.083333333,2.083333333,1.416666667,0
20009196,3,3,91,0,14,13,5,20,0,0,0,12,0.25,1,7.583333333,1.083333333,0.416666667,1.666666667,0
20009204,11,19,443,0,1,27,28,97,4,46,6,15,0.733333333,5.4,29.53333333,1.8,1.866666667,6.466666667,0.266666667
20009239,57,16,34,0,6,19,53,25,6,22,1,11,5.181818182,2.818181818,3.090909091,1.727272727,4.818181818,2.272727273,0.545454545
20009265,0,0,49,0,0,0,0,0,0,0,0,1,0,7,49,0,0,0,0
20009287,18,26,155,0,4,15,2,40,0,40,4,10,1.8,13.1,15.5,1.5,0.2,4,0
20009290,0,0,215,0,0,0,0,0,0,0,0,15,0,0.333333333,14.33333333,0,0,0,0
20009299,6,124,0,0,15,1,0,0,0,0,0,14,0.428571429,0,0,0.071428571,0,0,0
20009326,1,1,470,1,0,0,0,0,0,0,0,4,0.25,13.5,117.5,0,0,0,0
20009330,37,16,2,0,0,2,3,68,0,4,1,15,2.466666667,0.266666667,0.133333333,0.133333333,0.2,4.533333333,0
20009340,1,2,29,0,0,0,9,61,7,6,2,9,0.111111111,3.666666667,3.222222222,0,1,6.777777778,0.777777778
20009348,0,3,259,0,0,0,0,0,0,0,0,2,0,13.5,129.5,0,0,0,0
20009351,10,3,30,0,10,7,22,7,0,23,2,8,1.25,1.375,3.75,0.875,2.75,0.875,0
20009352,0,6,794,0,3,4,0,0,0,0,0,15,0,4.533333333,52.93333333,0.266666667,0,0,0
20009369,82,448,270,0,7,24,161,22,4,100,6,15,5.466666667,4.6,18,1.6,10.73333333,1.466666667,0.266666667
20009374,33,77,87,0,0,2,27,4,0,0,0,4,8.25,2.5,21.75,0.5,6.75,1,0
20009383,4,10,306,0,1,6,4,14,0,4,4,8,0.5,7.75,38.25,0.75,0.5,1.75,0
20009397,4,3,67,0,1,28,37,19,0,31,2,10,0.4,0.7,6.7,2.8,3.7,1.9,0
20009410,109,175,5205,3,212,14,0,0,0,0,0,12,9.083333333,3.25,433.75,1.166666667,0,0,0
20009411,59,94,222,0,5,8,38,11,2,5,2,10,5.9,86.2,22.2,0.8,3.8,1.1,0.2
20009418,5,3,311,0,0,0,0,0,0,0,0,15,0.333333333,1.466666667,20.73333333,0,0,0,0
20009424,0,0,18,0,0,0,0,0,0,0,0,2,0,5.5,9,0,0,0,0
20009426,15,7,135,0,1,9,54,39,6,66,6,9,1.666666667,2.222222222,15,1,6,4.333333333,0.666666667
20009435,0,0,223,0,0,2,0,0,0,0,0,15,0,0.933333333,14.86666667,0.133333333,0,0,0
20009442,3,2,167,0,6,0,0,21,4,0,0,12,0.25,11.08333333,13.91666667,0,0,1.75,0.333333333
20009444,23,10,138,0,0,1,9,5,2,0,0,8,2.875,4.75,17.25,0.125,1.125,0.625,0.25
20009446,1,7,202,0,0,15,122,51,0,12,7,14,0.071428571,1.071428571,14.42857143,1.071428571,8.714285714,3.642857143,0
20009447,0,3,98,11,0,4,17,14,9,11,2,14,0,3.5,7,0.285714286,1.214285714,1,0.642857143
20009450,0,5,30,0,0,1,0,6,0,0,0,5,0,0.2,6,0.2,0,1.2,0
20009468,4,0,88,0,1,5,7,42,23,81,12,8,0.5,3.75,11,0.625,0.875,5.25,2.875
20009482,12,8,188,0,0,11,0,39,0,9,1,15,0.8,1.8,12.53333333,0.733333333,0,2.6,0
20009486,47,0,588,0,0,0,0,0,0,0,0,6,7.833333333,6.666666667,98,0,0,0,0
20009490,91,622,93,0,0,20,0,61,0,4,1,15,6.066666667,0.866666667,6.2,1.333333333,0,4.066666667,0
20009524,0,0,0,0,0,1,2,1,1,0,0,4,0,0,0,0.25,0.5,0.25,0.25
20009525,3,8,181,0,0,3,0,10,0,2,2,11,0.272727273,1,16.45454545,0.272727273,0,0.909090909,0
20009549,11,4,133,0,3,5,36,27,15,12,8,10,1.1,2.3,13.3,0.5,3.6,2.7,1.5
20009554,1,3,420,0,2,7,0,7,0,4,2,13,0.076923077,6.923076923,32.30769231,0.538461538,0,0.538461538,0
20009565,7,6,416,0,5,10,105,113,3,6,5,15,0.466666667,5.266666667,27.73333333,0.666666667,7,7.533333333,0.2
20009579,7,5,149,0,0,8,5,59,4,36,6,15,0.466666667,3.933333333,9.933333333,0.533333333,0.333333333,3.933333333,0.266666667
20009606,48,68,1862,0,57,2,0,0,0,2,2,5,9.6,6,372.4,0.4,0,0,0
20009608,5,5,52,0,1,4,8,15,5,42,1,8,0.625,0.875,6.5,0.5,1,1.875,0.625
20009612,0,1,259,0,1,1,0,0,0,0,0,15,0,2.8,17.26666667,0.066666667,0,0,0
20009616,3,2,534,0,2,6,45,91,4,22,10,15,0.2,10.66666667,35.6,0.4,3,6.066666667,0.266666667
20009635,21,15,202,0,0,60,243,81,14,55,20,13,1.615384615,6.692307692,15.53846154,4.615384615,18.69230769,6.230769231,1.076923077
20009641,30,34,183,0,21,28,77,32,3,39,1,14,2.142857143,2.928571429,13.07142857,2,5.5,2.285714286,0.214285714
20009664,18,10,0,0,0,0,5,0,0,0,0,13,1.384615385,0,0,0,0.384615385,0,0
20009672,1,1,128,0,2,8,0,43,0,0,0,12,0.083333333,5,10.66666667,0.666666667,0,3.583333333,0
20009674,0,8,205,0,1,7,1,8,0,1,1,13,0,9.307692308,15.76923077,0.538461538,0.076923077,0.615384615,0
20009679,0,0,52,0,0,3,0,0,0,0,0,2,0,8,26,1.5,0,0,0
20009682,2,0,38,0,0,1,24,7,0,0,0,6,0.333333333,1,6.333333333,0.166666667,4,1.166666667,0
20009686,0,0,98,0,0,3,1,6,0,0,0,11,0,3.272727273,8.909090909,0.272727273,0.090909091,0.545454545,0
20009695,0,0,40,0,0,4,27,11,1,14,1,4,0,3,10,1,6.75,2.75,0.25
20009705,0,0,167,0,0,3,1,3,0,0,0,13,0,2.923076923,12.84615385,0.230769231,0.076923077,0.230769231,0
20009720,11,5,341,0,7,6,16,47,6,17,3,15,0.733333333,4.266666667,22.73333333,0.4,1.066666667,3.133333333,0.4
20009743,4,2,156,0,0,3,22,14,6,0,0,5,0.8,5.8,31.2,0.6,4.4,2.8,1.2
20009752,13,5,105,0,0,56,0,42,0,0,0,13,1,27.30769231,8.076923077,4.307692308,0,3.230769231,0
20009764,11,2,8,0,0,1,10,2,0,56,4,4,2.75,1.75,2,0.25,2.5,0.5,0
20009775,1,1,33,0,0,4,1,14,1,17,2,6,0.166666667,1.166666667,5.5,0.666666667,0.166666667,2.333333333,0.166666667
20009787,0,0,720,0,0,1,0,0,0,0,0,11,0,7,65.45454545,0.090909091,0,0,0
20009815,1,2,140,0,0,1,120,15,0,31,1,13,0.076923077,0.769230769,10.76923077,0.076923077,9.230769231,1.153846154,0
20009816,0,20,221,0,0,23,2,15,0,0,0,14,0,1.714285714,15.78571429,1.642857143,0.142857143,1.071428571,0
20009825,13,11,68,0,0,19,0,0,0,0,0,3,4.333333333,5.333333333,22.66666667,6.333333333,0,0,0
20009826,5,0,214,0,0,0,0,0,0,0,0,6,0.833333333,0.5,35.66666667,0,0,0,0
20009837,31,14,233,0,9,58,36,119,55,29,7,13,2.384615385,7.769230769,17.92307692,4.461538462,2.769230769,9.153846154,4.230769231
20009848,0,0,480,0,13,1,0,17,0,0,0,15,0,0.4,32,0.066666667,0,1.133333333,0
20009856,127,18,210,0,3,25,10,71,0,49,10,15,8.466666667,3.2,14,1.666666667,0.666666667,4.733333333,0
20009859,41,57,120,0,19,37,6,14,0,0,0,8,5.125,1.625,15,4.625,0.75,1.75,0
20009878,18,5,113,0,7,40,15,104,6,5,1,14,1.285714286,29.57142857,8.071428571,2.857142857,1.071428571,7.428571429,0.428571429
20009889,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
20009925,28,25,557,0,62,74,30,42,3,8,8,15,1.866666667,36.46666667,37.13333333,4.933333333,2,2.8,0.2
20009974,1,1,108,0,0,0,5,8,0,0,0,2,0.5,56.5,54,0,2.5,4,0
20009992,0,0,263,0,3,1,0,0,0,0,0,11,0,0.545454545,23.90909091,0.090909091,0,0,0
20010000,31,15,502,0,1,27,18,61,0,0,0,15,2.066666667,27.8,33.46666667,1.8,1.2,4.066666667,0
20010033,0,0,361,0,15,1,0,0,0,0,0,15,0,2.266666667,24.06666667,0.066666667,0,0,0
20010048,0,0,49,0,51,0,5,8,0,0,0,5,0,1,9.8,0,1,1.6,0
20010057,48,25,539,0,41,35,29,70,9,100,10,15,3.2,12.4,35.93333333,2.333333333,1.933333333,4.666666667,0.6
20010090,0,0,52,0,0,6,0,0,0,0,0,5,0,3.2,10.4,1.2,0,0,0
20010096,0,5,512,0,9,26,0,0,0,0,0,14,0,3.285714286,36.57142857,1.857142857,0,0,0
20010103,3,38,801,0,0,1,15,15,1,2,2,13,0.230769231,8.076923077,61.61538462,0.076923077,1.153846154,1.153846154,0.076923077
20010124,0,0,74,0,79,0,0,0,0,0,0,7,0,0.142857143,10.57142857,0,0,0,0
20010152,3,0,217,0,1,9,53,42,2,19,8,12,0.25,12.58333333,18.08333333,0.75,4.416666667,3.5,0.166666667
20010181,24,27,188,0,4,20,80,60,0,42,15,15,1.6,2.2,12.53333333,1.333333333,5.333333333,4,0
20010187,1,2,977,0,0,2,2,14,0,0,0,13,0.076923077,16.30769231,75.15384615,0.153846154,0.153846154,1.076923077,0
20010196,6,60,290,0,7,16,7,32,0,10,2,15,0.4,3.733333333,19.33333333,1.066666667,0.466666667,2.133333333,0
20010214,0,2,161,0,6,9,7,33,1,2,2,14,0,3.714285714,11.5,0.642857143,0.5,2.357142857,0.071428571
20010222,1,1,118,0,0,0,0,26,0,0,0,15,0.066666667,1.266666667,7.866666667,0,0,1.733333333,0
20010245,0,0,100,0,0,3,6,8,5,0,0,10,0,0.7,10,0.3,0.6,0.8,0.5
20010260,0,0,1093,0,0,0,0,0,0,0,0,15,0,0.466666667,72.86666667,0,0,0,0
20010263,0,2,216,0,0,4,0,0,0,0,0,14,0,1.928571429,15.42857143,0.285714286,0,0,0
20010269,2,1,80,0,3,19,28,42,1,32,7,13,0.153846154,0.461538462,6.153846154,1.461538462,2.153846154,3.230769231,0.076923077
20010274,36,11,353,0,0,8,121,61,4,14,2,15,2.4,2.733333333,23.53333333,0.533333333,8.066666667,4.066666667,0.266666667
20010285,13,112,0,0,1,0,0,0,0,0,0,15,0.866666667,0.133333333,0,0,0,0,0
20010308,58,37,401,0,0,4,134,17,12,57,61,13,4.461538462,7.769230769,30.84615385,0.307692308,10.30769231,1.307692308,0.923076923
20010312,9,6,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0
20010323,2,1,2,0,0,2,3,1,1,15,1,10,0.2,0.9,0.2,0.2,0.3,0.1,0.1
20010325,1,4,54,0,0,3,3,14,0,10,2,7,0.142857143,3.857142857,7.714285714,0.428571429,0.428571429,2,0
20010332,0,70,12,0,0,4,0,3,1,0,0,4,0,0,3,1,0,0.75,0.25
20010342,1,1,178,0,0,4,0,30,4,0,0,11,0.090909091,1.363636364,16.18181818,0.363636364,0,2.727272727,0.363636364
20010362,0,3,206,0,0,14,8,40,1,7,3,13,0,3.846153846,15.84615385,1.076923077,0.615384615,3.076923077,0.076923077
20010363,58,13,81,0,0,0,0,0,0,0,0,8,7.25,3.625,10.125,0,0,0,0
20010365,0,0,17,0,0,0,0,0,0,0,0,3,0,5.666666667,5.666666667,0,0,0,0
20010384,4,2,118,0,0,4,2,0,0,0,0,3,1.333333333,13.66666667,39.33333333,1.333333333,0.666666667,0,0
20010386,0,2,175,0,0,5,0,26,2,0,0,8,0,1.625,21.875,0.625,0,3.25,0.25
20010391,3,3,330,0,0,10,14,71,2,15,5,14,0.214285714,3.357142857,23.57142857,0.714285714,1,5.071428571,0.142857143
20010400,1,5,128,0,11,13,62,93,1,29,1,10,0.1,3.1,12.8,1.3,6.2,9.3,0.1
20010428,52,92,127,0,5,5,4,24,3,7,3,14,3.714285714,7.071428571,9.071428571,0.357142857,0.285714286,1.714285714,0.214285714
20010449,1,4,30,0,0,8,4,22,0,9,1,9,0.111111111,1.777777778,3.333333333,0.888888889,0.444444444,2.444444444,0
20010453,21,15,206,0,2,15,9,65,0,20,2,14,1.5,5.428571429,14.71428571,1.071428571,0.642857143,4.642857143,0
20010458,0,0,276,0,0,1,0,0,0,0,0,12,0,4.166666667,23,0.083333333,0,0,0
20010467,4,0,122,0,3,3,4,6,1,0,0,11,0.363636364,1.545454545,11.09090909,0.272727273,0.363636364,0.545454545,0.090909091
20010483,0,0,12,0,3,12,1,0,0,0,0,5,0,0,2.4,2.4,0.2,0,0
20010498,0,2,177,0,0,1,0,0,0,0,0,7,0,454.2857143,25.28571429,0.142857143,0,0,0
20010514,32,48,394,0,6,51,68,100,10,55,2,15,2.133333333,6.066666667,26.26666667,3.4,4.533333333,6.666666667,0.666666667
20010532,0,3,27,0,41,1,0,4,0,2,1,5,0,3,5.4,0.2,0,0.8,0
20010536,4,7,42,0,0,1,1,9,0,13,1,15,0.266666667,1.8,2.8,0.066666667,0.066666667,0.6,0
20010545,18,10,596,0,4,48,216,69,21,18,12,14,1.285714286,6.928571429,42.57142857,3.428571429,15.42857143,4.928571429,1.5
20010547,9,20,203,0,1,2,6,15,5,0,0,11,0.818181818,3.181818182,18.45454545,0.181818182,0.545454545,1.363636364,0.454545455
20010554,8,2,150,0,15,17,38,8,1,28,2,7,1.142857143,23.42857143,21.42857143,2.428571429,5.428571429,1.142857143,0.142857143
20010558,41,7,213,0,22,0,0,12,1,0,0,7,5.857142857,4.285714286,30.42857143,0,0,1.714285714,0.142857143
20010569,2,3,48,0,0,0,3,0,0,0,0,1,2,9,48,0,3,0,0
20010581,0,0,345,0,0,2,0,0,0,0,0,15,0,1.733333333,23,0.133333333,0,0,0
