login_count,play_time,max_level,playtime_per_day,abyss,sit_count,exp_get_amout,money_get_count,teleport_count,killed_by_pc,killed_by_npc,reborn_count,login_total_day,sit_count_perday,login_total_day,item_get_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,sit_count/play_time,killed_by_pc/play_time,killed_by_npc/play_time,total-party_time/play_time,teleport_count/play_time,play_time/login_count,exp_get_amount/play_time,playtime_per_day/login_total_day,max_level/login_count,reborn_count/login_count,sit_count/max_level,play_time/question_count,actor_account,class
41,431380,0,28758.66667,0,39,130032805,1605,168,52,27,45,15,2.6,15,122.0666667,107,0,11.2,13879,9.04E-05,0.000120543,6.26E-05,0.03217349,0.000389448,10521.46341,301.4344777,1917.244445,0,1.097560976,0,5260.731707,20019418,0
4,20629,0,6876.333333,0,20,32388134,209,27,0,23,7,3,6.666666667,3,4443,69.66666667,0,9,0,0.000969509,0,0.001114935,0,0.001308837,5157.25,1570.029279,2292.111111,0,1.75,0,10314.5,20019423,0
42,171825,20,15620.45455,0,16,28789008,175,69,6,10,15,11,1.454545455,11,1748.727273,15.90909091,0,6.272727273,769,9.31E-05,3.49E-05,5.82E-05,0.004475484,0.000401571,4091.071429,167.5484243,1420.041323,0.476190476,0.357142857,0.8,1930.617978,20019426,0
33,155167,0,12930.58333,0,235,106025212,1172,328,126,96,137,12,19.58333333,12,1553,97.66666667,0.083333333,27.33333333,18999,0.001514497,0.000812028,0.000618688,0.122442272,0.002113852,4702.030303,683.2974279,1077.548611,0,4.151515152,0,1650.712766,20019429,0
14,59053,16,9842.166667,0,125,2214429,423,65,0,19,17,6,20.83333333,6,239.5,70.5,0,10.83333333,0,0.002116743,0,0.000321745,0,0.001100706,4218.071429,37.49900936,1640.361111,1.142857143,1.214285714,7.8125,314.1117021,20019447,0
19,1134378,0,75625.2,0,9347,442196117,11882,937,299,43,873,15,623.1333333,15,4840.533333,792.1333333,0,62.46666667,5,0.008239758,0.000263581,3.79E-05,4.41E-06,0.000826003,59704.10526,389.8137279,5041.68,0,45.94736842,0,0,20019450,0
20,35339,12,8834.75,0,43,14615072,437,46,1,10,11,4,10.75,4,6337,109.25,0,11.5,5912,0.001216786,2.83E-05,0.000282973,0.167293925,0.001301678,1766.95,413.5677863,2208.6875,0.6,0.55,3.583333333,1139.967742,20019453,0
46,261893,35,23808.45455,0,274,80922390,2419,360,37,43,76,11,24.90909091,11,9881,219.9090909,0.363636364,32.72727273,11977,0.001046229,0.000141279,0.000164189,0.045732417,0.001374607,5693.326087,308.9902747,2164.404959,0.760869565,1.652173913,7.828571429,1349.963918,20019460,0
4,13480,0,4493.333333,0,2,477558,5,27,2,1,18,3,0.666666667,3,11971.33333,1.666666667,0,9,0,0.000148368,0.000148368,7.42E-05,0,0.002002967,3370,35.42715134,1497.777778,0,4.5,0,0,20019464,0
165,354934,42,25352.42857,0,369,294474575,2226,164,9,13,20,14,26.35714286,14,808.6428571,159,0,11.71428571,1752,0.00103963,2.54E-05,3.66E-05,0.004936129,0.000462058,2151.115152,829.6600917,1810.887755,0.254545455,0.121212121,8.785714286,3033.623932,20019468,0
28,197617,35,14115.5,0,26,51152851,628,71,7,14,17,14,1.857142857,14,4454.357143,44.85714286,0,5.071428571,6674,0.000131568,3.54E-05,7.08E-05,0.033772398,0.000359281,7057.75,258.8484341,1008.25,1.25,0.607142857,0.742857143,393.6593625,20019471,0
8,39546,30,13182,0,23,3885840,242,36,2,15,16,3,7.666666667,3,3648.333333,80.66666667,0,12,5738,0.000581601,5.06E-05,0.000379305,0.145096849,0.000910332,4943.25,98.26126536,4394,3.75,2,0.766666667,494.325,20019476,0
20,165626,22,55208.66667,0,219,8135171,532,55,2,29,31,3,73,3,2373,177.3333333,0,18.33333333,0,0.001322256,1.21E-05,0.000175093,0,0.000332073,8281.3,49.11771703,18402.88889,1.1,1.55,9.954545455,27604.33333,20019478,1
206,390306,38,26020.4,69,227,145109282,1242,378,188,41,144,15,15.13333333,15,6874,82.8,0.4,25.2,36545,0.000581595,0.000481673,0.000105046,0.093631663,0.000968471,1894.68932,371.7833751,1734.693333,0.184466019,0.699029126,5.973684211,9757.65,20019479,0
34,90783,10,10087,0,76,82200325,977,123,34,16,25,9,8.444444444,9,411.4444444,108.5555556,0,13.66666667,17299,0.000837161,0.000374519,0.000176244,0.190553297,0.001354879,2670.088235,905.4594473,1120.777778,0.294117647,0.735294118,7.6,1335.044118,20019494,0
108,406400,35,27093.33333,0,190,81693112,866,410,25,83,110,15,12.66666667,15,3455.533333,57.73333333,0,27.33333333,15139,0.00046752,6.15E-05,0.000204232,0.037251476,0.001008858,3762.962963,201.0165157,1806.222222,0.324074074,1.018518519,5.428571429,4725.581395,20019506,0
6,40349,13,10087.25,0,36,832904,285,41,0,7,7,4,9,4,172.5,71.25,0,10.25,0,0.000892215,0,0.000173486,0,0.001016134,6724.833333,20.64249424,2521.8125,2.166666667,1.166666667,2.769230769,602.2238806,20019510,0
2,10534,0,5267,0,30,20757743,280,16,2,0,1,2,15,2,68,140,0,8,0,0.002847921,0.000189861,0,0,0.001518891,5267,1970.547086,2633.5,0,0.5,0,3511.333333,20019512,0
383,515267,0,34351.13333,0,42,8036125,142,164,9,2,18,15,2.8,15,1640.733333,9.466666667,0,10.93333333,0,8.15E-05,1.75E-05,3.88E-06,0,0.000318282,1345.344648,15.5960405,2290.075555,0,0.046997389,0,0,20019513,1
16,61651,31,12330.2,0,190,18233511,364,57,5,12,12,5,38,5,1357.8,72.8,0,11.4,8420,0.003081864,8.11E-05,0.000194644,0.136575238,0.000924559,3853.1875,295.7536942,2466.04,1.9375,0.75,6.129032258,1926.59375,20019526,0
33,191889,0,14760.69231,0,161,126203770,1247,220,215,33,115,13,12.38461538,13,2078.846154,95.92307692,0,16.92307692,22027,0.000839027,0.001120439,0.000171974,0.114790321,0.001146496,5814.818182,657.69153,1135.43787,0,3.484848485,0,1142.196429,20019532,0
8,15740,29,3935,0,46,5884070,176,11,0,10,7,4,11.5,4,21,44,0,2.75,0,0.00292249,0,0.000635324,0,0.000698856,1967.5,373.8290978,983.75,3.625,0.875,1.586206897,0,20019533,0
175,602368,4,40157.86667,0,433,552183102,5488,912,638,126,447,15,28.86666667,15,661.6,365.8666667,0.066666667,60.8,73942,0.00071883,0.001059153,0.000209174,0.122752205,0.001514025,3442.102857,916.6873107,2677.191111,0.022857143,2.554285714,108.25,3042.262626,20019536,0
71,310753,47,22196.64286,0,78,289898801,3042,308,24,42,52,14,5.571428571,14,9350.428571,217.2857143,0,22,7287,0.000251003,7.72E-05,0.000135156,0.023449492,0.000991141,4376.802817,932.8913993,1585.47449,0.661971831,0.732394366,1.659574468,722.6813953,20019542,0
293,480306,50,32020.4,0,320,592226541,6456,765,232,98,190,15,21.33333333,15,14759.6,430.4,0.4,51,10718,0.000666242,0.000483025,0.000204037,0.022314941,0.001592735,1639.269625,1233.019244,2134.693333,0.170648464,0.648464164,6.4,1345.394958,20019548,0
100,361297,0,25806.92857,0,250,435976177,6086,434,172,67,157,14,17.85714286,14,2059.285714,434.7142857,0,31,16284,0.000691951,0.000476063,0.000185443,0.045070953,0.001201228,3612.97,1206.697473,1843.352041,0,1.57,0,782.0281385,20019550,0
37,168652,0,12046.57143,0,112,185549059,1939,226,47,17,41,14,8,14,100.2142857,138.5,0,16.14285714,12236,0.000664089,0.00027868,0.000100799,0.072551763,0.001340037,4558.162162,1100.188904,860.4693879,0,1.108108108,0,942.1899441,20019553,0
543,1230630,0,82042,0,134,446397189,1233,58,7,1,6,15,8.933333333,15,5588.266667,82.2,0,3.866666667,0,0.000108887,5.69E-06,8.13E-07,0,4.71E-05,2266.353591,362.7387509,5469.466667,0,0.011049724,0,11086.75676,20019555,0
6,35368,0,5894.666667,0,17,10295232,9,35,22,2,9,6,2.833333333,6,887,1.5,0,5.833333333,0,0.00048066,0.000622031,5.65E-05,0,0.000989595,5894.666667,291.0888939,982.4444445,0,1.5,0,35368,20019557,0
10,66655,7,16663.75,0,32,76330045,846,56,15,16,16,4,8,4,10704,211.5,0,14,0,0.000480084,0.000225039,0.000240042,0,0.000840147,6665.5,1145.151076,4165.9375,0.7,1.6,4.571428571,812.8658537,20019560,0
10,102953,19,25738.25,0,94,4085016,83,74,2,43,46,4,23.5,4,1198.25,20.75,0,18.5,0,0.000913038,1.94E-05,0.000417666,0,0.000718775,10295.3,39.67845522,6434.5625,1.9,4.6,4.947368421,17158.83333,20019562,0
22,147567,0,24594.5,0,348,211886894,2487,300,128,31,84,6,58,6,7597.666667,414.5,0,50,6477,0.002358251,0.000867403,0.000210074,0.043891927,0.002032975,6707.590909,1435.86909,4099.083333,0,3.818181818,0,5675.653846,20019564,0
30,82169,0,9129.888889,0,92,97701980,443,68,2,21,20,9,10.22222222,9,117.2222222,49.22222222,0,7.555555556,2232,0.001119644,2.43E-05,0.000255571,0.027163529,0.000827563,2738.966667,1189.036985,1014.432099,0,0.666666667,0,11738.42857,20019567,0
77,476991,41,34070.78571,0,70,211901739,1837,506,172,40,125,14,5,14,9963.714286,131.2142857,0.071428571,36.14285714,58657,0.000146753,0.000360594,8.39E-05,0.12297297,0.001060817,6194.688312,444.2468286,2433.627551,0.532467532,1.623376623,1.707317073,1292.658537,20019572,0
10,70024,0,17506,0,81,13639190,79,72,86,5,49,4,20.25,4,579.75,19.75,0.5,18,15378,0.001156746,0.00122815,7.14E-05,0.219610419,0.001028219,7002.4,194.7787901,4376.5,0,4.9,0,8753,20019598,0
3,22010,13,11005,0,23,626190,139,29,0,10,11,2,11.5,2,6410,69.5,0,14.5,180,0.00104498,0,0.000454339,0.008178101,0.001317583,7336.666667,28.45024989,5502.5,4.333333333,3.666666667,1.769230769,338.6153846,20019600,0
6,177393,9,59131,0,105,4104194,280,89,0,8,7,3,35,3,4787.666667,93.33333333,0,29.66666667,0,0.000591906,0,4.51E-05,0,0.000501711,29565.5,23.13616659,19710.33333,1.5,1.166666667,11.66666667,88696.5,20019606,1
450,710038,44,47335.86667,0,595,247686094,5064,1064,102,144,201,15,39.66666667,15,5749.333333,337.6,0.2,70.93333333,88769,0.000837983,0.000143654,0.000202806,0.125020069,0.001498511,1577.862222,348.8349835,3155.724445,0.097777778,0.446666667,13.52272727,1030.534107,20019611,0
106,318086,47,28916.90909,0,94,193644386,1484,263,52,31,54,11,8.545454545,11,5848.545455,134.9090909,0,23.90909091,42025,0.000295518,0.000163478,9.75E-05,0.132118358,0.00082682,3000.811321,608.7799715,2628.809917,0.443396226,0.509433962,2,1639.618557,20019615,0
11,46150,42,9230,0,17,17725186,140,51,0,15,7,5,3.4,5,512,28,0,10.2,13063,0.000368364,0,0.000325027,0.283055255,0.001105092,4195.454545,384.0777031,1846,3.818181818,0.636363636,0.404761905,2563.888889,20019622,0
16,39271,0,7854.2,0,26,55638506,545,29,0,8,5,5,5.2,5,91.4,109,0,5.8,8431,0.000662066,0,0.000203713,0.214687683,0.000738458,2454.4375,1416.78353,1570.84,0,0.3125,0,4908.875,20019625,0
44,212484,49,14165.6,0,123,178172415,1996,121,8,35,33,15,8.2,15,346.8666667,133.0666667,0,8.066666667,18445,0.000578867,3.76E-05,0.000164718,0.086806536,0.000569455,4829.181818,838.5215593,944.3733333,1.113636364,0.75,2.510204082,303.1155492,20019630,0
45,1009661,0,67310.73333,0,3614,614695676,27,45,0,9,8,15,240.9333333,15,910.0666667,1.8,0,3,0,0.003579419,0,8.91E-06,0,4.46E-05,22436.91111,608.8139247,4487.382222,0,0.177777778,0,0,20019632,0
37,209777,47,17481.41667,0,230,236901224,1618,296,17,67,70,12,19.16666667,12,708.75,134.8333333,0,24.66666667,32190,0.001096402,8.10E-05,0.000319387,0.153448662,0.001411022,5669.648649,1129.300276,1456.784722,1.27027027,1.891891892,4.893617021,2724.376623,20019635,0
41,837388,23,64414.46154,0,88,8717606,80,51,0,13,11,13,6.769230769,13,1575.153846,6.153846154,0,3.923076923,0,0.000105089,0,1.55E-05,0,6.09E-05,20424.09756,10.410474,4954.95858,0.56097561,0.268292683,3.826086957,139564.6667,20019638,1
9,37895,0,9473.75,0,36,40610463,358,21,4,3,6,4,9,4,297.75,89.5,0,5.25,413,0.000949993,0.000105555,7.92E-05,0.010898535,0.000554163,4210.555556,1071.657554,2368.4375,0,0.666666667,0,7579,20019644,0
5,24434,0,12217,0,46,28726510,253,31,1,6,6,2,23,2,108.5,126.5,0,15.5,950,0.001882623,4.09E-05,0.000245559,0.038880249,0.001268724,4886.8,1175.677744,6108.5,0,1.2,0,12217,20019654,0
232,517814,28,34520.93333,0,384,544649329,6313,485,75,54,85,15,25.6,15,1678.333333,420.8666667,0.266666667,32.33333333,2837,0.000741579,0.00014484,0.000104285,0.005478801,0.00093663,2231.956897,1051.824263,2301.395555,0.120689655,0.36637931,13.71428571,1450.459384,20019659,0
32,165076,11,13756.33333,0,74,254284824,2779,191,14,20,20,12,6.166666667,12,15678.58333,231.5833333,0,15.91666667,16161,0.000448278,8.48E-05,0.000121156,0.097900361,0.001157043,5158.625,1540.410623,1146.361111,0.34375,0.625,6.727272727,2292.722222,20019660,0
101,413397,50,29528.35714,0,299,447725285,3620,320,49,49,68,14,21.35714286,14,12958,258.5714286,0.142857143,22.85714286,10165,0.000723276,0.00011853,0.00011853,0.024588954,0.000774074,4093.039604,1083.039512,2109.168367,0.495049505,0.673267327,5.98,1621.164706,20019666,0
7,37190,13,12396.66667,0,43,821439,240,27,0,9,9,3,14.33333333,3,409,80,0,9,0,0.001156225,0,0.000242001,0,0.000726002,5312.857143,22.08763108,4132.222223,1.857142857,1.285714286,3.307692308,531.2857143,20019671,0
3,18517,10,6172.333333,0,17,242147,112,21,0,15,14,3,5.666666667,3,58.66666667,37.33333333,0,7,0,0.000918075,0,0.000810066,0,0.001134093,6172.333333,13.07701031,2057.444444,3.333333333,4.666666667,1.7,712.1923077,20019676,0
5,12311,0,12311,0,35,5685953,25,11,1,1,2,1,35,1,55580,25,0,11,1885,0.002842986,8.12E-05,8.12E-05,0.1531151,0.00089351,2462.2,461.8595565,12311,0,0.4,0,4103.666667,20019677,0
58,121709,0,11064.45455,0,0,1241662,115,115,74,0,79,11,0,11,14.27272727,10.45454545,0,10.45454545,8615,0,0.000608008,0,0.07078359,0.000944877,2098.431034,10.2018914,1005.859505,0,1.362068966,0,30427.25,20019688,0
27,249821,33,17844.35714,0,835,63174971,2352,306,50,45,80,14,59.64285714,14,5012.142857,168,0.142857143,21.85714286,12617,0.003342393,0.000200143,0.000180129,0.050504161,0.001224877,9252.62963,252.8809468,1274.596939,1.222222222,2.962962963,25.3030303,3244.428571,20019693,0
7,65032,33,10838.66667,0,56,16856104,207,65,1,12,10,6,9.333333333,6,172.5,34.5,0,10.83333333,17,0.000861115,1.54E-05,0.000184525,0.00026141,0.000999508,9290.285714,259.1970722,1806.444445,4.714285714,1.428571429,1.696969697,1806.444444,20019694,0
47,104507,41,11611.88889,0,58,106252717,1213,123,6,38,22,9,6.444444444,9,2447.888889,134.7777778,0,13.66666667,2299,0.000554987,5.74E-05,0.000363612,0.021998526,0.001176955,2223.553191,1016.704307,1290.209877,0.872340426,0.468085106,1.414634146,4976.52381,20019698,0
18,1103650,50,84896.15385,0,5929,1089233340,95,78,0,34,34,13,456.0769231,13,3657.769231,7.307692308,0,6,0,0.005372174,0,3.08E-05,0,7.07E-05,61313.88889,986.9372899,6530.473373,2.777777778,1.888888889,118.58,0,20019705,0
5,12227,0,6113.5,0,5,11537938,100,16,0,9,4,2,2.5,2,60.5,50,0,8,1452,0.000408931,0,0.000736076,0.118753578,0.001308579,2445.4,943.64423,3056.75,0,0.8,0,1222.7,20019715,0
149,450557,0,30037.13333,91,829,519319466,4992,1009,421,126,342,15,55.26666667,15,923,332.8,0.066666667,67.26666667,66804,0.001839945,0.000934399,0.000279654,0.148269808,0.00223945,3023.872483,1152.616575,2002.475555,0,2.295302013,0,567.4521411,20019721,0
11,38087,16,9521.75,0,88,1474509,217,53,0,10,9,4,22,4,5182.25,54.25,0,13.25,317,0.0023105,0,0.000262557,0.00832305,0.001391551,3462.454545,38.7142332,2380.4375,1.454545455,0.818181818,5.5,442.872093,20019724,0
6,35928,14,7185.6,0,22,753199,122,28,0,7,7,5,4.4,5,1026.4,24.4,0,5.6,0,0.000612336,0,0.000194834,0,0.000779336,5988,20.96412269,1437.12,2.333333333,1.166666667,1.571428571,835.5348837,20019729,0
6,26887,13,8962.333333,0,34,772435,251,37,0,17,16,3,11.33333333,3,276.6666667,83.66666667,0,12.33333333,0,0.001264552,0,0.000632276,0,0.00137613,4481.166667,28.72893964,2987.444444,2.166666667,2.666666667,2.615384615,537.74,20019730,0
84,319840,0,22845.71429,260,262,446311348,3157,352,0,342,126,14,18.71428571,14,966.5,225.5,0,25.14285714,20822,0.00081916,0,0.001069285,0.065101301,0.00110055,3807.619048,1395.420673,1631.836735,0,1.5,0,1384.588745,20019733,0
19,1162147,50,77476.46667,0,2113,957861851,138,158,0,85,80,15,140.8666667,15,15568.2,9.2,0,10.53333333,0,0.001818187,0,7.31E-05,0,0.000135955,61165.63158,824.2174622,5165.097778,2.631578947,4.210526316,42.26,1976.440476,20019735,0
2302,188286,0,12552.4,0,0,0,73,0,0,0,0,15,0,15,0,4.866666667,0,0,0,0,0,0,0,0,81.79235447,0,836.8266667,0,0,0,0,20019740,0
7,80833,22,13472.16667,0,66,6275210,991,50,6,9,18,6,11,6,338,165.1666667,0,8.333333333,0,0.000816498,7.42E-05,0.000111341,0,0.000618559,11547.57143,77.63178405,2245.361112,3.142857143,2.571428571,3,1584.960784,20019743,0
2,22043,27,11021.5,0,54,2422667,28,24,1,7,11,2,27,2,114,14,0,12,3887,0.002449757,4.54E-05,0.000317561,0.176337159,0.001088781,11021.5,109.9064102,5510.75,13.5,5.5,2,1695.615385,20019757,0
26,64308,28,8038.5,0,264,11787046,136,68,8,20,27,8,33,8,174,17,0,8.5,10655,0.004105244,0.000124401,0.000311003,0.165687006,0.001057411,2473.384615,183.2905082,1004.8125,1.076923077,1.038461538,9.428571429,1429.066667,20019781,0
12,77622,16,9702.75,0,13,1481013,682,29,0,11,10,8,1.625,8,86.25,85.25,0,3.625,2999,0.000167478,0,0.000141712,0.038635954,0.000373605,6468.5,19.07980985,1212.84375,1.333333333,0.833333333,0.8125,5544.428571,20019793,0
15,37650,0,6275,0,4,27442952,179,26,1,17,14,6,0.666666667,6,9.333333333,29.83333333,0,4.333333333,8585,0.000106242,2.66E-05,0.000451527,0.228021248,0.000690571,2510,728.8964675,1045.833333,0,0.933333333,0,9412.5,20019796,0
217,683829,42,45588.6,0,303,243604719,5494,654,74,215,226,15,20.2,15,10697.53333,366.2666667,0,43.6,48473,0.000443093,0.000108214,0.000314406,0.07088468,0.000956379,3151.285714,356.2363091,3039.24,0.193548387,1.041474654,7.214285714,2873.231092,20019811,0
233,440930,50,40084.54545,129,321,620336485,5848,514,16,78,64,11,29.18181818,11,9208.818182,531.6363636,0,46.72727273,29114,0.000728007,3.63E-05,0.000176899,0.066028621,0.001165718,1892.403433,1406.882011,3644.049586,0.214592275,0.274678112,6.42,1110.654912,20019817,0
9,45733,26,7622.166667,0,41,5602117,190,63,15,9,18,6,6.833333333,6,496.5,31.66666667,1,10.5,82,0.000896508,0.000327991,0.000196794,0.001793016,0.001377561,5081.444444,122.4961625,1270.361111,2.888888889,2,1.576923077,952.7708333,20019818,0
312,991238,0,66082.53333,0,0,0,237,91,0,0,0,15,0,15,63524.33333,15.8,0,6.066666667,629,0,0,0,0.00063456,9.18E-05,3177.044872,0,4405.502222,0,0,0,0,20019845,0
104,381188,38,27227.71429,0,237,247764031,2668,418,222,117,159,14,16.92857143,14,3869.928571,190.5714286,0,29.85714286,48848,0.00062174,0.00058239,0.000306935,0.128146741,0.001096572,3665.269231,649.9785696,1944.836735,0.365384615,1.528846154,6.236842105,8663.363636,20019847,0
70,219779,0,24419.88889,0,157,270460945,2132,301,35,71,81,9,17.44444444,9,9271,236.8888889,0.111111111,33.44444444,4430,0.000714354,0.000159251,0.000323052,0.020156612,0.001369558,3139.7,1230.60413,2713.320988,0,1.157142857,0,9157.458333,20019863,0
41,251301,45,17950.07143,0,435,216658550,3583,379,26,62,63,14,31.07142857,14,2018.928571,255.9285714,0.142857143,27.07142857,11688,0.001730992,0.000103462,0.000246716,0.046509962,0.001508152,6129.292683,862.147584,1282.147959,1.097560976,1.536585366,9.666666667,2922.104651,20019864,0
5,26640,12,8880,0,23,563433,145,25,0,8,10,3,7.666666667,3,202.6666667,48.33333333,0,8.333333333,0,0.000863363,0,0.0003003,0,0.000938438,5328,21.14988739,2960,2.4,2,1.916666667,386.0869565,20019866,0
15,17257,0,4314.25,0,11,1967361,10,14,1,1,2,4,2.75,4,124.5,2.5,0.25,3.5,0,0.000637422,5.79E-05,5.79E-05,0,0.000811265,1150.466667,114.0036507,1078.5625,0,0.133333333,0,5752.333333,20019869,0
155,287519,0,22116.84615,0,136,162448910,1885,274,137,48,90,13,10.46153846,13,837.0769231,145,0,21.07692308,16204,0.000473012,0.00047649,0.000166945,0.056358015,0.00095298,1854.96129,565.0023477,1701.295858,0,0.580645161,0,8984.96875,20019875,0
14,696245,43,63295,0,2117,390053082,33,181,75,9,76,11,192.4545455,11,19966.18182,3,0,16.45454545,0,0.003040596,0.000107721,1.29E-05,0,0.000259966,49731.78571,560.2238896,5754.090909,3.071428571,5.428571429,49.23255814,545.2192639,20019879,0
49,362556,0,27888.92308,0,155,320748218,3440,431,188,38,127,13,11.92307692,13,6990.076923,264.6153846,0.076923077,33.15384615,38715,0.00042752,0.000518541,0.000104811,0.106783504,0.001188782,7399.102041,884.6860016,2145.301775,0,2.591836735,0,4589.316456,20019888,0
46,340748,0,26211.38462,0,215,356012148,3429,472,105,141,115,13,16.53846154,13,2519.692308,263.7692308,0,36.30769231,24360,0.000630965,0.000308146,0.000413796,0.071489781,0.001385188,7407.565217,1044.796002,2016.260355,0,2.5,0,6429.207547,20019904,0
18,1063565,49,81812.69231,0,3547,579282448,404,316,69,22,77,13,272.8461538,13,3573.846154,31.07692308,0,24.30769231,0,0.00333501,6.49E-05,2.07E-05,0,0.000297114,59086.94444,544.6610673,6293.284024,2.722222222,4.277777778,72.3877551,1334.460477,20019924,0
49,136689,0,12426.27273,0,1,1070077,106,41,0,0,0,11,0.090909091,11,1102.272727,9.636363636,0,3.727272727,0,7.32E-06,0,0,0,0.000299951,2789.571429,7.828552407,1129.661157,0,0,0,12426.27273,20019926,0
36,113693,47,12632.55556,0,27,89736181,1131,177,5,11,14,9,3,9,8180.555556,125.6666667,0,19.66666667,6752,0.000237482,4.40E-05,9.68E-05,0.059388001,0.001556824,3158.138889,789.2850131,1403.617284,1.305555556,0.388888889,0.574468085,273.9590361,20019928,0
90,382643,42,25509.53333,0,507,143220692,2885,606,160,69,209,15,33.8,15,7286.333333,192.3333333,0.4,40.4,34328,0.001324995,0.000418144,0.000180325,0.089712866,0.001583722,4251.588889,374.2932498,1700.635555,0.466666667,2.322222222,12.07142857,2966.224806,20019942,0
86,414724,39,29623.14286,0,352,115626571,2289,487,171,77,195,14,25.14285714,14,8207.357143,163.5,0.357142857,34.78571429,49978,0.000848757,0.000412322,0.000185666,0.120509061,0.001174275,4822.372093,278.8036646,2115.938776,0.453488372,2.26744186,9.025641026,6689.096774,20019946,0
48,262410,0,17494,0,995,94821262,1233,463,304,71,278,15,66.33333333,15,1585.866667,82.2,0.466666667,30.86666667,20085,0.003791776,0.001158492,0.000270569,0.076540528,0.001764414,5466.875,361.3477459,1166.266667,0,5.791666667,0,10092.69231,20019950,0
32,108373,0,9031.083333,0,0,0,32,18,0,0,0,12,0,12,8612.25,2.666666667,0,1.5,0,0,0,0,0,0.000166093,3386.65625,0,752.5902778,0,0,0,0,20019955,0
284,396962,49,28354.42857,0,268,302258594,5313,505,57,72,89,14,19.14285714,14,1227.714286,379.5,0.071428571,36.07142857,47343,0.000675128,0.000143591,0.000181378,0.119263305,0.001272162,1397.753521,761.4295424,2025.316326,0.172535211,0.313380282,5.469387755,3364.084746,20019958,0
354,439230,0,29282,0,445,397765719,4787,629,60,91,92,15,29.66666667,15,16260,319.1333333,0,41.93333333,40356,0.001013137,0.000136603,0.000207181,0.09187897,0.001432052,1240.762712,905.5977939,1952.133333,0,0.259887006,0,1488.915254,20019967,0
34,348735,39,29061.25,0,672,155783255,310,393,2,72,54,12,56,12,317.25,25.83333333,0,32.75,68249,0.001926965,5.74E-06,0.00020646,0.195704475,0.00112693,10256.91176,446.7095502,2421.770833,1.147058824,1.588235294,17.23076923,2126.432927,20019974,0
8,10178,20,10178,0,3,1205019,112,16,1,3,4,1,3,1,71,112,0,16,0,0.000294753,9.83E-05,0.000294753,0,0.001572018,1272.25,118.3944783,10178,2.5,0.5,0.15,1696.333333,20019980,0
13,84998,39,12142.57143,0,14,34695412,177,84,2,19,12,7,2,7,2911,25.28571429,0,12,12387,0.00016471,2.35E-05,0.000223535,0.145732841,0.000988259,6538.307692,408.1909221,1734.653061,3,0.923076923,0.358974359,28332.66667,20019994,0
86,332381,14,23741.5,0,121,310757428,2674,550,158,124,130,14,8.642857143,14,7383.214286,191,0,39.28571429,30413,0.00036404,0.000475358,0.000373066,0.091500417,0.001654728,3864.895349,934.9434173,1695.821429,0.162790698,1.511627907,8.642857143,2230.744966,20019998,0
61,221996,0,14799.73333,0,36,109144222,824,308,107,57,142,15,2.4,15,5469.066667,54.93333333,0.133333333,20.53333333,6786,0.000162165,0.000481991,0.000256761,0.030568118,0.001387412,3639.278689,491.6494982,986.6488887,0,2.327868852,0,4933.244444,20020001,0
17,1100898,50,73393.2,0,940,862003002,120,514,0,9,7,15,62.66666667,15,4259.333333,8,0,34.26666667,0,0.000853848,0,8.18E-06,0,0.000466892,64758.70588,782.9998801,4892.88,2.941176471,0.411764706,18.8,755.592313,20020003,0
51,159890,0,13324.16667,278,4,659279,0,171,179,6,169,12,0.333333333,12,3.5,0,0,14.25,0,2.50E-05,0.00111952,3.75E-05,0,0.001069485,3135.098039,4.123328538,1110.347223,0,3.31372549,0,0,20020013,0
74,195821,46,16318.41667,0,201,232789094,2067,248,26,13,23,12,16.75,12,7189.083333,172.25,0.083333333,20.66666667,3601,0.001026448,0.000132774,6.64E-05,0.018389243,0.001266463,2646.22973,1188.785135,1359.868056,0.621621622,0.310810811,4.369565217,2510.525641,20020017,0
126,206674,34,15898,0,280,61266444,800,165,8,41,44,13,21.53846154,13,5083.153846,61.53846154,0,12.69230769,18304,0.001354791,3.87E-05,0.00019838,0.088564599,0.000798359,1640.269841,296.4400166,1222.923077,0.26984127,0.349206349,8.235294118,1222.923077,20020023,0
17,422057,35,70342.83333,0,4365,86065422,695,90,21,52,65,6,727.5,6,2676.166667,115.8333333,0,15,0,0.010342205,4.98E-05,0.000123206,0,0.000213241,24826.88235,203.9189541,11723.80555,2.058823529,3.823529412,124.7142857,211028.5,20020028,0
10,155753,23,51917.66667,0,69,8127678,9,44,3,8,10,3,23,3,3426.666667,3,0,14.66666667,0,0.000443009,1.93E-05,5.14E-05,0,0.000282499,15575.3,52.18312328,17305.88889,2.3,1,3,38938.25,20020030,1
23,23661,31,7887,0,26,7959811,23,43,0,4,5,3,8.666666667,3,65.33333333,7.666666667,0,14.33333333,1988,0.001098855,0,0.000169055,0.084020117,0.001817337,1028.73913,336.4105913,2629,1.347826087,0.217391304,0.838709677,717,20020046,0
30,26858,7,8952.666667,0,6,353044,53,27,0,17,17,3,2,3,1665,17.66666667,0,9,0,0.000223397,0,0.000632959,0,0.001005287,895.2666667,13.1448358,2984.222222,0.233333333,0.566666667,0.857142857,1492.111111,20020047,0
