actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,playtime_per_day,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday,total_party_time,guild_join_count,average_party_time,login_total_day
20126826,28.0,28.0,1.0,605786.0,-6.599629242009555,28.0,38.0,86540.85714285714,4082.0,233996120.0,16789.0,0.0,6693.0,0.0,0.0,151.0,119.0,440.0,348.0,3.0,583.1428571428571,2398.428571428572,0.0,956.1428571428572,0.0,62.85714285714285,0.0,1.0,0.0,7.0
20126840,67.0,67.0,1.0,184434.0,2.9027999175856944,67.0,0.0,26347.714285714286,30.0,225331153.0,28926.0,0.0,2284.0,13.0,0.0,43.0,21.0,188.0,36.0,56.0,4.285714285714286,4132.285714285715,0.0,326.2857142857143,0.0,26.857142857142854,229.0,0.0,114.5,7.0
20126841,18.0,19.0,1.0,123667.0,109.44217940113369,18.0,41.0,20611.166666666668,24.0,88776001.0,459.0,0.0,1087.0,0.0,0.0,3.0,27.0,76.0,25.0,14.0,4.0,76.5,0.0,181.16666666666663,0.0,12.666666666666664,9355.0,0.0,4677.5,6.0
20126848,8.0,8.0,1.0,37400.0,25.687406417112303,8.0,40.0,7480.0,35.0,36667077.0,187.0,0.0,419.0,0.0,0.0,7.0,11.0,38.0,11.0,3.0,7.0,37.4,0.0,83.8,0.0,7.6,1288.0,0.0,644.0,5.0
20126853,17.0,17.0,1.0,163787.0,6.882450988173662,17.0,37.0,23398.142857142866,180.0,59585914.0,4261.0,0.0,1388.0,0.0,0.0,91.0,19.0,245.0,87.0,74.0,25.714285714285715,608.7142857142858,0.0,198.28571428571428,0.0,35.0,19156.0,1.0,3831.2,7.0
20126859,20.0,19.0,1.0,257257.0,-13.577193234780786,20.0,34.0,42876.16666666666,110.0,59451079.0,49847.0,0.0,888.0,0.0,5.0,23.0,109.0,346.0,103.0,30.0,18.33333333333333,8307.833333333334,0.0,148.0,0.8333333333333334,57.66666666666666,49132.0,0.0,3275.4666666666667,6.0
20126878,25.0,26.0,1.0,80208.0,300.3132480550569,25.0,0.0,20052.0,100.0,92392154.0,41521.0,0.0,981.0,0.0,0.0,5.0,24.0,120.0,21.0,156.0,25.0,10380.25,0.0,245.25,0.0,30.0,16618.0,0.0,5539.333333333332,4.0
20126887,55.0,56.0,1.0,165398.0,-92.90921897483645,55.0,43.0,23628.285714285717,58.0,191707947.0,61152.0,0.0,2682.0,0.0,1.0,22.0,38.0,245.0,44.0,59.0,8.285714285714286,8736.0,0.0,383.1428571428572,0.14285714285714285,35.0,0.0,0.0,0.0,7.0
20126897,27.0,27.0,1.0,274080.0,3.7836215703444247,27.0,32.0,45680.0,4087.0,50461261.0,7451.0,0.0,780.0,0.0,0.0,11.0,13.0,61.0,20.0,29.0,681.1666666666666,1241.8333333333333,0.0,130.0,0.0,10.166666666666666,0.0,0.0,0.0,6.0
20126899,22.0,21.0,1.0,174719.0,-4.779835049422215,22.0,42.0,24959.857142857134,72.0,182431848.0,37342.0,0.0,1744.0,0.0,0.0,33.0,84.0,236.0,76.0,380.0,10.285714285714286,5334.571428571428,0.0,249.14285714285717,0.0,33.714285714285715,21586.0,0.0,1798.833333333333,7.0
20126910,17.0,17.0,1.0,59408.0,-0.3974548882305413,17.0,17.0,8486.857142857143,102.0,2053828.0,6089.0,0.0,568.0,0.0,0.0,0.0,25.0,39.0,21.0,73.0,14.571428571428573,869.8571428571429,0.0,81.14285714285714,0.0,5.571428571428571,5519.0,0.0,1379.75,7.0
20126919,7.0,7.0,1.0,52439.0,10.546501649535653,7.0,33.0,17479.666666666668,35.0,25922073.0,680.0,0.0,38.0,0.0,0.0,6.0,21.0,65.0,26.0,11.0,11.666666666666664,226.66666666666663,0.0,12.666666666666664,0.0,21.66666666666667,16455.0,0.0,2350.714285714286,3.0
20126922,38.0,38.0,1.0,170204.0,198.6081760710676,38.0,12.0,24314.857142857134,136.0,248391793.0,12420.0,0.0,1863.0,0.0,0.0,104.0,51.0,258.0,101.0,95.0,19.428571428571427,1774.2857142857142,0.0,266.14285714285717,0.0,36.857142857142854,19134.0,0.0,4783.5,7.0
20126926,18.0,20.0,1.0,120150.0,-10.881847690387016,18.0,0.0,17164.285714285714,93.0,171506927.0,2740.0,0.0,1321.0,0.0,0.0,38.0,21.0,158.0,35.0,14.0,13.285714285714285,391.4285714285714,0.0,188.7142857142857,0.0,22.57142857142857,6699.0,0.0,3349.5,7.0
20126927,6.0,6.0,1.0,44960.0,-820.9730427046263,6.0,40.0,7493.333333333332,51.0,26269744.0,382.0,0.0,288.0,0.0,0.0,0.0,3.0,43.0,2.0,3.0,8.5,63.66666666666666,0.0,48.0,0.0,7.166666666666668,4666.0,0.0,1555.333333333333,6.0
20126955,9.0,10.0,1.0,74767.0,-10.975363462490137,9.0,40.0,14953.4,127.0,65087830.0,1024.0,0.0,458.0,0.0,0.0,1.0,27.0,89.0,25.0,22.0,25.4,204.8,0.0,91.6,0.0,17.8,10708.0,0.0,1784.666666666667,5.0
20126971,11.0,10.0,1.0,469273.0,-1.3999441689592198,11.0,30.0,67039.0,3341.0,31347278.0,21188.0,0.0,23.0,0.0,0.0,1.0,14.0,90.0,56.0,5.0,477.28571428571433,3026.857142857143,0.0,3.2857142857142856,0.0,12.857142857142858,0.0,0.0,0.0,7.0
20126974,131.0,130.0,1.0,165545.0,130.57114983841248,131.0,44.0,23649.285714285717,292.0,255531235.0,4303.0,0.0,1692.0,56.0,0.0,14.0,48.0,189.0,38.0,183.0,41.714285714285715,614.7142857142858,0.0,241.7142857142857,0.0,27.0,25468.0,0.0,8489.333333333334,7.0
20126975,2.0,2.0,1.0,18631.0,4.749181471740648,2.0,13.0,9315.5,7.0,532231.0,951.0,0.0,79.0,0.0,0.0,0.0,1.0,5.0,1.0,68.0,3.5,475.5,0.0,39.5,0.0,2.5,0.0,0.0,0.0,2.0
20126997,20.0,19.0,1.0,559589.0,-2.0779357707174366,20.0,0.0,79941.28571428571,588.0,118947209.0,105050.0,0.0,1119.0,0.0,0.0,0.0,15.0,910.0,679.0,5144.0,84.0,15007.142857142857,0.0,159.85714285714286,0.0,130.0,0.0,0.0,0.0,7.0
20127002,6.0,7.0,1.0,49820.0,30.272701726214372,6.0,0.0,12455.0,51.0,13687899.0,1324.0,0.0,16.0,0.0,4.0,21.0,2.0,46.0,15.0,0.0,12.75,331.0,0.0,4.0,1.0,11.5,4860.0,0.0,810.0,4.0
20127004,47.0,48.0,1.0,188602.0,-47.623800383877146,47.0,0.0,26943.142857142866,72.0,215487894.0,1409.0,0.0,2013.0,0.0,0.0,30.0,68.0,219.0,62.0,31.0,10.285714285714286,201.28571428571428,0.0,287.57142857142856,0.0,31.285714285714285,14895.0,1.0,4965.0,7.0
20127012,7.0,7.0,1.0,18834.0,-128.0136455346713,7.0,0.0,4708.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.0
20127044,18.0,18.0,1.0,123463.0,70.76466633728323,18.0,0.0,20577.166666666668,41.0,125845839.0,17566.0,0.0,2062.0,0.0,1.0,10.0,11.0,109.0,17.0,36.0,6.833333333333332,2927.666666666666,0.0,343.66666666666674,0.16666666666666666,18.166666666666668,14788.0,0.0,4929.333333333333,6.0
20127049,9.0,9.0,1.0,50435.0,-4.992505204718945,9.0,47.0,12608.75,22.0,78787895.0,1887.0,0.0,199.0,0.0,0.0,0.0,2.0,26.0,2.0,151.0,5.5,471.75,0.0,49.75,0.0,6.5,0.0,0.0,0.0,4.0
20127051,173.0,173.0,1.0,276001.0,-46.692957634211474,173.0,0.0,39428.71428571428,364.0,438709558.0,129946.0,0.0,2930.0,0.0,0.0,47.0,67.0,324.0,70.0,377.0,52.0,18563.714285714286,0.0,418.57142857142856,0.0,46.28571428571429,2545.0,0.0,848.3333333333335,7.0
20127056,23.0,23.0,1.0,82322.0,-138.7696363062122,23.0,50.0,20580.5,159.0,95466657.0,50505.0,0.0,1171.0,0.0,0.0,8.0,8.0,96.0,10.0,6.0,39.75,12626.25,0.0,292.75,0.0,24.0,25571.0,0.0,6392.75,4.0
20127062,51.0,52.0,1.0,121235.0,28.473147193467234,51.0,0.0,20205.83333333333,253.0,116424721.0,30521.0,0.0,1134.0,0.0,0.0,51.0,17.0,153.0,48.0,43.0,42.16666666666666,5086.833333333333,0.0,189.0,0.0,25.5,28833.0,0.0,4805.5,6.0
20127076,10.0,10.0,1.0,41911.0,-49.64916131803107,10.0,0.0,10477.75,43.0,58148346.0,20196.0,0.0,436.0,0.0,0.0,14.0,9.0,86.0,14.0,20.0,10.75,5049.0,0.0,109.0,0.0,21.5,29.0,1.0,29.0,4.0
20127081,4.0,4.0,1.0,24255.0,0.92430426716141,4.0,22.0,8085.0,19.0,3502140.0,4666.0,0.0,415.0,0.0,0.0,0.0,4.0,24.0,4.0,14.0,6.333333333333332,1555.333333333333,0.0,138.33333333333334,0.0,8.0,1024.0,0.0,1024.0,3.0
20127085,48.0,47.0,1.0,134812.0,173.16453283090527,48.0,0.0,19258.85714285714,89.0,224678423.0,62565.0,0.0,1434.0,0.0,0.0,11.0,28.0,145.0,30.0,10.0,12.714285714285715,8937.857142857143,0.0,204.85714285714286,0.0,20.714285714285715,20680.0,0.0,6893.333333333332,7.0
20127087,17.0,16.0,1.0,36665.0,-3.6984317468975862,17.0,26.0,7333.0,10.0,8688658.0,1296.0,0.0,153.0,0.0,0.0,0.0,8.0,64.0,7.0,58.0,2.0,259.2,0.0,30.6,0.0,12.8,4890.0,0.0,1222.5,5.0
20127098,25.0,24.0,1.0,76713.0,1597.3883566018797,25.0,6.0,15342.6,17.0,23669632.0,701.0,0.0,52.0,0.0,0.0,2.0,2.0,32.0,4.0,91.0,3.4,140.2,0.0,10.4,0.0,6.4,1079.0,0.0,1079.0,5.0
20127105,41.0,41.0,1.0,97617.0,-258.63423379124544,41.0,0.0,16269.5,136.0,142847096.0,78194.0,0.0,1402.0,0.0,1.0,70.0,14.0,181.0,49.0,259.0,22.66666666666667,13032.333333333336,0.0,233.66666666666663,0.16666666666666666,30.16666666666667,1966.0,0.0,983.0,6.0
20127108,24.0,24.0,1.0,176601.0,29.40254018946665,24.0,11.0,25228.714285714286,158.0,193703880.0,4754.0,0.0,1923.0,0.0,0.0,135.0,73.0,273.0,119.0,53.0,22.57142857142857,679.1428571428571,0.0,274.7142857142857,0.0,39.0,13321.0,2.0,1903.0,7.0
20127110,71.0,71.0,1.0,132831.0,130.01746580241058,71.0,23.0,22138.5,178.0,124987871.0,26444.0,0.0,1200.0,0.0,1.0,36.0,35.0,165.0,34.0,76.0,29.66666666666667,4407.333333333333,0.0,200.0,0.16666666666666666,27.5,11949.0,0.0,1991.5,6.0
20127124,37.0,37.0,1.0,160539.0,-89.62174923227377,37.0,0.0,22934.142857142866,293.0,173909341.0,77389.0,0.0,1563.0,0.0,1.0,66.0,32.0,226.0,59.0,31.0,41.857142857142854,11055.571428571433,0.0,223.28571428571428,0.14285714285714285,32.285714285714285,35792.0,0.0,5965.333333333332,7.0
20127130,14.0,14.0,1.0,508734.0,-4.619858314954377,14.0,45.0,72676.28571428571,1331.0,458565451.0,26307.0,0.0,2106.0,0.0,0.0,33.0,37.0,88.0,61.0,0.0,190.14285714285717,3758.142857142857,0.0,300.85714285714283,0.0,12.571428571428573,0.0,0.0,0.0,7.0
20127133,82.0,82.0,1.0,254122.0,138.9926885511683,82.0,49.0,36303.142857142855,459.0,305160778.0,30219.0,0.0,1845.0,0.0,0.0,103.0,46.0,345.0,94.0,57.0,65.57142857142857,4317.0,0.0,263.57142857142856,0.0,49.28571428571429,10901.0,0.0,2180.2,7.0
20127160,2.0,2.0,1.0,11642.0,0.5925098780278303,2.0,11.0,5821.0,3.0,69497.0,71.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,1.0,14.0,1.5,35.5,0.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0
20127195,8.0,8.0,1.0,16497.0,-797.9571437231012,8.0,0.0,5499.0,10.0,13782517.0,51.0,0.0,99.0,0.0,0.0,50.0,6.0,66.0,28.0,4.0,3.333333333333333,17.0,0.0,33.0,0.0,22.0,0.0,0.0,0.0,3.0
20127202,21.0,20.0,1.0,114326.0,16.586034672777846,21.0,8.0,16332.285714285714,55.0,203350850.0,131524.0,0.0,2024.0,0.0,0.0,17.0,8.0,127.0,15.0,47.0,7.857142857142858,18789.14285714286,0.0,289.14285714285717,0.0,18.142857142857142,4577.0,0.0,1144.25,7.0
20127212,13.0,13.0,1.0,135805.0,-81.01619969809653,13.0,0.0,33951.25,93.0,241332458.0,6421.0,0.0,1542.0,0.0,1.0,57.0,32.0,180.0,50.0,12.0,23.25,1605.25,0.0,385.5,0.25,45.0,9866.0,0.0,2466.5,4.0
20127214,19.0,19.0,1.0,39578.0,-8.014225074536357,19.0,19.0,6596.333333333332,4.0,2660172.0,2075.0,0.0,147.0,0.0,0.0,0.0,15.0,38.0,12.0,35.0,0.6666666666666666,345.83333333333326,0.0,24.5,0.0,6.333333333333332,0.0,0.0,0.0,6.0
20127218,78.0,77.0,1.0,205238.0,10.903648447168653,78.0,0.0,29319.714285714286,339.0,222360428.0,47660.0,0.0,1685.0,216.0,0.0,56.0,47.0,251.0,72.0,66.0,48.42857142857143,6808.571428571428,0.0,240.7142857142857,0.0,35.857142857142854,23927.0,0.0,3418.142857142857,7.0
20127227,2.0,3.0,1.0,20882.0,57.168326788621776,2.0,37.0,10441.0,7.0,6900004.0,127.0,0.0,215.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,3.5,63.5,0.0,107.5,0.0,10.5,4117.0,0.0,2058.5,2.0
20127243,47.0,47.0,1.0,81487.0,-0.8939953612232626,47.0,0.0,13581.166666666664,86.0,128791815.0,16252.0,0.0,1283.0,0.0,0.0,89.0,12.0,173.0,64.0,164.0,14.333333333333336,2708.6666666666665,0.0,213.8333333333333,0.0,28.83333333333333,26795.0,0.0,5359.0,6.0
20127255,6.0,6.0,1.0,57312.0,-0.10800530429927414,6.0,0.0,14328.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
20127257,4.0,4.0,1.0,33980.0,-18.25779870512066,4.0,0.0,11326.666666666664,0.0,57900.0,9525.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,193.0,0.0,3175.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0
20127259,31.0,32.0,1.0,197891.0,1.1495570794022971,31.0,41.0,28270.142857142866,192.0,179354556.0,141063.0,0.0,1903.0,0.0,1.0,13.0,41.0,219.0,36.0,26.0,27.42857142857143,20151.85714285714,0.0,271.85714285714283,0.14285714285714285,31.285714285714285,14221.0,0.0,1777.625,7.0
20127261,25.0,25.0,1.0,72848.0,-101.75680869756205,25.0,0.0,24282.66666666667,0.0,14375508.0,37159.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12386.333333333336,0.0,7.666666666666668,0.0,0.0,0.0,0.0,0.0,3.0
20127267,17.0,17.0,1.0,564004.0,-0.1276409387167467,17.0,38.0,80572.0,1443.0,168278647.0,47422.0,0.0,64.0,0.0,0.0,132.0,32.0,215.0,188.0,1300.0,206.14285714285717,6774.571428571428,0.0,9.142857142857142,0.0,30.714285714285715,0.0,0.0,0.0,7.0
20127278,4.0,4.0,1.0,30560.0,-5.992342931937173,4.0,0.0,10186.666666666666,15.0,23817522.0,21852.0,0.0,277.0,0.0,0.0,30.0,9.0,49.0,20.0,8.0,5.0,7284.0,0.0,92.33333333333331,0.0,16.333333333333332,3228.0,0.0,3228.0,3.0
20127281,7.0,6.0,1.0,44577.0,39.55986270946901,7.0,17.0,8915.4,1.0,1784959.0,13395.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,0.2,2679.0,0.0,1.4,0.0,0.2,5694.0,0.0,1898.0,5.0
20127294,57.0,57.0,1.0,215024.0,-6.0628301956990835,57.0,46.0,30717.714285714286,141.0,383667525.0,35984.0,0.0,3362.0,0.0,0.0,5.0,59.0,283.0,38.0,18.0,20.142857142857142,5140.571428571428,0.0,480.28571428571433,0.0,40.42857142857143,2641.0,0.0,1320.5,7.0
20127302,81.0,81.0,1.0,170683.0,-33.016264068477824,81.0,37.0,24383.285714285717,107.0,47846526.0,6652.0,0.0,906.0,0.0,0.0,12.0,51.0,233.0,47.0,192.0,15.285714285714285,950.2857142857144,0.0,129.42857142857142,0.0,33.285714285714285,21783.0,0.0,1555.9285714285709,7.0
20127308,14.0,14.0,1.0,157433.0,210.8706814962556,14.0,0.0,31486.6,80.0,269300775.0,60862.0,0.0,2059.0,0.0,0.0,53.0,26.0,187.0,48.0,242.0,16.0,12172.4,0.0,411.8,0.0,37.4,63993.0,0.0,12798.6,5.0
20127313,8.0,8.0,1.0,30160.0,-6.363992042440318,8.0,17.0,15080.0,22.0,1807964.0,387.0,0.0,84.0,0.0,0.0,0.0,1.0,24.0,1.0,33.0,11.0,193.5,0.0,42.0,0.0,12.0,10437.0,0.0,745.5,2.0
20127332,17.0,17.0,1.0,62815.0,22.252980975881556,17.0,14.0,8973.57142857143,57.0,29243114.0,2008.0,0.0,491.0,0.0,0.0,2.0,10.0,71.0,8.0,40.0,8.142857142857142,286.85714285714283,0.0,70.14285714285714,0.0,10.142857142857142,3354.0,0.0,1677.0,7.0
20127349,14.0,15.0,1.0,84229.0,22.10381222619288,14.0,19.0,16845.8,61.0,112620711.0,24876.0,0.0,702.0,0.0,0.0,2.0,54.0,96.0,29.0,28.0,12.2,4975.2,0.0,140.4,0.0,19.2,0.0,1.0,0.0,5.0
20127350,13.0,12.0,1.0,469007.0,0.5993087523213939,13.0,30.0,67001.0,3180.0,31879989.0,27764.0,0.0,33.0,0.0,0.0,1.0,7.0,119.0,71.0,5.0,454.28571428571433,3966.285714285714,0.0,4.714285714285714,0.0,17.0,0.0,0.0,0.0,7.0
20127354,324.0,323.0,1.0,528288.0,32.07136448300927,324.0,0.0,75469.71428571429,1.0,9066374.0,909238.0,0.0,353.0,0.0,0.0,0.0,32.0,34.0,32.0,5.0,0.14285714285714285,129891.14285714286,0.0,50.42857142857143,0.0,4.857142857142857,10989.0,0.0,10989.0,7.0
20127364,5.0,5.0,1.0,20204.0,4.343496337358939,5.0,29.0,10102.0,116.0,6274123.0,211.0,0.0,72.0,0.0,0.0,2.0,3.0,13.0,5.0,11.0,58.0,105.5,0.0,36.0,0.0,6.5,0.0,0.0,0.0,2.0
20127365,138.0,138.0,1.0,346809.0,34.15757376538671,138.0,25.0,49544.142857142855,281.0,238648297.0,75908.0,0.0,2982.0,0.0,1.0,159.0,79.0,582.0,165.0,200.0,40.142857142857146,10844.0,0.0,426.0,0.14285714285714285,83.14285714285714,46509.0,0.0,3875.75,7.0
20127371,3.0,2.0,1.0,11104.0,147.52494596541788,3.0,47.0,11104.0,13.0,26362165.0,169.0,0.0,175.0,0.0,0.0,0.0,2.0,6.0,1.0,6.0,13.0,169.0,0.0,175.0,0.0,6.0,6977.0,0.0,6977.0,1.0
20127373,12.0,11.0,1.0,546716.0,-0.004239861280811243,12.0,0.0,78102.28571428571,2065.0,249629960.0,18388.0,0.0,531.0,0.0,0.0,31.0,97.0,450.0,413.0,0.0,295.0,2626.857142857143,0.0,75.85714285714286,0.0,64.28571428571429,0.0,0.0,0.0,7.0
20127377,8.0,7.0,1.0,565586.0,-0.41333413486189546,8.0,46.0,80798.0,3077.0,320510116.0,34035.0,0.0,29.0,0.0,0.0,50.0,74.0,497.0,462.0,0.0,439.57142857142856,4862.142857142857,0.0,4.142857142857143,0.0,71.0,0.0,0.0,0.0,7.0
20127381,37.0,37.0,1.0,77915.0,134.20790605146635,37.0,0.0,15583.0,119.0,105412855.0,655.0,0.0,1395.0,173.0,0.0,23.0,18.0,107.0,28.0,16.0,23.8,131.0,0.0,279.0,0.0,21.4,7781.0,0.0,1945.25,5.0
20127392,18.0,18.0,1.0,47010.0,7.06322059136354,18.0,26.0,9402.0,11.0,14574407.0,1662.0,0.0,86.0,0.0,0.0,0.0,6.0,45.0,7.0,18.0,2.2,332.4,0.0,17.2,0.0,9.0,5922.0,0.0,1974.0,5.0
20127398,14.0,14.0,1.0,84932.0,12.368647859464042,14.0,0.0,12133.142857142857,49.0,96379112.0,2796.0,0.0,491.0,0.0,0.0,35.0,23.0,120.0,47.0,11.0,7.0,399.4285714285714,0.0,70.14285714285714,0.0,17.142857142857142,8618.0,0.0,1436.333333333333,7.0
20127401,236.0,236.0,1.0,303511.0,16.78187281515332,236.0,40.0,43358.71428571428,337.0,378102407.0,58600.0,0.0,3371.0,0.0,0.0,62.0,79.0,485.0,94.0,226.0,48.14285714285714,8371.42857142857,0.0,481.57142857142856,0.0,69.28571428571429,16341.0,1.0,3268.2,7.0
20127402,50.0,49.0,1.0,107033.0,-34.610923733801734,50.0,0.0,21406.6,59.0,214403489.0,2920.0,0.0,1717.0,0.0,0.0,15.0,6.0,145.0,10.0,92.0,11.8,584.0,0.0,343.4,0.0,29.0,9822.0,0.0,9822.0,5.0
20127426,3.0,3.0,1.0,37234.0,-161.42984906268464,3.0,46.0,18617.0,3.0,44756643.0,230.0,0.0,448.0,0.0,0.0,5.0,19.0,40.0,16.0,16.0,1.5,115.0,0.0,224.0,0.0,20.0,13611.0,0.0,4537.0,2.0
20127446,20.0,20.0,1.0,96288.0,6.2868997175141255,20.0,0.0,13755.428571428567,57.0,44887766.0,168.0,0.0,298.0,0.0,0.0,18.0,4.0,95.0,38.0,0.0,8.142857142857142,24.0,0.0,42.57142857142857,0.0,13.571428571428573,1276.0,1.0,1276.0,7.0
20127450,17.0,17.0,1.0,56748.0,-34.39768802424755,17.0,17.0,18916.0,96.0,9921157.0,1273.0,0.0,454.0,0.0,0.0,0.0,15.0,68.0,9.0,58.0,32.0,424.33333333333326,0.0,151.33333333333334,0.0,22.66666666666667,37.0,0.0,37.0,3.0
20127457,30.0,30.0,1.0,93400.0,-77.39850107066381,30.0,43.0,13342.857142857143,48.0,158593349.0,80231.0,0.0,1181.0,0.0,0.0,10.0,10.0,88.0,13.0,13.0,6.857142857142858,11461.571428571433,0.0,168.71428571428572,0.0,12.571428571428573,0.0,0.0,0.0,7.0
20127461,4.0,4.0,1.0,21143.0,-164.30572766400223,4.0,0.0,10571.5,36.0,8118380.0,256.0,0.0,43.0,0.0,0.0,5.0,13.0,37.0,16.0,0.0,18.0,128.0,0.0,21.5,0.0,18.5,0.0,0.0,0.0,2.0
20127489,182.0,183.0,1.0,254989.0,20.77455105906529,182.0,37.0,36427.0,63.0,302622843.0,64366.0,0.0,2517.0,0.0,0.0,24.0,30.0,342.0,30.0,203.0,9.0,9195.142857142857,0.0,359.57142857142856,0.0,48.85714285714285,33062.0,2.0,3673.555555555556,7.0
20127490,48.0,48.0,1.0,117710.0,-47.67543114433778,48.0,25.0,23542.0,83.0,28817700.0,23074.0,0.0,691.0,0.0,0.0,39.0,47.0,137.0,71.0,23.0,16.6,4614.8,0.0,138.2,0.0,27.4,11246.0,0.0,2811.5,5.0
20127495,6.0,6.0,1.0,33078.0,-0.5829252070862809,6.0,10.0,11026.0,106.0,6723100.0,2572.0,0.0,176.0,0.0,0.0,0.0,8.0,22.0,6.0,47.0,35.333333333333336,857.3333333333335,0.0,58.66666666666666,0.0,7.333333333333332,0.0,0.0,0.0,3.0
20127515,61.0,61.0,1.0,62202.0,-29.8315809781036,61.0,32.0,8886.0,115.0,7749515.0,4278.0,0.0,134.0,0.0,0.0,0.0,5.0,83.0,4.0,94.0,16.428571428571427,611.1428571428571,0.0,19.142857142857142,0.0,11.857142857142858,2154.0,0.0,2154.0,7.0
20127520,23.0,23.0,1.0,72361.0,-4523.89193073617,23.0,26.0,18090.25,25.0,6438205.0,6603.0,0.0,190.0,0.0,2.0,0.0,19.0,76.0,14.0,76.0,6.25,1650.75,0.0,47.5,0.5,19.0,423.0,0.0,423.0,4.0
20127526,135.0,134.0,1.0,243680.0,-50.34608092580435,135.0,40.0,34811.42857142857,143.0,310635973.0,26072.0,0.0,2905.0,0.0,1.0,5.0,35.0,249.0,24.0,169.0,20.428571428571427,3724.571428571429,0.0,415.0,0.14285714285714285,35.57142857142857,12080.0,0.0,1725.7142857142858,7.0
20127530,9.0,9.0,1.0,181658.0,-10.825991698686542,9.0,0.0,36331.6,87.0,227495533.0,1209.0,0.0,2241.0,412.0,2.0,143.0,37.0,253.0,107.0,39.0,17.4,241.8,0.0,448.2,0.4,50.6,28351.0,0.0,4050.142857142857,5.0
20127532,57.0,57.0,1.0,194784.0,-113.75772137341879,57.0,30.0,27826.285714285717,164.0,233454590.0,7685.0,0.0,2237.0,0.0,0.0,70.0,43.0,288.0,72.0,57.0,23.42857142857143,1097.857142857143,0.0,319.57142857142856,0.0,41.142857142857146,4473.0,0.0,1491.0,7.0
20127537,67.0,67.0,1.0,141733.0,35.78056627602605,67.0,31.0,20247.571428571428,108.0,229641936.0,45244.0,0.0,1598.0,0.0,0.0,22.0,33.0,200.0,38.0,58.0,15.428571428571427,6463.428571428572,0.0,228.28571428571428,0.0,28.57142857142857,4068.0,1.0,2034.0,7.0
20127545,12.0,13.0,1.0,44290.0,14.751049898396928,12.0,18.0,11072.5,60.0,29854739.0,351.0,0.0,556.0,0.0,0.0,0.0,13.0,41.0,11.0,6.0,15.0,87.75,0.0,139.0,0.0,10.25,6906.0,0.0,1381.2,4.0
20127555,16.0,16.0,1.0,81114.0,96.0194294449787,16.0,0.0,16222.8,40.0,103143225.0,24772.0,0.0,1283.0,0.0,0.0,33.0,18.0,116.0,30.0,16.0,8.0,4954.4,0.0,256.6,0.0,23.2,4403.0,0.0,2201.5,5.0
20127564,14.0,14.0,1.0,500896.0,-0.6815386826806363,14.0,35.0,83482.66666666669,5998.0,113818130.0,54864.0,0.0,207.0,0.0,0.0,160.0,346.0,479.0,444.0,1112.0,999.6666666666664,9144.0,0.0,34.5,0.0,79.83333333333333,0.0,0.0,0.0,6.0
20127566,163.0,162.0,1.0,368793.0,3.8986585970991854,163.0,45.0,52684.714285714275,550.0,247474951.0,102610.0,0.0,2775.0,0.0,7.0,135.0,104.0,525.0,152.0,22.0,78.57142857142857,14658.571428571433,0.0,396.4285714285714,1.0,75.0,19859.0,0.0,1527.6153846153845,7.0
20127568,7.0,6.0,1.0,505676.0,0.0,7.0,32.0,72239.42857142858,0.0,28639082.0,14771.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,2110.1428571428573,0.0,0.0,0.0,1.0,328.0,0.0,164.0,7.0
20127574,303.0,303.0,1.0,571656.0,8.982769357795597,303.0,0.0,81665.14285714286,85.0,0.0,41510.0,0.0,1.0,0.0,0.0,49.0,0.0,56.0,41.0,0.0,12.142857142857142,5930.0,0.0,0.14285714285714285,0.0,8.0,0.0,1.0,0.0,7.0
20127577,26.0,26.0,1.0,7172.0,34277.59230340212,26.0,0.0,1024.5714285714287,0.0,0.0,24772.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.857142857143,0.0,3.571428571428572,0.0,0.0,0.0,0.0,0.0,7.0
20127579,28.0,27.0,1.0,179101.0,-14.133550343102494,28.0,36.0,25585.857142857134,330.0,34193821.0,20915.0,0.0,239.0,0.0,2.0,154.0,39.0,299.0,145.0,57.0,47.14285714285714,2987.857142857143,0.0,34.142857142857146,0.2857142857142857,42.714285714285715,14907.0,0.0,1242.25,7.0
